"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
669,1392445743000,1392446412000,296,"Division St & Bowery",40.71413089,-73.99704679999999,302,"Avenue D & E 3 St",40.720828340000004,-73.97793172,18729,"Subscriber",1955,1
702,1392468119000,1392468821000,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,18018,"Subscriber",1956,2
406,1392471995000,1392472401000,402,"Broadway & E 22 St",40.7403432,-73.98955109,379,"W 31 St & 7 Ave",40.749156,-73.9916,17595,"Subscriber",1979,2
575,1392510350000,1392510925000,373,"Willoughby Ave & Walworth St",40.69331716,-73.95381995,366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896,14888,"Subscriber",1985,1
370,1392557841000,1392558211000,434,"9 Ave & W 18 St",40.74317449,-74.00366443,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,15859,"Subscriber",1992,1
384,1392571161000,1392571545000,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,19279,"Subscriber",1982,1
632,1392574806000,1392575438000,480,"W 53 St & 10 Ave",40.76669671,-73.99061728,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,15572,"Subscriber",1982,2
645,1392581291000,1392581936000,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,16526,"Subscriber",1961,1
404,1392596458000,1392596862000,313,"Washington Ave & Park Ave",40.69610226,-73.96751037,354,"Emerson Pl & Myrtle Ave",40.69363137,-73.96223558,18380,"Subscriber",1991,1
600,1392606614000,1392607214000,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,444,"Broadway & W 24 St",40.7423543,-73.98915076,18762,"Subscriber",1974,1
316,1392609529000,1392609845000,432,"E 7 St & Avenue A",40.72621788,-73.98379855,293,"Lafayette St & E 8 St",40.730286660000004,-73.9907647,17208,"Subscriber",1966,1
968,1392612474000,1392613442000,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,328,"Watts St & Greenwich St",40.724055490000005,-74.00965965,17474,"Subscriber",1972,1
524,1392656018000,1392656542000,459,"W 20 St & 11 Ave",40.746745,-74.007756,482,"W 15 St & 7 Ave",40.73935542,-73.99931783000001,17685,"Subscriber",1953,1
675,1392658968000,1392659643000,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,434,"9 Ave & W 18 St",40.74317449,-74.00366443,15390,"Subscriber",1974,2
1019,1392665157000,1392666176000,545,"E 23 St & 1 Ave",40.736502,-73.97809472,173,"Broadway & W 49 St",40.76064679,-73.98442659,20732,"Subscriber",1985,1
636,1392679847000,1392680483000,217,"Old Fulton St",40.70277159,-73.99383605,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,17541,"Subscriber",1982,1
227,1392680821000,1392681048000,512,"W 29 St & 9 Ave",40.7500727,-73.99839279,453,"W 22 St & 8 Ave",40.744751480000005,-73.99915362,15348,"Subscriber",1990,1
210,1392681420000,1392681630000,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,17653,"Subscriber",1965,1
553,1392682380000,1392682933000,173,"Broadway & W 49 St",40.76064679,-73.98442659,173,"Broadway & W 49 St",40.76064679,-73.98442659,17339,"Subscriber",1963,1
913,1392686778000,1392687691000,116,"W 17 St & 8 Ave",40.741776030000004,-74.00149746,348,"W Broadway & Spring St",40.72490985,-74.00154702,15835,"Subscriber",1980,1
190,1392693480000,1392693670000,460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116000001,17930,"Subscriber",1983,1
479,1392693730000,1392694209000,335,"Washington Pl & Broadway",40.72903917,-73.99404649,402,"Broadway & E 22 St",40.7403432,-73.98955109,16724,"Subscriber",1986,2
2183,1392699364000,1392701547000,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,448,"W 37 St & 10 Ave",40.756603590000005,-73.9979009,15115,"Subscriber",1988,1
1035,1392702831000,1392703866000,310,"State St & Smith St",40.68926942,-73.98912867,373,"Willoughby Ave & Walworth St",40.69331716,-73.95381995,20742,"Subscriber",1984,1
544,1392744548000,1392745092000,422,"W 59 St & 10 Ave",40.770513,-73.988038,488,"W 39 St & 9 Ave",40.75645824,-73.99372222000001,15133,"Subscriber",1985,1
901,1392771270000,1392772171000,536,"1 Ave & E 30 St",40.74144387,-73.97536082,444,"Broadway & W 24 St",40.742354299999995,-73.98915076,19390,"Subscriber",1990,1
397,1392778325000,1392778722000,505,"6 Ave & W 33 St",40.74901271,-73.98848395,528,"2 Ave & E 31 St",40.74290902,-73.97706058,17428,"Subscriber",1991,2
642,1392781319000,1392781961000,459,"W 20 St & 11 Ave",40.746745,-74.007756,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,17606,"Subscriber",1969,1
1038,1392784548000,1392785586000,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,404,"9 Ave & W 14 St",40.740582599999996,-74.00550867,19431,"Subscriber",1983,2
878,1392786837000,1392787715000,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,465,"Broadway & W 41 St",40.75513557,-73.98658032,15306,"Subscriber",1966,2
993,1392787130000,1392788123000,319,"Park Pl & Church St",40.71336124,-74.00937622000001,310,"State St & Smith St",40.68926942,-73.98912867,18643,"Subscriber",1988,1
341,1392789850000,1392790191000,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,2003,"1 Ave & E 18 St",40.73416059,-73.98024289,16014,"Subscriber",1976,1
699,1392791194000,1392791893000,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231000001,400,"Pitt St & Stanton St",40.71926081,-73.98178024,15370,"Subscriber",1987,1
24862,1392795117000,1392819979000,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,402,"Broadway & E 22 St",40.7403432,-73.98955109,16406,"Subscriber",1980,1
266,1392821412000,1392821678000,472,"E 32 St & Park Ave",40.7457121,-73.98194829,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,15165,"Subscriber",1985,1
1139,1392827170000,1392828309000,428,"E 3 St & 1 Ave",40.72467721,-73.98783413,362,"Broadway & W 37 St",40.75172632,-73.98753523,14935,"Subscriber",1983,1
334,1392829034000,1392829368000,444,"Broadway & W 24 St",40.742354299999995,-73.98915076,285,"Broadway & E 14 St",40.73454567,-73.99074142,20271,"Subscriber",1954,1
759,1392830167000,1392830926000,514,"12 Ave & W 40 St",40.76087502,-74.00277668,404,"9 Ave & W 14 St",40.740582599999996,-74.00550867,15433,"Subscriber",1992,1
399,1392830360000,1392830759000,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,14941,"Subscriber",1968,1
455,1392830382000,1392830837000,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,394,"E 9 St & Avenue C",40.72521311,-73.97768752,16469,"Subscriber",1962,2
4633,1392830437000,1392835070000,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,496,"E 16 St & 5 Ave",40.737261860000004,-73.99238967000001,21366,"Subscriber",1976,2
701,1392830693000,1392831394000,448,"W 37 St & 10 Ave",40.75660359,-73.99790089999999,517,"Pershing Square S",40.75149263,-73.97798848000001,18625,"Subscriber",1989,1
1139,1392833717000,1392834856000,545,"E 23 St & 1 Ave",40.736502,-73.97809472,173,"Broadway & W 49 St",40.76064679,-73.98442659,14980,"Subscriber",1983,1
648,1392857093000,1392857741000,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,18685,"Subscriber",1977,2
552,1392857441000,1392857993000,524,"W 43 St & 6 Ave",40.75527307,-73.98316936,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,19754,"Subscriber",1981,1
384,1392857932000,1392858316000,519,"Pershing Square N",40.75188406,-73.97770164,379,"W 31 St & 7 Ave",40.749156,-73.9916,16499,"Subscriber",1976,1
852,1392858154000,1392859006000,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,297,"E 15 St & 3 Ave",40.734232,-73.98692299999999,18812,"Subscriber",1982,1
598,1392858528000,1392859126000,472,"E 32 St & Park Ave",40.7457121,-73.98194829,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,16420,"Subscriber",1951,1
271,1392860978000,1392861249000,524,"W 43 St & 6 Ave",40.75527307,-73.98316936,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,21389,"Subscriber",1960,1
1254,1392861242000,1392862496000,496,"E 16 St & 5 Ave",40.737261860000004,-73.99238967000001,422,"W 59 St & 10 Ave",40.770513,-73.988038,18675,"Subscriber",1969,1
532,1392861721000,1392862253000,490,"8 Ave & W 33 St",40.751551,-73.993934,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,18205,"Subscriber",1974,1
635,1392863769000,1392864404000,267,"Broadway & W 36 St",40.75097711,-73.98765428,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,20135,"Subscriber",1983,1
676,1392871098000,1392871774000,212,"W 16 St & The High Line",40.74334935,-74.00681753,478,"11 Ave & W 41 St",40.76030096,-73.99884222,15851,"Subscriber",1982,1
641,1392910866000,1392911507000,519,"Pershing Square N",40.75188406,-73.97770164,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,20622,"Subscriber",1960,1
496,1392911327000,1392911823000,501,"FDR Drive & E 35 St",40.744219,-73.97121214,2017,"E 43 St & 2 Ave",40.75022392,-73.97121414,19021,"Subscriber",1963,1
822,1392912460000,1392913282000,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,517,"Pershing Square S",40.75149263,-73.97798848000001,16129,"Subscriber",1957,1
917,1392913156000,1392914073000,401,"Allen St & Rivington St",40.72019576,-73.98997825000001,264,"Maiden Ln & Pearl St",40.70706456,-74.00731853,16805,"Subscriber",1987,2
644,1392914459000,1392915103000,83,"Atlantic Ave & Fort Greene Pl",40.68382604,-73.97632328,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,16710,"Subscriber",1957,1
220,1392915130000,1392915350000,505,"6 Ave & W 33 St",40.74901271,-73.98848395,490,"8 Ave & W 33 St",40.751551,-73.993934,20618,"Subscriber",1984,1
1196,1392915397000,1392916593000,508,"W 46 St & 11 Ave",40.76341379,-73.99667444,496,"E 16 St & 5 Ave",40.737261860000004,-73.99238967000001,19031,"Subscriber",1962,1
282,1392916549000,1392916831000,442,"W 27 St & 7 Ave",40.746646999999996,-73.993915,489,"10 Ave & W 28 St",40.75066386,-74.00176802,20263,"Subscriber",1985,1
366,1392917532000,1392917898000,146,"Hudson St & Reade St",40.71625008,-74.0091059,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,14579,"Subscriber",1975,1
1053,1392923205000,1392924258000,82,"St James Pl & Pearl St",40.71117416,-74.00016545,392,"Jay St & Tech Pl",40.695065,-73.987167,16249,"Subscriber",1990,1
201,1392926657000,1392926858000,357,"E 11 St & Broadway",40.73261787,-73.99158043,229,"Great Jones St",40.72743423,-73.99379025,14778,"Subscriber",1962,1
1450,1392927780000,1392929230000,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,497,"E 17 St & Broadway",40.73704984,-73.99009296,15002,"Subscriber",1978,1
438,1392928932000,1392929370000,379,"W 31 St & 7 Ave",40.749156,-73.9916,509,"9 Ave & W 22 St",40.7454973,-74.00197139000001,15281,"Subscriber",1946,1
669,1392931095000,1392931764000,497,"E 17 St & Broadway",40.73704984,-73.99009296,362,"Broadway & W 37 St",40.75172632,-73.98753523,18469,"Subscriber",1979,1
983,1392932357000,1392933340000,303,"Mercer St & Spring St",40.72362738,-73.99949601,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,18812,"Subscriber",1962,2
1097,1392934864000,1392935961000,304,"Broadway & Battery Pl",40.70463334,-74.01361706,401,"Allen St & Rivington St",40.72019576,-73.98997825000001,19877,"Subscriber",1986,1
854,1392940785000,1392941639000,263,"Elizabeth St & Hester St",40.717290000000006,-73.996375,417,"Barclay St & Church St",40.71291224,-74.01020234,14897,"Subscriber",1959,1
991,1392946902000,1392947893000,504,"1 Ave & E 15 St",40.732218530000004,-73.98165557,546,"E 30 St & Park Ave S",40.74444921,-73.98303529,17113,"Subscriber",1984,1
1546,1392949744000,1392951290000,465,"Broadway & W 41 St",40.75513557,-73.98658032,301,"E 2 St & Avenue B",40.72217444,-73.98368779,18069,"Subscriber",1963,1
389,1392954592000,1392954981000,402,"Broadway & E 22 St",40.7403432,-73.98955109,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,20913,"Subscriber",1985,1
279,1392959852000,1392960131000,519,"Pershing Square N",40.75188406,-73.97770164,164,"E 47 St & 2 Ave",40.75323098,-73.97032517,15701,"Subscriber",1967,1
300,1392968326000,1392968626000,497,"E 17 St & Broadway",40.73704984,-73.99009296,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,17992,"Subscriber",1989,1
310,1392999786000,1393000096000,330,"Reade St & Broadway",40.71450451,-74.00562789,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,19992,"Subscriber",1966,1
595,1393004994000,1393005589000,444,"Broadway & W 24 St",40.742354299999995,-73.98915076,489,"10 Ave & W 28 St",40.75066386,-74.00176802,15270,"Subscriber",1990,1
640,1393012877000,1393013517000,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,2012,"E 27 St & 1 Ave",40.739444999999996,-73.976806,17033,"Subscriber",1975,1
669,1393018048000,1393018717000,545,"E 23 St & 1 Ave",40.736502,-73.97809472,393,"E 5 St & Avenue C",40.72299208,-73.97995466,14958,"Subscriber",1970,2
630,1393020711000,1393021341000,268,"Howard St & Centre St",40.71910537,-73.99973337,2009,"Catherine St & Monroe St",40.71117444,-73.99682619000001,19186,"Subscriber",1976,1
262,1393027884000,1393028146000,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,79,"Franklin St & W Broadway",40.71911552,-74.00666661,15210,"Subscriber",1979,1
1142,1393031623000,1393032765000,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,519,"Pershing Square N",40.75188406,-73.97770164,14941,"Subscriber",1972,1
744,1393039467000,1393040211000,404,"9 Ave & W 14 St",40.740582599999996,-74.00550867,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231000001,21037,"Subscriber",1980,2
935,1393039868000,1393040803000,330,"Reade St & Broadway",40.71450451,-74.00562789,297,"E 15 St & 3 Ave",40.734232,-73.98692299999999,20119,"Subscriber",1977,1
421,1393040591000,1393041012000,377,"6 Ave & Canal St",40.72243797,-74.00566443,276,"Duane St & Greenwich St",40.71748752,-74.0104554,17410,"Subscriber",1959,2
292,1393048580000,1393048872000,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,363,"West Thames St",40.70834698,-74.01713445,20127,"Subscriber",1982,2
564,1393051681000,1393052245000,489,"10 Ave & W 28 St",40.75066386,-74.00176802,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,16075,"Subscriber",1967,1
309,1393056222000,1393056531000,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,529,"W 42 St & 8 Ave",40.7575699,-73.99098507000001,17413,"Subscriber",1975,2
286,1393065428000,1393065714000,366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896,258,"DeKalb Ave & Vanderbilt Ave",40.68940747,-73.96885458,20531,"Subscriber",1984,1
134,1393093984000,1393094118000,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,2003,"1 Ave & E 18 St",40.73416059,-73.98024289,15239,"Subscriber",1983,1
1302,1393097673000,1393098975000,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,248,"Laight St & Hudson St",40.721853790000004,-74.00771779,16775,"Subscriber",1963,2
338,1393099327000,1393099665000,438,"St Marks Pl & 1 Ave",40.727791260000004,-73.98564945,475,"E 16 St & Irving Pl",40.73524276,-73.98758561,20824,"Subscriber",1968,1
356,1393099742000,1393100098000,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,17805,"Subscriber",1986,1
359,1393101299000,1393101658000,509,"9 Ave & W 22 St",40.7454973,-74.00197139000001,444,"Broadway & W 24 St",40.742354299999995,-73.98915076,21356,"Subscriber",1982,2
1336,1393104381000,1393105717000,448,"W 37 St & 10 Ave",40.75660359,-73.99790089999999,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,17269,"Subscriber",1982,1
500,1393108242000,1393108742000,545,"E 23 St & 1 Ave",40.736502,-73.97809472,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,17286,"Subscriber",1982,1
3875,1393109482000,1393113357000,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,21358,"Customer",,0
1229,1393110789000,1393112018000,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,263,"Elizabeth St & Hester St",40.717290000000006,-73.996375,21243,"Subscriber",1983,1
784,1393110944000,1393111728000,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,268,"Howard St & Centre St",40.71910537,-73.99973337,18358,"Subscriber",1983,1
796,1393113489000,1393114285000,237,"E 11 St & 2 Ave",40.730473090000004,-73.98672378,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,18800,"Subscriber",1986,1
916,1393114382000,1393115298000,447,"8 Ave & W 52 St",40.76370739,-73.98516149999999,528,"2 Ave & E 31 St",40.74290902,-73.97706058,17925,"Subscriber",1967,1
1461,1393115317000,1393116778000,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,346,"Bank St & Hudson St",40.73652889,-74.00618026000001,20256,"Subscriber",1961,1
323,1393115817000,1393116140000,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,19812,"Subscriber",1970,1
624,1393116475000,1393117099000,537,"Lexington Ave & E 24 St",40.74025878,-73.98409214,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,15590,"Subscriber",1991,1
465,1393117969000,1393118434000,127,"Barrow St & Hudson St",40.73172428,-74.00674436,128,"MacDougal St & Prince St",40.72710258,-74.00297088,19070,"Subscriber",1963,2
941,1393118141000,1393119082000,116,"W 17 St & 8 Ave",40.741776030000004,-74.00149746,478,"11 Ave & W 41 St",40.76030096,-73.99884222,15455,"Subscriber",1982,2
1438,1393124742000,1393126180000,351,"Front St & Maiden Ln",40.70530954,-74.00612572,315,"South St & Gouverneur Ln",40.70355377,-74.00670227,20249,"Customer",,0
417,1393131467000,1393131884000,430,"York St & Jay St",40.7014851,-73.98656928,2001,"7 Ave & Farragut St",40.69892054,-73.97332996,17200,"Subscriber",1976,2
720,1393136579000,1393137299000,392,"Jay St & Tech Pl",40.695065,-73.987167,364,"Lafayette Ave & Classon Ave",40.689004430000004,-73.96023854,14836,"Subscriber",1978,1
431,1393147342000,1393147773000,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,20759,"Subscriber",1966,1
727,1393169443000,1393170170000,160,"E 37 St & Lexington Ave",40.748238,-73.97831099999999,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,20105,"Subscriber",1958,2
447,1393173165000,1393173612000,511,"E 14 St & Avenue B",40.72938685,-73.97772429,297,"E 15 St & 3 Ave",40.734232,-73.986923,19385,"Subscriber",1985,1
407,1393181662000,1393182069000,342,"Columbia St & Rivington St",40.717399730000004,-73.98016555,295,"Pike St & E Broadway",40.71406667,-73.99293911000001,20361,"Subscriber",1962,2
480,1393182536000,1393183016000,528,"2 Ave & E 31 St",40.74290902,-73.97706058,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,17832,"Subscriber",1959,1
413,1393182766000,1393183179000,528,"2 Ave & E 31 St",40.74290902,-73.97706058,504,"1 Ave & E 15 St",40.732218530000004,-73.98165557,19434,"Subscriber",1978,2
497,1393184043000,1393184540000,519,"Pershing Square N",40.75188406,-73.97770164,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,19732,"Subscriber",1978,1
742,1393191436000,1393192178000,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,311,"Norfolk St & Broome St",40.7172274,-73.98802084,15870,"Subscriber",1990,1
1530,1393192106000,1393193636000,363,"West Thames St",40.70834698,-74.01713445,212,"W 16 St & The High Line",40.74334935,-74.00681753,16447,"Subscriber",1967,2
1166,1393192647000,1393193813000,332,"Cherry St",40.71219906,-73.97948148,501,"FDR Drive & E 35 St",40.744219,-73.97121214,19190,"Subscriber",1979,2
232,1393194279000,1393194511000,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,18444,"Subscriber",1987,1
1362,1393194801000,1393196163000,250,"Lafayette St & Jersey St",40.72456089,-73.99565293,537,"Lexington Ave & E 24 St",40.740258780000005,-73.98409214,15001,"Subscriber",1963,2
362,1393196096000,1393196458000,143,"Clinton St & Joralemon St",40.69239502,-73.99337909,2000,"Front St & Washington St",40.702550880000004,-73.98940236,15781,"Subscriber",1969,1
722,1393197531000,1393198253000,293,"Lafayette St & E 8 St",40.73028666,-73.9907647,350,"Clinton St & Grand St",40.71559509,-73.9870295,19009,"Subscriber",1976,2
711,1393198871000,1393199582000,545,"E 23 St & 1 Ave",40.736502,-73.97809472,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,18494,"Subscriber",1976,1
413,1393199447000,1393199860000,511,"E 14 St & Avenue B",40.72938685,-73.97772429,285,"Broadway & E 14 St",40.73454567,-73.99074142,18139,"Subscriber",1978,1
261,1393203340000,1393203601000,116,"W 17 St & 8 Ave",40.741776030000004,-74.00149746,212,"W 16 St & The High Line",40.74334935,-74.00681753,17011,"Subscriber",1969,1
3875,1393205443000,1393209318000,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,426,"West St & Chambers St",40.71754834,-74.01322069,16953,"Customer",,0
1632,1393206761000,1393208393000,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651000001,345,"W 13 St & 6 Ave",40.73649403,-73.99704374000001,20099,"Subscriber",1978,2
834,1393207114000,1393207948000,297,"E 15 St & 3 Ave",40.734232,-73.98692299999999,448,"W 37 St & 10 Ave",40.756603590000005,-73.9979009,18782,"Subscriber",1985,1
1260,1393210596000,1393211856000,457,"Broadway & W 58 St",40.76695317,-73.98169333,285,"Broadway & E 14 St",40.73454567,-73.99074142,19754,"Subscriber",1989,2
1029,1393210719000,1393211748000,304,"Broadway & Battery Pl",40.70463334,-74.01361706,239,"Willoughby St & Fleet St",40.69196566,-73.9813018,14739,"Subscriber",1987,1
533,1393216973000,1393217506000,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651000001,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,20247,"Subscriber",1975,1
736,1393225873000,1393226609000,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,382,"University Pl & E 14 St",40.73492695,-73.99200509,20929,"Subscriber",1955,1
266,1393258379000,1393258645000,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,18911,"Subscriber",1985,1
1402,1393262189000,1393263591000,340,"Madison St & Clinton St",40.71269042,-73.98776323,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,17204,"Subscriber",1986,2
1143,1393264196000,1393265339000,346,"Bank St & Hudson St",40.73652889,-74.00618026000001,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,20618,"Subscriber",1987,1
754,1393265079000,1393265833000,388,"W 26 St & 10 Ave",40.749717753000006,-74.002950346,72,"W 52 St & 11 Ave",40.767272160000005,-73.99392888,20997,"Subscriber",1956,1
391,1393268884000,1393269275000,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,147,"Greenwich St & Warren St",40.71542197,-74.01121978,16350,"Subscriber",1986,2
360,1393269716000,1393270076000,116,"W 17 St & 8 Ave",40.741776030000004,-74.00149746,402,"Broadway & E 22 St",40.7403432,-73.98955109,20552,"Subscriber",1985,1
441,1393273989000,1393274430000,417,"Barclay St & Church St",40.71291224,-74.01020234,534,"Water - Whitehall Plaza",40.70255065,-74.0127234,14860,"Subscriber",1955,2
1981,1393284210000,1393286191000,426,"West St & Chambers St",40.71754834,-74.01322069,388,"W 26 St & 10 Ave",40.749717753,-74.002950346,19322,"Subscriber",1969,2
263,1393284751000,1393285014000,236,"St Marks Pl & 2 Ave",40.7284186,-73.98713956,504,"1 Ave & E 15 St",40.732218530000004,-73.98165557,19452,"Subscriber",1993,1
692,1393288890000,1393289582000,417,"Barclay St & Church St",40.71291224,-74.01020234,233,"Joralemon St & Adams St",40.69246277,-73.98963911,17715,"Subscriber",1974,1
444,1393288970000,1393289414000,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116,460,"S 4 St & Wythe Ave",40.71285887,-73.96590294,16273,"Subscriber",1963,1
669,1393294418000,1393295087000,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,536,"1 Ave & E 30 St",40.741443870000005,-73.97536082,18521,"Subscriber",1972,1
311,1393296634000,1393296945000,504,"1 Ave & E 15 St",40.732218530000004,-73.98165557,487,"E 20 St & FDR Drive",40.73314259,-73.97573881,14558,"Subscriber",1989,2
211,1393298046000,1393298257000,300,"Shevchenko Pl & E 6 St",40.728145,-73.990214,432,"E 7 St & Avenue A",40.72621788,-73.98379855,20030,"Subscriber",1983,1
255,1393301087000,1393301342000,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,509,"9 Ave & W 22 St",40.745497300000004,-74.00197139000001,21129,"Subscriber",1984,1
355,1393301627000,1393301982000,486,"Broadway & W 29 St",40.7462009,-73.98855723,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,19992,"Subscriber",1979,1
223,1393308201000,1393308424000,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,20572,"Subscriber",1972,1
415,1393336681000,1393337096000,479,"9 Ave & W 45 St",40.760192520000004,-73.9912551,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15007,"Subscriber",1990,1
434,1393340897000,1393341331000,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,20350,"Subscriber",1983,2
207,1393342450000,1393342657000,426,"West St & Chambers St",40.71754834,-74.01322069,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,19982,"Subscriber",1980,1
212,1393342631000,1393342843000,356,"Bialystoker Pl & Delancey St",40.71622644,-73.98261206000001,311,"Norfolk St & Broome St",40.7172274,-73.98802084,18219,"Subscriber",1975,1
358,1393343010000,1393343368000,474,"5 Ave & E 29 St",40.745167699999996,-73.98683077,2012,"E 27 St & 1 Ave",40.739445,-73.976806,19538,"Subscriber",1976,1
236,1393344658000,1393344894000,484,"W 44 St & 5 Ave",40.75500254,-73.98014437,173,"Broadway & W 49 St",40.76064679,-73.98442659,21119,"Subscriber",1976,1
262,1393345305000,1393345567000,173,"Broadway & W 49 St",40.76064679,-73.98442659,520,"W 52 St & 5 Ave",40.759922620000005,-73.97648516,19830,"Subscriber",1974,1
388,1393347153000,1393347541000,294,"Washington Square E",40.73049393,-73.9957214,497,"E 17 St & Broadway",40.737049840000005,-73.99009296,16909,"Subscriber",1975,1
519,1393347414000,1393347933000,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,18636,"Subscriber",1968,2
434,1393347554000,1393347988000,173,"Broadway & W 49 St",40.76064679,-73.98442659,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15660,"Subscriber",1957,2
