"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
1864,1380314909000,1380316773000,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651000001,360,"William St & Pine St",40.70717936,-74.00887308,15679,"Subscriber",1978,1
515,1380316344000,1380316859000,492,"W 33 St & 7 Ave",40.75019995,-73.99093085,72,"W 52 St & 11 Ave",40.76727216,-73.99392888,18238,"Subscriber",1973,1
1645,1380317097000,1380318742000,342,"Columbia St & Rivington St",40.717399730000004,-73.98016555,160,"E 37 St & Lexington Ave",40.748238,-73.97831099999999,15486,"Subscriber",1960,1
1107,1380318335000,1380319442000,467,"Dean St & 4 Ave",40.68312489,-73.97895137,414,"Pearl St & Anchorage Pl",40.70281858,-73.98765762000001,15341,"Subscriber",1964,2
379,1380318604000,1380318983000,161,"LaGuardia Pl & W 3 St",40.72917025,-73.99810231000001,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,19693,"Subscriber",1972,1
312,1380319098000,1380319410000,174,"E 25 St & 1 Ave",40.7381765,-73.97738662,468,"Broadway & W 55 St",40.7652654,-73.98192338,18122,"Subscriber",1980,2
1870,1380320190000,1380322060000,251,"Mott St & Prince St",40.72317958,-73.99480012000001,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,18386,"Subscriber",1967,1
637,1380320882000,1380321519000,382,"University Pl & E 14 St",40.73492695,-73.99200509,116,"W 17 St & 8 Ave",40.741776030000004,-74.00149746,18757,"Subscriber",1987,2
387,1380321789000,1380322176000,116,"W 17 St & 8 Ave",40.741776030000004,-74.00149746,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,14807,"Subscriber",1965,1
2588,1380323140000,1380325728000,228,"E 48 St & 3 Ave",40.7546011026,-73.971878855,519,"Pershing Square N",40.75188406,-73.97770164,15885,"Subscriber",1968,1
406,1380323475000,1380323881000,478,"11 Ave & W 41 St",40.76030096,-73.99884222,513,"W 56 St & 10 Ave",40.768254,-73.98863899999999,15177,"Customer",,0
785,1380323815000,1380324600000,253,"W 13 St & 5 Ave",40.73543934,-73.99453948,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,15249,"Subscriber",1969,1
2943,1380324116000,1380327059000,312,"Allen St & E Houston St",40.722055,-73.989111,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,16329,"Customer",,0
413,1380324580000,1380324993000,2004,"6 Ave & Broome St",40.724399,-74.00470399999999,248,"Laight St & Hudson St",40.721853790000004,-74.00771779,17493,"Subscriber",1955,1
257,1380325093000,1380325350000,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,498,"Broadway & W 32 St",40.74854862,-73.98808416,20200,"Subscriber",1982,1
2402,1380325735000,1380328137000,316,"Fulton St & William St",40.709559580000004,-74.00653609,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,15365,"Customer",,0
692,1380326284000,1380326976000,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,15058,"Subscriber",1956,1
564,1380326431000,1380326995000,361,"Allen St & Hester St",40.71605866,-73.99190759,2021,"W 45 St & 8 Ave",40.75929124,-73.98859651000001,19857,"Subscriber",1984,1
611,1380326930000,1380327541000,493,"W 45 St & 6 Ave",40.7568001,-73.98291153,498,"Broadway & W 32 St",40.74854862,-73.98808416,15788,"Subscriber",1981,1
192,1380326950000,1380327142000,382,"University Pl & E 14 St",40.73492695,-73.99200509,223,"W 13 St & 7 Ave",40.73781509,-73.99994661,19292,"Subscriber",1982,2
1171,1380327251000,1380328422000,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,408,"Market St & Cherry St",40.71076228,-73.99400398,15961,"Customer",,0
453,1380327753000,1380328206000,212,"W 16 St & The High Line",40.74334935,-74.00681753,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,19782,"Subscriber",1979,1
95,1380327758000,1380327853000,212,"W 16 St & The High Line",40.74334935,-74.00681753,212,"W 16 St & The High Line",40.74334935,-74.00681753,18692,"Customer",,0
1150,1380327847000,1380328997000,457,"Broadway & W 58 St",40.76695317,-73.98169333,482,"W 15 St & 7 Ave",40.73935542,-73.99931783,17766,"Subscriber",1960,1
483,1380328231000,1380328714000,387,"Centre St & Chambers St",40.71273266,-74.0046073,263,"Elizabeth St & Hester St",40.717290000000006,-73.996375,17196,"Subscriber",1982,1
659,1380328329000,1380328988000,377,"6 Ave & Canal St",40.72243797,-74.00566443,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,20241,"Subscriber",1987,1
1422,1380328403000,1380329825000,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.96319799999999,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,20610,"Subscriber",1975,1
873,1380328564000,1380329437000,497,"E 17 St & Broadway",40.73704984,-73.99009296,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,18360,"Subscriber",1982,2
1107,1380329162000,1380330269000,447,"8 Ave & W 52 St",40.76370739,-73.98516149999999,545,"E 23 St & 1 Ave",40.736502,-73.97809472,19892,"Subscriber",1989,1
338,1380330187000,1380330525000,79,"Franklin St & W Broadway",40.71911552,-74.00666661,263,"Elizabeth St & Hester St",40.717290000000006,-73.996375,20232,"Subscriber",1990,1
808,1380330345000,1380331153000,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,479,"9 Ave & W 45 St",40.760192520000004,-73.9912551,18008,"Subscriber",1993,1
465,1380330702000,1380331167000,253,"W 13 St & 5 Ave",40.73543934,-73.99453948,459,"W 20 St & 11 Ave",40.746745,-74.007756,14967,"Subscriber",1984,1
65,1380330987000,1380331052000,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,15868,"Subscriber",1987,1
457,1380331158000,1380331615000,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,394,"E 9 St & Avenue C",40.72521311,-73.97768752,19292,"Subscriber",1958,2
1481,1380331263000,1380332744000,225,"W 14 St & The High Line",40.74195138,-74.00803013,318,"E 43 St & Vanderbilt Ave",40.75320159,-73.9779874,17732,"Subscriber",1982,1
606,1380332410000,1380333016000,337,"Old Slip & Front St",40.7037992,-74.00838676000001,319,"Park Pl & Church St",40.71336124,-74.00937622000001,14590,"Subscriber",1991,1
1045,1380333739000,1380334784000,259,"South St & Whitehall St",40.70122128,-74.01234218,301,"E 2 St & Avenue B",40.72217444,-73.98368779,16560,"Subscriber",1987,1
938,1380334691000,1380335629000,225,"W 14 St & The High Line",40.74195138,-74.00803013,478,"11 Ave & W 41 St",40.76030096,-73.99884222,16986,"Customer",,0
649,1380335282000,1380335931000,167,"E 39 St & 3 Ave",40.7489006,-73.97604882,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,20574,"Subscriber",1965,1
2493,1380336829000,1380339322000,386,"Centre St & Worth St",40.71494807,-74.00234482,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,17581,"Subscriber",1970,2
1290,1380337613000,1380338903000,328,"Watts St & Greenwich St",40.72405549,-74.00965965,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,17866,"Subscriber",1990,1
2036,1380338077000,1380340113000,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,128,"MacDougal St & Prince St",40.72710258,-74.00297088,19065,"Customer",,0
1647,1380338148000,1380339795000,247,"Perry St & Bleecker St",40.73535398,-74.00483091,294,"Washington Square E",40.73049393,-73.9957214,19833,"Subscriber",1962,1
525,1380338552000,1380339077000,237,"E 11 St & 2 Ave",40.730473090000004,-73.98672378,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,19507,"Subscriber",1989,1
229,1380339340000,1380339569000,444,"Broadway & W 24 St",40.742354299999995,-73.98915076,540,"Lexington Ave & E 26 St",40.74147286,-73.98320928,15781,"Subscriber",1980,1
861,1380339590000,1380340451000,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,497,"E 17 St & Broadway",40.73704984,-73.99009296,16181,"Subscriber",1973,1
661,1380340068000,1380340729000,415,"Pearl St & Hanover Square",40.704717699999996,-74.00926027,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,15598,"Subscriber",1978,1
600,1380342724000,1380343324000,514,"12 Ave & W 40 St",40.76087502,-74.00277668,446,"W 24 St & 7 Ave",40.74487634,-73.99529885,20083,"Subscriber",1966,1
1244,1380346064000,1380347308000,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,2004,"6 Ave & Broome St",40.724399,-74.00470399999999,18955,"Subscriber",1983,2
535,1380347078000,1380347613000,2012,"E 27 St & 1 Ave",40.739444999999996,-73.976806,382,"University Pl & E 14 St",40.73492695,-73.99200509,19711,"Subscriber",1986,2
395,1380347494000,1380347889000,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,458,"11 Ave & W 27 St",40.751396,-74.005226,19500,"Subscriber",1970,1
3539,1380347873000,1380351412000,332,"Cherry St",40.71219906,-73.97948148,332,"Cherry St",40.71219906,-73.97948148,16336,"Subscriber",1957,2
775,1380351117000,1380351892000,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,401,"Allen St & Rivington St",40.72019576,-73.98997825000001,15776,"Subscriber",1991,2
319,1380355003000,1380355322000,382,"University Pl & E 14 St",40.73492695,-73.99200509,401,"Allen St & Rivington St",40.72019576,-73.98997825000001,16429,"Subscriber",1976,1
246,1380355013000,1380355259000,461,"E 20 St & 2 Ave",40.73587678,-73.98205027,468,"Broadway & W 55 St",40.7652654,-73.98192338,17314,"Subscriber",1973,1
337,1380355310000,1380355647000,307,"Canal St & Rutgers St",40.714274870000004,-73.98990025,308,"St James Pl & Oliver St",40.71307916,-73.99851193,17597,"Subscriber",1970,1
1116,1380378438000,1380379554000,128,"MacDougal St & Prince St",40.72710258,-74.00297088,456,"E 53 St & Madison Ave",40.7597108,-73.97402311,18099,"Subscriber",1952,1
510,1380385810000,1380386320000,280,"E 10 St & 5 Ave",40.73331967,-73.99510132,284,"Greenwich Ave & 8 Ave",40.7390169121,-74.0026376103,18882,"Subscriber",1973,1
1994,1380386177000,1380388171000,3002,"South End Ave & Liberty St",40.711512,-74.015756,3002,"South End Ave & Liberty St",40.711512,-74.015756,20593,"Subscriber",1976,1
412,1380386438000,1380386850000,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,478,"11 Ave & W 41 St",40.76030096,-73.99884222,15550,"Subscriber",1956,1
1997,1380388831000,1380390828000,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,471,"Grand St & Havemeyer St",40.71286844,-73.95698119000001,14955,"Subscriber",1981,1
406,1380390097000,1380390503000,325,"E 19 St & 3 Ave",40.73624527,-73.98473765,237,"E 11 St & 2 Ave",40.730473090000004,-73.98672378,18946,"Subscriber",1976,1
1048,1380390208000,1380391256000,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,16486,"Subscriber",1958,1
271,1380393288000,1380393559000,350,"Clinton St & Grand St",40.71559509,-73.98702949999999,150,"E 2 St & Avenue C",40.7208736,-73.98085795,17521,"Subscriber",1985,1
270,1380393425000,1380393695000,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,410,"Suffolk St & Stanton St",40.72066442,-73.98517977,15069,"Subscriber",1985,1
1311,1380394386000,1380395697000,524,"W 43 St & 6 Ave",40.75527307,-73.98316936,388,"W 26 St & 10 Ave",40.749717753000006,-74.002950346,19203,"Customer",,0
235,1380395413000,1380395648000,477,"W 41 St & 8 Ave",40.75640548,-73.9900262,478,"11 Ave & W 41 St",40.76030096,-73.99884222,20610,"Subscriber",1976,1
885,1380395624000,1380396509000,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,426,"West St & Chambers St",40.71754834,-74.01322069,20593,"Subscriber",1981,1
631,1380395983000,1380396614000,251,"Mott St & Prince St",40.72317958,-73.99480012000001,445,"E 10 St & Avenue A",40.72740794,-73.98142006,19601,"Customer",,0
174,1380396515000,1380396689000,513,"W 56 St & 10 Ave",40.768254,-73.98863899999999,422,"W 59 St & 10 Ave",40.770513,-73.988038,16042,"Subscriber",1984,1
351,1380397432000,1380397783000,335,"Washington Pl & Broadway",40.72903917,-73.99404649,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,19774,"Subscriber",1969,1
511,1380397488000,1380397999000,327,"Vesey Pl & River Terrace",40.7153379,-74.01658354,2008,"Little West St & 1 Pl",40.70569254,-74.01677685,19837,"Subscriber",1970,1
1003,1380398173000,1380399176000,463,"9 Ave & W 16 St",40.74206539,-74.00443172,459,"W 20 St & 11 Ave",40.746745,-74.007756,19254,"Subscriber",1982,2
381,1380399045000,1380399426000,433,"E 13 St & Avenue A",40.72955361,-73.98057249,393,"E 5 St & Avenue C",40.72299208,-73.97995466,16699,"Subscriber",1978,1
994,1380399491000,1380400485000,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,2010,"Grand St & Greene St",40.721654810000004,-74.00234737,20282,"Subscriber",1988,2
976,1380399573000,1380400549000,498,"Broadway & W 32 St",40.74854862,-73.98808416,403,"E 2 St & 2 Ave",40.72502876,-73.99069656,19843,"Customer",,0
830,1380399585000,1380400415000,412,"Forsyth St & Canal St",40.7158155,-73.99422366,415,"Pearl St & Hanover Square",40.704717699999996,-74.00926027,15241,"Subscriber",1969,2
505,1380400141000,1380400646000,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,450,"W 49 St & 8 Ave",40.76227205,-73.98788205,16615,"Subscriber",1980,1
1881,1380400244000,1380402125000,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,398,"Atlantic Ave & Furman St",40.69165183,-73.99997859999999,19402,"Subscriber",1957,1
840,1380400708000,1380401548000,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,445,"E 10 St & Avenue A",40.72740794,-73.98142006,16179,"Subscriber",1985,2
796,1380400930000,1380401726000,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,383,"Greenwich Ave & Charles St",40.735237999999995,-74.000271,15007,"Subscriber",1971,1
1559,1380401154000,1380402713000,2023,"E 55 St & Lexington Ave",40.75968085,-73.97031366,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,18640,"Subscriber",1986,2
373,1380401189000,1380401562000,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,497,"E 17 St & Broadway",40.73704984,-73.99009296,19530,"Subscriber",1985,1
1219,1380401971000,1380403190000,453,"W 22 St & 8 Ave",40.74475148,-73.99915362,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,16050,"Subscriber",1963,2
286,1380402487000,1380402773000,439,"E 4 St & 2 Ave",40.7262807,-73.98978041,317,"E 6 St & Avenue B",40.72453734,-73.98185424,16607,"Subscriber",1965,1
760,1380405835000,1380406595000,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,217,"Old Fulton St",40.702771590000005,-73.99383605,14725,"Subscriber",1982,2
853,1380406063000,1380406916000,510,"W 51 St & 6 Ave",40.7606597,-73.98042047,499,"Broadway & W 60 St",40.76915505,-73.98191841,18741,"Customer",,0
131,1380406223000,1380406354000,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,446,"W 24 St & 7 Ave",40.744876340000005,-73.99529885,15704,"Subscriber",1967,1
886,1380406413000,1380407299000,442,"W 27 St & 7 Ave",40.746647,-73.993915,152,"Warren St & Church St",40.71473993,-74.00910627,18409,"Subscriber",1965,2
524,1380408221000,1380408745000,463,"9 Ave & W 16 St",40.74206539,-74.00443172,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,19599,"Subscriber",1981,2
628,1380408358000,1380408986000,329,"Greenwich St & N Moore St",40.72043411,-74.01020609,127,"Barrow St & Hudson St",40.73172428,-74.00674436,16669,"Subscriber",1983,2
1357,1380409081000,1380410438000,254,"W 11 St & 6 Ave",40.73532427,-73.99800419,128,"MacDougal St & Prince St",40.72710258,-74.00297088,18637,"Customer",,0
318,1380409717000,1380410035000,151,"Cleveland Pl & Spring St",40.7218158,-73.99720307,293,"Lafayette St & E 8 St",40.730286660000004,-73.9907647,20073,"Subscriber",1983,2
984,1380410064000,1380411048000,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,346,"Bank St & Hudson St",40.73652889,-74.00618026000001,14657,"Subscriber",1954,1
455,1380410422000,1380410877000,457,"Broadway & W 58 St",40.76695317,-73.98169333,305,"E 58 St & 3 Ave",40.76095756,-73.96724467,15684,"Subscriber",1985,1
454,1380410449000,1380410903000,422,"W 59 St & 10 Ave",40.770513,-73.988038,358,"Christopher St & Greenwich St",40.73291553,-74.00711384,16221,"Subscriber",1972,1
601,1380411982000,1380412583000,382,"University Pl & E 14 St",40.73492695,-73.99200509,243,"Fulton St & Rockwell Pl",40.687979,-73.978474,17935,"Subscriber",1992,1
135,1380412718000,1380412853000,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,446,"W 24 St & 7 Ave",40.744876340000005,-73.99529885,17396,"Subscriber",1978,2
434,1380413593000,1380414027000,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,290,"2 Ave & E 58 St",40.760202580000005,-73.96478473,16164,"Subscriber",1989,1
827,1380413699000,1380414526000,366,"Clinton Ave & Myrtle Ave",40.693261,-73.968896,418,"Front St & Gold St",40.70224,-73.982578,19971,"Subscriber",1984,1
920,1380413712000,1380414632000,463,"9 Ave & W 16 St",40.74206539,-74.00443172,465,"Broadway & W 41 St",40.75513557,-73.98658032,16958,"Customer",,0
1198,1380413718000,1380414916000,454,"E 51 St & 1 Ave",40.75455731,-73.96592976000001,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,16891,"Subscriber",1984,1
352,1380413874000,1380414226000,448,"W 37 St & 10 Ave",40.756603590000005,-73.9979009,448,"W 37 St & 10 Ave",40.756603590000005,-73.9979009,18045,"Subscriber",1982,2
2165,1380414331000,1380416496000,312,"Allen St & E Houston St",40.722055000000005,-73.98911100000001,369,"Washington Pl & 6 Ave",40.73224119,-74.00026394,19218,"Subscriber",1966,1
443,1380414893000,1380415336000,519,"Pershing Square N",40.75188406,-73.97770164,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,19275,"Subscriber",1960,1
1667,1380415086000,1380416753000,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,345,"W 13 St & 6 Ave",40.73649403,-73.99704374000001,15038,"Customer",,0
314,1380416816000,1380417130000,462,"W 22 St & 10 Ave",40.746919590000005,-74.00451887,435,"W 21 St & 6 Ave",40.74173969,-73.99415556,19009,"Subscriber",1981,1
848,1380417098000,1380417946000,459,"W 20 St & 11 Ave",40.746745000000004,-74.007756,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,18422,"Customer",,0
742,1380417156000,1380417898000,499,"Broadway & W 60 St",40.76915505,-73.98191841,2023,"E 55 St & Lexington Ave",40.75968085,-73.97031366,17530,"Customer",,0
320,1380418075000,1380418395000,511,"E 14 St & Avenue B",40.729386850000004,-73.97772429,301,"E 2 St & Avenue B",40.72217444,-73.98368779,20166,"Subscriber",1964,1
890,1380418199000,1380419089000,225,"W 14 St & The High Line",40.74195138,-74.00803013000001,545,"E 23 St & 1 Ave",40.736502,-73.97809472,17856,"Customer",,0
456,1380418617000,1380419073000,528,"2 Ave & E 31 St",40.74290902,-73.97706058,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,15653,"Subscriber",1969,1
355,1380418682000,1380419037000,539,"Metropolitan Ave & Bedford Ave",40.71534825,-73.96024116000001,389,"Broadway & Berry St",40.71044554,-73.96525063,18507,"Subscriber",1986,1
1208,1380418879000,1380420087000,531,"Forsyth St & Broome St",40.71893904,-73.99266288,340,"Madison St & Clinton St",40.71269042,-73.98776323,19141,"Customer",,0
832,1380419491000,1380420323000,426,"West St & Chambers St",40.71754834,-74.01322069,238,"Bank St & Washington St",40.7361967,-74.00859207,19163,"Customer",,0
3401,1380419538000,1380422939000,507,"E 25 St & 2 Ave",40.73912601,-73.97973776,414,"Pearl St & Anchorage Pl",40.70281858,-73.98765762000001,15996,"Customer",,0
823,1380422749000,1380423572000,532,"S 5 Pl & S 4 St",40.710451,-73.960876,301,"E 2 St & Avenue B",40.72217444,-73.98368779,19673,"Subscriber",1985,1
1299,1380423152000,1380424451000,293,"Lafayette St & E 8 St",40.730286660000004,-73.9907647,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,19341,"Customer",,0
1162,1380426377000,1380427539000,233,"Joralemon St & Adams St",40.69246277,-73.98963911,373,"Willoughby Ave & Walworth St",40.69331716,-73.95381995,15208,"Customer",,0
924,1380427138000,1380428062000,157,"Henry St & Atlantic Ave",40.69089272,-73.99612349,395,"Bond St & Schermerhorn St",40.68807003,-73.98410637,18340,"Subscriber",1986,2
890,1380430196000,1380431086000,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,527,"E 33 St & 1 Ave",40.74315566,-73.97434726,19692,"Subscriber",1976,1
1627,1380430612000,1380432239000,375,"Mercer St & Bleecker St",40.72679454,-73.99695094,521,"8 Ave & W 31 St",40.75044999,-73.99481051000001,19739,"Subscriber",1991,2
556,1380433925000,1380434481000,368,"Carmine St & 6 Ave",40.73038599,-74.00214988,432,"E 7 St & Avenue A",40.72621788,-73.98379855,18554,"Subscriber",1981,1
1468,1380434987000,1380436455000,311,"Norfolk St & Broome St",40.7172274,-73.98802084,2002,"Wythe Ave & Metropolitan Ave",40.716887,-73.963198,16621,"Customer",,0
945,1380438526000,1380439471000,499,"Broadway & W 60 St",40.76915505,-73.98191841,512,"W 29 St & 9 Ave",40.750072700000004,-73.99839279,19901,"Subscriber",1979,2
446,1380438774000,1380439220000,463,"9 Ave & W 16 St",40.74206539,-74.00443172,127,"Barrow St & Hudson St",40.73172428,-74.00674436,17486,"Subscriber",1986,1
502,1380443288000,1380443790000,257,"Lispenard St & Broadway",40.71939226,-74.00247214000001,147,"Greenwich St & Warren St",40.71542197,-74.01121978,18128,"Subscriber",1973,1
443,1380446096000,1380446539000,522,"E 51 St & Lexington Ave",40.75714758,-73.97207836,2012,"E 27 St & 1 Ave",40.739445,-73.976806,20559,"Subscriber",1988,2
1037,1380468537000,1380469574000,3002,"South End Ave & Liberty St",40.711512,-74.015756,361,"Allen St & Hester St",40.71605866,-73.99190759,20193,"Subscriber",1967,1
674,1380473761000,1380474435000,153,"E 40 St & 5 Ave",40.752062307,-73.9816324043,345,"W 13 St & 6 Ave",40.73649403,-73.99704374000001,17885,"Subscriber",1977,2
613,1380475196000,1380475809000,422,"W 59 St & 10 Ave",40.770513,-73.988038,457,"Broadway & W 58 St",40.76695317,-73.98169333,15882,"Customer",,0
291,1380475425000,1380475716000,331,"Pike St & Monroe St",40.71173107,-73.99193043,350,"Clinton St & Grand St",40.71559509,-73.9870295,15463,"Subscriber",1962,2
337,1380477395000,1380477732000,345,"W 13 St & 6 Ave",40.73649403,-73.99704374,285,"Broadway & E 14 St",40.73454567,-73.99074142,15499,"Subscriber",1983,2
1121,1380478585000,1380479706000,276,"Duane St & Greenwich St",40.71748752,-74.0104554,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,19954,"Customer",,0
392,1380478617000,1380479009000,303,"Mercer St & Spring St",40.72362738,-73.99949601,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,18955,"Subscriber",1988,1
1706,1380478687000,1380480393000,449,"W 52 St & 9 Ave",40.76461837,-73.98789473000001,449,"W 52 St & 9 Ave",40.76461837,-73.98789473000001,17954,"Subscriber",1964,1
254,1380478875000,1380479129000,317,"E 6 St & Avenue B",40.72453734,-73.98185424,433,"E 13 St & Avenue A",40.72955361,-73.98057249,20587,"Subscriber",1984,1
414,1380479565000,1380479979000,466,"W 25 St & 6 Ave",40.743954110000004,-73.99144871,476,"E 31 St & 3 Ave",40.74394314,-73.97966069,19121,"Subscriber",1988,2
535,1380479871000,1380480406000,434,"9 Ave & W 18 St",40.74317449,-74.00366443,347,"W Houston St & Hudson St",40.72873888,-74.00748842,17911,"Subscriber",1977,1
281,1380480432000,1380480713000,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,352,"W 56 St & 6 Ave",40.76340613,-73.97722479000001,19336,"Customer",,0
179,1380480560000,1380480739000,442,"W 27 St & 7 Ave",40.746646999999996,-73.993915,498,"Broadway & W 32 St",40.74854862,-73.98808416,17969,"Subscriber",1966,1
984,1380481651000,1380482635000,146,"Hudson St & Reade St",40.71625008,-74.0091059,195,"Liberty St & Broadway",40.70905623,-74.01043382,20315,"Customer",,0
465,1380482334000,1380482799000,438,"St Marks Pl & 1 Ave",40.727791260000004,-73.98564945,545,"E 23 St & 1 Ave",40.736502,-73.97809472,17015,"Subscriber",1976,1
1207,1380483296000,1380484503000,462,"W 22 St & 10 Ave",40.74691959,-74.00451887,147,"Greenwich St & Warren St",40.71542197,-74.01121978,15019,"Customer",,0
762,1380483987000,1380484749000,470,"W 20 St & 8 Ave",40.74345335,-74.00004031,445,"E 10 St & Avenue A",40.72740794,-73.98142006,17755,"Subscriber",1978,1
354,1380484428000,1380484782000,310,"State St & Smith St",40.68926942,-73.98912867,467,"Dean St & 4 Ave",40.68312489,-73.97895137,19891,"Subscriber",1983,2
573,1380485223000,1380485796000,454,"E 51 St & 1 Ave",40.75455731,-73.96592976,352,"W 56 St & 6 Ave",40.76340613,-73.97722479000001,18315,"Subscriber",1988,1
916,1380485297000,1380486213000,488,"W 39 St & 9 Ave",40.75645824,-73.99372222,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,18019,"Subscriber",1966,2
7062,1380486131000,1380493193000,290,"2 Ave & E 58 St",40.76020258,-73.96478473,503,"E 20 St & Park Ave",40.73827428,-73.98751968,20175,"Customer",,0
1328,1380487092000,1380488420000,323,"Lawrence St & Willoughby St",40.69236178,-73.98631746,494,"W 26 St & 8 Ave",40.74734825,-73.99723551,18457,"Subscriber",1933,1
281,1380487161000,1380487442000,331,"Pike St & Monroe St",40.71173107,-73.99193043,350,"Clinton St & Grand St",40.71559509,-73.9870295,18993,"Subscriber",1947,2
1763,1380487374000,1380489137000,251,"Mott St & Prince St",40.72317958,-73.99480012000001,502,"Henry St & Grand St",40.714214999999996,-73.981346,19060,"Subscriber",1982,1
587,1380487565000,1380488152000,380,"W 4 St & 7 Ave S",40.73401143,-74.00293877,334,"W 20 St & 7 Ave",40.74238787,-73.99726235,18601,"Subscriber",1962,2
238,1380488722000,1380488960000,440,"E 45 St & 3 Ave",40.75255434,-73.97282625,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,17367,"Subscriber",1983,1
1698,1380491021000,1380492719000,352,"W 56 St & 6 Ave",40.76340613,-73.97722479000001,2006,"Central Park S & 6 Ave",40.76590936,-73.97634151,14734,"Customer",,0
304,1380491980000,1380492284000,168,"W 18 St & 6 Ave",40.73971301,-73.99456405000001,463,"9 Ave & W 16 St",40.74206539,-74.00443172,20296,"Subscriber",1976,1
252,1380492853000,1380493105000,422,"W 59 St & 10 Ave",40.770513,-73.988038,423,"W 54 St & 9 Ave",40.76584941,-73.98690506,20171,"Subscriber",1974,1
220,1380492987000,1380493207000,326,"E 11 St & 1 Ave",40.72953837,-73.98426726,518,"E 39 St & 2 Ave",40.74780373,-73.9734419,18053,"Subscriber",1975,1
299,1380493743000,1380494042000,79,"Franklin St & W Broadway",40.71911552,-74.00666661,417,"Barclay St & Church St",40.71291224,-74.01020234,14884,"Subscriber",1981,1
1679,1380494037000,1380495716000,259,"South St & Whitehall St",40.70122128,-74.01234218,501,"FDR Drive & E 35 St",40.744219,-73.97121214,20248,"Subscriber",1982,1
526,1380494207000,1380494733000,497,"E 17 St & Broadway",40.73704984,-73.99009296,237,"E 11 St & 2 Ave",40.730473090000004,-73.98672378,18108,"Subscriber",1964,1
