Code,Name,dispCode,updatedCode
U+1F471 U+1F3FD,blond-haired person: medium skin tone,U0001F471 U0001F3FD,U0001F471 U0001F3FD
U+1F471 U+1F3FE,blond-haired person: medium-dark skin tone,U0001F471 U0001F3FE,U0001F471 U0001F3FE
U+1F471 U+1F3FF,blond-haired person: dark skin tone,U0001F471 U0001F3FF,U0001F471 U0001F3FF
U+1F471 U+200D U+2642 U+FE0F,blond-haired man,U0001F471 U000200D U0002642 U000FE0F,U0001F471 U0000200D U00002642 U0000FE0F
U+1F471 U+1F3FB U+200D U+2642 U+FE0F,blond-haired man: light skin tone,U0001F471 U0001F3FB U000200D U0002642 U000FE0F,U0001F471 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F471 U+1F3FC U+200D U+2642 U+FE0F,blond-haired man: medium-light skin tone,U0001F471 U0001F3FC U000200D U0002642 U000FE0F,U0001F471 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F471 U+1F3FD U+200D U+2642 U+FE0F,blond-haired man: medium skin tone,U0001F471 U0001F3FD U000200D U0002642 U000FE0F,U0001F471 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F471 U+1F3FE U+200D U+2642 U+FE0F,blond-haired man: medium-dark skin tone,U0001F471 U0001F3FE U000200D U0002642 U000FE0F,U0001F471 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F471 U+1F3FF U+200D U+2642 U+FE0F,blond-haired man: dark skin tone,U0001F471 U0001F3FF U000200D U0002642 U000FE0F,U0001F471 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F471 U+200D U+2640 U+FE0F,blond-haired woman,U0001F471 U000200D U0002640 U000FE0F,U0001F471 U0000200D U00002640 U0000FE0F
U+1F471 U+1F3FB U+200D U+2640 U+FE0F,blond-haired woman: light skin tone,U0001F471 U0001F3FB U000200D U0002640 U000FE0F,U0001F471 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F471 U+1F3FC U+200D U+2640 U+FE0F,blond-haired woman: medium-light skin tone,U0001F471 U0001F3FC U000200D U0002640 U000FE0F,U0001F471 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F471 U+1F3FD U+200D U+2640 U+FE0F,blond-haired woman: medium skin tone,U0001F471 U0001F3FD U000200D U0002640 U000FE0F,U0001F471 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F471 U+1F3FE U+200D U+2640 U+FE0F,blond-haired woman: medium-dark skin tone,U0001F471 U0001F3FE U000200D U0002640 U000FE0F,U0001F471 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F471 U+1F3FF U+200D U+2640 U+FE0F,blond-haired woman: dark skin tone,U0001F471 U0001F3FF U000200D U0002640 U000FE0F,U0001F471 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F385,Santa Claus,U0001F385,U0001F385
U+1F385 U+1F3FB,Santa Claus: light skin tone,U0001F385 U0001F3FB,U0001F385 U0001F3FB
U+1F385 U+1F3FC,Santa Claus: medium-light skin tone,U0001F385 U0001F3FC,U0001F385 U0001F3FC
U+1F385 U+1F3FD,Santa Claus: medium skin tone,U0001F385 U0001F3FD,U0001F385 U0001F3FD
U+1F385 U+1F3FE,Santa Claus: medium-dark skin tone,U0001F385 U0001F3FE,U0001F385 U0001F3FE
U+1F385 U+1F3FF,Santa Claus: dark skin tone,U0001F385 U0001F3FF,U0001F385 U0001F3FF
U+1F936,Mrs. Claus,U0001F936,U0001F936
U+1F936 U+1F3FB,Mrs. Claus: light skin tone,U0001F936 U0001F3FB,U0001F936 U0001F3FB
U+1F936 U+1F3FC,Mrs. Claus: medium-light skin tone,U0001F936 U0001F3FC,U0001F936 U0001F3FC
U+1F936 U+1F3FD,Mrs. Claus: medium skin tone,U0001F936 U0001F3FD,U0001F936 U0001F3FD
U+1F936 U+1F3FE,Mrs. Claus: medium-dark skin tone,U0001F936 U0001F3FE,U0001F936 U0001F3FE
U+1F936 U+1F3FF,Mrs. Claus: dark skin tone,U0001F936 U0001F3FF,U0001F936 U0001F3FF
U+1F478,princess,U0001F478,U0001F478
U+1F478 U+1F3FB,princess: light skin tone,U0001F478 U0001F3FB,U0001F478 U0001F3FB
U+1F478 U+1F3FC,princess: medium-light skin tone,U0001F478 U0001F3FC,U0001F478 U0001F3FC
U+1F478 U+1F3FD,princess: medium skin tone,U0001F478 U0001F3FD,U0001F478 U0001F3FD
U+1F478 U+1F3FE,princess: medium-dark skin tone,U0001F478 U0001F3FE,U0001F478 U0001F3FE
U+1F478 U+1F3FF,princess: dark skin tone,U0001F478 U0001F3FF,U0001F478 U0001F3FF
U+1F934,prince,U0001F934,U0001F934
U+1F934 U+1F3FB,prince: light skin tone,U0001F934 U0001F3FB,U0001F934 U0001F3FB
U+1F934 U+1F3FC,prince: medium-light skin tone,U0001F934 U0001F3FC,U0001F934 U0001F3FC
U+1F934 U+1F3FD,prince: medium skin tone,U0001F934 U0001F3FD,U0001F934 U0001F3FD
U+1F934 U+1F3FE,prince: medium-dark skin tone,U0001F934 U0001F3FE,U0001F934 U0001F3FE
U+1F934 U+1F3FF,prince: dark skin tone,U0001F934 U0001F3FF,U0001F934 U0001F3FF
U+1F470,bride with veil,U0001F470,U0001F470
U+1F470 U+1F3FB,bride with veil: light skin tone,U0001F470 U0001F3FB,U0001F470 U0001F3FB
U+1F470 U+1F3FC,bride with veil: medium-light skin tone,U0001F470 U0001F3FC,U0001F470 U0001F3FC
U+1F470 U+1F3FD,bride with veil: medium skin tone,U0001F470 U0001F3FD,U0001F470 U0001F3FD
U+1F470 U+1F3FE,bride with veil: medium-dark skin tone,U0001F470 U0001F3FE,U0001F470 U0001F3FE
U+1F470 U+1F3FF,bride with veil: dark skin tone,U0001F470 U0001F3FF,U0001F470 U0001F3FF
U+1F935,man in tuxedo,U0001F935,U0001F935
U+1F935 U+1F3FB,man in tuxedo: light skin tone,U0001F935 U0001F3FB,U0001F935 U0001F3FB
U+1F935 U+1F3FC,man in tuxedo: medium-light skin tone,U0001F935 U0001F3FC,U0001F935 U0001F3FC
U+1F935 U+1F3FD,man in tuxedo: medium skin tone,U0001F935 U0001F3FD,U0001F935 U0001F3FD
U+1F935 U+1F3FE,man in tuxedo: medium-dark skin tone,U0001F935 U0001F3FE,U0001F935 U0001F3FE
U+1F935 U+1F3FF,man in tuxedo: dark skin tone,U0001F935 U0001F3FF,U0001F935 U0001F3FF
U+1F930,pregnant woman,U0001F930,U0001F930
U+1F930 U+1F3FB,pregnant woman: light skin tone,U0001F930 U0001F3FB,U0001F930 U0001F3FB
U+1F930 U+1F3FC,pregnant woman: medium-light skin tone,U0001F930 U0001F3FC,U0001F930 U0001F3FC
U+1F930 U+1F3FD,pregnant woman: medium skin tone,U0001F930 U0001F3FD,U0001F930 U0001F3FD
U+1F930 U+1F3FE,pregnant woman: medium-dark skin tone,U0001F930 U0001F3FE,U0001F930 U0001F3FE
U+1F930 U+1F3FF,pregnant woman: dark skin tone,U0001F930 U0001F3FF,U0001F930 U0001F3FF
U+1F472,man with Chinese cap,U0001F472,U0001F472
U+1F472 U+1F3FB,man with Chinese cap: light skin tone,U0001F472 U0001F3FB,U0001F472 U0001F3FB
U+1F472 U+1F3FC,man with Chinese cap: medium-light skin tone,U0001F472 U0001F3FC,U0001F472 U0001F3FC
U+1F472 U+1F3FD,man with Chinese cap: medium skin tone,U0001F472 U0001F3FD,U0001F472 U0001F3FD
U+1F472 U+1F3FE,man with Chinese cap: medium-dark skin tone,U0001F472 U0001F3FE,U0001F472 U0001F3FE
U+1F472 U+1F3FF,man with Chinese cap: dark skin tone,U0001F472 U0001F3FF,U0001F472 U0001F3FF
U+1F64D,person frowning,U0001F64D,U0001F64D
U+1F64D U+1F3FB,person frowning: light skin tone,U0001F64D U0001F3FB,U0001F64D U0001F3FB
U+1F64D U+1F3FC,person frowning: medium-light skin tone,U0001F64D U0001F3FC,U0001F64D U0001F3FC
U+1F64D U+1F3FD,person frowning: medium skin tone,U0001F64D U0001F3FD,U0001F64D U0001F3FD
U+1F64D U+1F3FE,person frowning: medium-dark skin tone,U0001F64D U0001F3FE,U0001F64D U0001F3FE
U+1F64D U+1F3FF,person frowning: dark skin tone,U0001F64D U0001F3FF,U0001F64D U0001F3FF
U+1F64D U+200D U+2642 U+FE0F,man frowning,U0001F64D U000200D U0002642 U000FE0F,U0001F64D U0000200D U00002642 U0000FE0F
U+1F64D U+1F3FB U+200D U+2642 U+FE0F,man frowning: light skin tone,U0001F64D U0001F3FB U000200D U0002642 U000FE0F,U0001F64D U0001F3FB U0000200D U00002642 U0000FE0F
U+1F64D U+1F3FC U+200D U+2642 U+FE0F,man frowning: medium-light skin tone,U0001F64D U0001F3FC U000200D U0002642 U000FE0F,U0001F64D U0001F3FC U0000200D U00002642 U0000FE0F
U+1F64D U+1F3FD U+200D U+2642 U+FE0F,man frowning: medium skin tone,U0001F64D U0001F3FD U000200D U0002642 U000FE0F,U0001F64D U0001F3FD U0000200D U00002642 U0000FE0F
U+1F64D U+1F3FE U+200D U+2642 U+FE0F,man frowning: medium-dark skin tone,U0001F64D U0001F3FE U000200D U0002642 U000FE0F,U0001F64D U0001F3FE U0000200D U00002642 U0000FE0F
U+1F64D U+1F3FF U+200D U+2642 U+FE0F,man frowning: dark skin tone,U0001F64D U0001F3FF U000200D U0002642 U000FE0F,U0001F64D U0001F3FF U0000200D U00002642 U0000FE0F
U+1F64D U+200D U+2640 U+FE0F,woman frowning,U0001F64D U000200D U0002640 U000FE0F,U0001F64D U0000200D U00002640 U0000FE0F
U+1F64D U+1F3FB U+200D U+2640 U+FE0F,woman frowning: light skin tone,U0001F64D U0001F3FB U000200D U0002640 U000FE0F,U0001F64D U0001F3FB U0000200D U00002640 U0000FE0F
U+1F64D U+1F3FC U+200D U+2640 U+FE0F,woman frowning: medium-light skin tone,U0001F64D U0001F3FC U000200D U0002640 U000FE0F,U0001F64D U0001F3FC U0000200D U00002640 U0000FE0F
U+1F64D U+1F3FD U+200D U+2640 U+FE0F,woman frowning: medium skin tone,U0001F64D U0001F3FD U000200D U0002640 U000FE0F,U0001F64D U0001F3FD U0000200D U00002640 U0000FE0F
U+1F64D U+1F3FE U+200D U+2640 U+FE0F,woman frowning: medium-dark skin tone,U0001F64D U0001F3FE U000200D U0002640 U000FE0F,U0001F64D U0001F3FE U0000200D U00002640 U0000FE0F
U+1F64D U+1F3FF U+200D U+2640 U+FE0F,woman frowning: dark skin tone,U0001F64D U0001F3FF U000200D U0002640 U000FE0F,U0001F64D U0001F3FF U0000200D U00002640 U0000FE0F
U+1F64E,person pouting,U0001F64E,U0001F64E
U+1F64E U+1F3FB,person pouting: light skin tone,U0001F64E U0001F3FB,U0001F64E U0001F3FB
U+1F64E U+1F3FC,person pouting: medium-light skin tone,U0001F64E U0001F3FC,U0001F64E U0001F3FC
U+1F64E U+1F3FD,person pouting: medium skin tone,U0001F64E U0001F3FD,U0001F64E U0001F3FD
U+1F64E U+1F3FE,person pouting: medium-dark skin tone,U0001F64E U0001F3FE,U0001F64E U0001F3FE
U+1F64E U+1F3FF,person pouting: dark skin tone,U0001F64E U0001F3FF,U0001F64E U0001F3FF
U+1F64E U+200D U+2642 U+FE0F,man pouting,U0001F64E U000200D U0002642 U000FE0F,U0001F64E U0000200D U00002642 U0000FE0F
U+1F64E U+1F3FB U+200D U+2642 U+FE0F,man pouting: light skin tone,U0001F64E U0001F3FB U000200D U0002642 U000FE0F,U0001F64E U0001F3FB U0000200D U00002642 U0000FE0F
U+1F64E U+1F3FC U+200D U+2642 U+FE0F,man pouting: medium-light skin tone,U0001F64E U0001F3FC U000200D U0002642 U000FE0F,U0001F64E U0001F3FC U0000200D U00002642 U0000FE0F
U+1F64E U+1F3FD U+200D U+2642 U+FE0F,man pouting: medium skin tone,U0001F64E U0001F3FD U000200D U0002642 U000FE0F,U0001F64E U0001F3FD U0000200D U00002642 U0000FE0F
U+1F64E U+1F3FE U+200D U+2642 U+FE0F,man pouting: medium-dark skin tone,U0001F64E U0001F3FE U000200D U0002642 U000FE0F,U0001F64E U0001F3FE U0000200D U00002642 U0000FE0F
U+1F64E U+1F3FF U+200D U+2642 U+FE0F,man pouting: dark skin tone,U0001F64E U0001F3FF U000200D U0002642 U000FE0F,U0001F64E U0001F3FF U0000200D U00002642 U0000FE0F
U+1F64E U+200D U+2640 U+FE0F,woman pouting,U0001F64E U000200D U0002640 U000FE0F,U0001F64E U0000200D U00002640 U0000FE0F
U+1F64E U+1F3FB U+200D U+2640 U+FE0F,woman pouting: light skin tone,U0001F64E U0001F3FB U000200D U0002640 U000FE0F,U0001F64E U0001F3FB U0000200D U00002640 U0000FE0F
U+1F64E U+1F3FC U+200D U+2640 U+FE0F,woman pouting: medium-light skin tone,U0001F64E U0001F3FC U000200D U0002640 U000FE0F,U0001F64E U0001F3FC U0000200D U00002640 U0000FE0F
U+1F64E U+1F3FD U+200D U+2640 U+FE0F,woman pouting: medium skin tone,U0001F64E U0001F3FD U000200D U0002640 U000FE0F,U0001F64E U0001F3FD U0000200D U00002640 U0000FE0F
U+1F64E U+1F3FE U+200D U+2640 U+FE0F,woman pouting: medium-dark skin tone,U0001F64E U0001F3FE U000200D U0002640 U000FE0F,U0001F64E U0001F3FE U0000200D U00002640 U0000FE0F
U+1F64E U+1F3FF U+200D U+2640 U+FE0F,woman pouting: dark skin tone,U0001F64E U0001F3FF U000200D U0002640 U000FE0F,U0001F64E U0001F3FF U0000200D U00002640 U0000FE0F
U+1F645,person gesturing NO,U0001F645,U0001F645
U+1F645 U+1F3FB,person gesturing NO: light skin tone,U0001F645 U0001F3FB,U0001F645 U0001F3FB
U+1F645 U+1F3FC,person gesturing NO: medium-light skin tone,U0001F645 U0001F3FC,U0001F645 U0001F3FC
U+1F645 U+1F3FD,person gesturing NO: medium skin tone,U0001F645 U0001F3FD,U0001F645 U0001F3FD
U+1F645 U+1F3FE,person gesturing NO: medium-dark skin tone,U0001F645 U0001F3FE,U0001F645 U0001F3FE
U+1F645 U+1F3FF,person gesturing NO: dark skin tone,U0001F645 U0001F3FF,U0001F645 U0001F3FF
U+1F645 U+200D U+2642 U+FE0F,man gesturing NO,U0001F645 U000200D U0002642 U000FE0F,U0001F645 U0000200D U00002642 U0000FE0F
U+1F645 U+1F3FB U+200D U+2642 U+FE0F,man gesturing NO: light skin tone,U0001F645 U0001F3FB U000200D U0002642 U000FE0F,U0001F645 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F645 U+1F3FC U+200D U+2642 U+FE0F,man gesturing NO: medium-light skin tone,U0001F645 U0001F3FC U000200D U0002642 U000FE0F,U0001F645 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F645 U+1F3FD U+200D U+2642 U+FE0F,man gesturing NO: medium skin tone,U0001F645 U0001F3FD U000200D U0002642 U000FE0F,U0001F645 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F645 U+1F3FE U+200D U+2642 U+FE0F,man gesturing NO: medium-dark skin tone,U0001F645 U0001F3FE U000200D U0002642 U000FE0F,U0001F645 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F645 U+1F3FF U+200D U+2642 U+FE0F,man gesturing NO: dark skin tone,U0001F645 U0001F3FF U000200D U0002642 U000FE0F,U0001F645 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F645 U+200D U+2640 U+FE0F,woman gesturing NO,U0001F645 U000200D U0002640 U000FE0F,U0001F645 U0000200D U00002640 U0000FE0F
U+1F645 U+1F3FB U+200D U+2640 U+FE0F,woman gesturing NO: light skin tone,U0001F645 U0001F3FB U000200D U0002640 U000FE0F,U0001F645 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F645 U+1F3FC U+200D U+2640 U+FE0F,woman gesturing NO: medium-light skin tone,U0001F645 U0001F3FC U000200D U0002640 U000FE0F,U0001F645 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F645 U+1F3FD U+200D U+2640 U+FE0F,woman gesturing NO: medium skin tone,U0001F645 U0001F3FD U000200D U0002640 U000FE0F,U0001F645 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F645 U+1F3FE U+200D U+2640 U+FE0F,woman gesturing NO: medium-dark skin tone,U0001F645 U0001F3FE U000200D U0002640 U000FE0F,U0001F645 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F645 U+1F3FF U+200D U+2640 U+FE0F,woman gesturing NO: dark skin tone,U0001F645 U0001F3FF U000200D U0002640 U000FE0F,U0001F645 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F646,person gesturing OK,U0001F646,U0001F646
U+1F646 U+1F3FB,person gesturing OK: light skin tone,U0001F646 U0001F3FB,U0001F646 U0001F3FB
U+1F646 U+1F3FC,person gesturing OK: medium-light skin tone,U0001F646 U0001F3FC,U0001F646 U0001F3FC
U+1F646 U+1F3FD,person gesturing OK: medium skin tone,U0001F646 U0001F3FD,U0001F646 U0001F3FD
U+1F646 U+1F3FE,person gesturing OK: medium-dark skin tone,U0001F646 U0001F3FE,U0001F646 U0001F3FE
U+1F646 U+1F3FF,person gesturing OK: dark skin tone,U0001F646 U0001F3FF,U0001F646 U0001F3FF
U+1F646 U+200D U+2642 U+FE0F,man gesturing OK,U0001F646 U000200D U0002642 U000FE0F,U0001F646 U0000200D U00002642 U0000FE0F
U+1F646 U+1F3FB U+200D U+2642 U+FE0F,man gesturing OK: light skin tone,U0001F646 U0001F3FB U000200D U0002642 U000FE0F,U0001F646 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F646 U+1F3FC U+200D U+2642 U+FE0F,man gesturing OK: medium-light skin tone,U0001F646 U0001F3FC U000200D U0002642 U000FE0F,U0001F646 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F646 U+1F3FD U+200D U+2642 U+FE0F,man gesturing OK: medium skin tone,U0001F646 U0001F3FD U000200D U0002642 U000FE0F,U0001F646 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F646 U+1F3FE U+200D U+2642 U+FE0F,man gesturing OK: medium-dark skin tone,U0001F646 U0001F3FE U000200D U0002642 U000FE0F,U0001F646 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F646 U+1F3FF U+200D U+2642 U+FE0F,man gesturing OK: dark skin tone,U0001F646 U0001F3FF U000200D U0002642 U000FE0F,U0001F646 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F646 U+200D U+2640 U+FE0F,woman gesturing OK,U0001F646 U000200D U0002640 U000FE0F,U0001F646 U0000200D U00002640 U0000FE0F
U+1F646 U+1F3FB U+200D U+2640 U+FE0F,woman gesturing OK: light skin tone,U0001F646 U0001F3FB U000200D U0002640 U000FE0F,U0001F646 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F646 U+1F3FC U+200D U+2640 U+FE0F,woman gesturing OK: medium-light skin tone,U0001F646 U0001F3FC U000200D U0002640 U000FE0F,U0001F646 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F646 U+1F3FD U+200D U+2640 U+FE0F,woman gesturing OK: medium skin tone,U0001F646 U0001F3FD U000200D U0002640 U000FE0F,U0001F646 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F646 U+1F3FE U+200D U+2640 U+FE0F,woman gesturing OK: medium-dark skin tone,U0001F646 U0001F3FE U000200D U0002640 U000FE0F,U0001F646 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F646 U+1F3FF U+200D U+2640 U+FE0F,woman gesturing OK: dark skin tone,U0001F646 U0001F3FF U000200D U0002640 U000FE0F,U0001F646 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F481,person tipping hand,U0001F481,U0001F481
U+1F481 U+1F3FB,person tipping hand: light skin tone,U0001F481 U0001F3FB,U0001F481 U0001F3FB
U+1F481 U+1F3FC,person tipping hand: medium-light skin tone,U0001F481 U0001F3FC,U0001F481 U0001F3FC
U+1F481 U+1F3FD,person tipping hand: medium skin tone,U0001F481 U0001F3FD,U0001F481 U0001F3FD
U+1F481 U+1F3FE,person tipping hand: medium-dark skin tone,U0001F481 U0001F3FE,U0001F481 U0001F3FE
U+1F481 U+1F3FF,person tipping hand: dark skin tone,U0001F481 U0001F3FF,U0001F481 U0001F3FF
U+1F481 U+200D U+2642 U+FE0F,man tipping hand,U0001F481 U000200D U0002642 U000FE0F,U0001F481 U0000200D U00002642 U0000FE0F
U+1F481 U+1F3FB U+200D U+2642 U+FE0F,man tipping hand: light skin tone,U0001F481 U0001F3FB U000200D U0002642 U000FE0F,U0001F481 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F481 U+1F3FC U+200D U+2642 U+FE0F,man tipping hand: medium-light skin tone,U0001F481 U0001F3FC U000200D U0002642 U000FE0F,U0001F481 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F481 U+1F3FD U+200D U+2642 U+FE0F,man tipping hand: medium skin tone,U0001F481 U0001F3FD U000200D U0002642 U000FE0F,U0001F481 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F481 U+1F3FE U+200D U+2642 U+FE0F,man tipping hand: medium-dark skin tone,U0001F481 U0001F3FE U000200D U0002642 U000FE0F,U0001F481 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F481 U+1F3FF U+200D U+2642 U+FE0F,man tipping hand: dark skin tone,U0001F481 U0001F3FF U000200D U0002642 U000FE0F,U0001F481 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F481 U+200D U+2640 U+FE0F,woman tipping hand,U0001F481 U000200D U0002640 U000FE0F,U0001F481 U0000200D U00002640 U0000FE0F
U+1F481 U+1F3FB U+200D U+2640 U+FE0F,woman tipping hand: light skin tone,U0001F481 U0001F3FB U000200D U0002640 U000FE0F,U0001F481 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F481 U+1F3FC U+200D U+2640 U+FE0F,woman tipping hand: medium-light skin tone,U0001F481 U0001F3FC U000200D U0002640 U000FE0F,U0001F481 U0001F3FC U0000200D U00002640 U0000FE0F
U+1F481 U+1F3FD U+200D U+2640 U+FE0F,woman tipping hand: medium skin tone,U0001F481 U0001F3FD U000200D U0002640 U000FE0F,U0001F481 U0001F3FD U0000200D U00002640 U0000FE0F
U+1F481 U+1F3FE U+200D U+2640 U+FE0F,woman tipping hand: medium-dark skin tone,U0001F481 U0001F3FE U000200D U0002640 U000FE0F,U0001F481 U0001F3FE U0000200D U00002640 U0000FE0F
U+1F481 U+1F3FF U+200D U+2640 U+FE0F,woman tipping hand: dark skin tone,U0001F481 U0001F3FF U000200D U0002640 U000FE0F,U0001F481 U0001F3FF U0000200D U00002640 U0000FE0F
U+1F64B,person raising hand,U0001F64B,U0001F64B
U+1F64B U+1F3FB,person raising hand: light skin tone,U0001F64B U0001F3FB,U0001F64B U0001F3FB
U+1F64B U+1F3FC,person raising hand: medium-light skin tone,U0001F64B U0001F3FC,U0001F64B U0001F3FC
U+1F64B U+1F3FD,person raising hand: medium skin tone,U0001F64B U0001F3FD,U0001F64B U0001F3FD
U+1F64B U+1F3FE,person raising hand: medium-dark skin tone,U0001F64B U0001F3FE,U0001F64B U0001F3FE
U+1F64B U+1F3FF,person raising hand: dark skin tone,U0001F64B U0001F3FF,U0001F64B U0001F3FF
U+1F64B U+200D U+2642 U+FE0F,man raising hand,U0001F64B U000200D U0002642 U000FE0F,U0001F64B U0000200D U00002642 U0000FE0F
U+1F64B U+1F3FB U+200D U+2642 U+FE0F,man raising hand: light skin tone,U0001F64B U0001F3FB U000200D U0002642 U000FE0F,U0001F64B U0001F3FB U0000200D U00002642 U0000FE0F
U+1F64B U+1F3FC U+200D U+2642 U+FE0F,man raising hand: medium-light skin tone,U0001F64B U0001F3FC U000200D U0002642 U000FE0F,U0001F64B U0001F3FC U0000200D U00002642 U0000FE0F
U+1F64B U+1F3FD U+200D U+2642 U+FE0F,man raising hand: medium skin tone,U0001F64B U0001F3FD U000200D U0002642 U000FE0F,U0001F64B U0001F3FD U0000200D U00002642 U0000FE0F
U+1F64B U+1F3FE U+200D U+2642 U+FE0F,man raising hand: medium-dark skin tone,U0001F64B U0001F3FE U000200D U0002642 U000FE0F,U0001F64B U0001F3FE U0000200D U00002642 U0000FE0F
U+1F64B U+1F3FF U+200D U+2642 U+FE0F,man raising hand: dark skin tone,U0001F64B U0001F3FF U000200D U0002642 U000FE0F,U0001F64B U0001F3FF U0000200D U00002642 U0000FE0F
U+1F64B U+200D U+2640 U+FE0F,woman raising hand,U0001F64B U000200D U0002640 U000FE0F,U0001F64B U0000200D U00002640 U0000FE0F
U+1F64B U+1F3FB U+200D U+2640 U+FE0F,woman raising hand: light skin tone,U0001F64B U0001F3FB U000200D U0002640 U000FE0F,U0001F64B U0001F3FB U0000200D U00002640 U0000FE0F
U+1F64B U+1F3FC U+200D U+2640 U+FE0F,woman raising hand: medium-light skin tone,U0001F64B U0001F3FC U000200D U0002640 U000FE0F,U0001F64B U0001F3FC U0000200D U00002640 U0000FE0F
U+1F64B U+1F3FD U+200D U+2640 U+FE0F,woman raising hand: medium skin tone,U0001F64B U0001F3FD U000200D U0002640 U000FE0F,U0001F64B U0001F3FD U0000200D U00002640 U0000FE0F
U+1F64B U+1F3FE U+200D U+2640 U+FE0F,woman raising hand: medium-dark skin tone,U0001F64B U0001F3FE U000200D U0002640 U000FE0F,U0001F64B U0001F3FE U0000200D U00002640 U0000FE0F
U+1F64B U+1F3FF U+200D U+2640 U+FE0F,woman raising hand: dark skin tone,U0001F64B U0001F3FF U000200D U0002640 U000FE0F,U0001F64B U0001F3FF U0000200D U00002640 U0000FE0F
U+1F647,person bowing,U0001F647,U0001F647
U+1F647 U+1F3FB,person bowing: light skin tone,U0001F647 U0001F3FB,U0001F647 U0001F3FB
U+1F647 U+1F3FC,person bowing: medium-light skin tone,U0001F647 U0001F3FC,U0001F647 U0001F3FC
U+1F647 U+1F3FD,person bowing: medium skin tone,U0001F647 U0001F3FD,U0001F647 U0001F3FD
U+1F647 U+1F3FE,person bowing: medium-dark skin tone,U0001F647 U0001F3FE,U0001F647 U0001F3FE
U+1F647 U+1F3FF,person bowing: dark skin tone,U0001F647 U0001F3FF,U0001F647 U0001F3FF
U+1F647 U+200D U+2642 U+FE0F,man bowing,U0001F647 U000200D U0002642 U000FE0F,U0001F647 U0000200D U00002642 U0000FE0F
U+1F647 U+1F3FB U+200D U+2642 U+FE0F,man bowing: light skin tone,U0001F647 U0001F3FB U000200D U0002642 U000FE0F,U0001F647 U0001F3FB U0000200D U00002642 U0000FE0F
U+1F647 U+1F3FC U+200D U+2642 U+FE0F,man bowing: medium-light skin tone,U0001F647 U0001F3FC U000200D U0002642 U000FE0F,U0001F647 U0001F3FC U0000200D U00002642 U0000FE0F
U+1F647 U+1F3FD U+200D U+2642 U+FE0F,man bowing: medium skin tone,U0001F647 U0001F3FD U000200D U0002642 U000FE0F,U0001F647 U0001F3FD U0000200D U00002642 U0000FE0F
U+1F647 U+1F3FE U+200D U+2642 U+FE0F,man bowing: medium-dark skin tone,U0001F647 U0001F3FE U000200D U0002642 U000FE0F,U0001F647 U0001F3FE U0000200D U00002642 U0000FE0F
U+1F647 U+1F3FF U+200D U+2642 U+FE0F,man bowing: dark skin tone,U0001F647 U0001F3FF U000200D U0002642 U000FE0F,U0001F647 U0001F3FF U0000200D U00002642 U0000FE0F
U+1F647 U+200D U+2640 U+FE0F,woman bowing,U0001F647 U000200D U0002640 U000FE0F,U0001F647 U0000200D U00002640 U0000FE0F
U+1F647 U+1F3FB U+200D U+2640 U+FE0F,woman bowing: light skin tone,U0001F647 U0001F3FB U000200D U0002640 U000FE0F,U0001F647 U0001F3FB U0000200D U00002640 U0000FE0F
U+1F647 U+1F3FC U+200D U+2640 U+FE0F,woman bowing: medium-light skin tone,U0001F647 U0001F3FC U000200D U0002640 U000FE0F,U0001F647 U0001F3FC U0000200D U00002640 U0000FE0F
