_,Code,Name
446,U+1F471 U+1F3FF U+200D U+2640 U+FE0F,blond-haired woman: dark skin tone
447,U+1F385,Santa Claus
448,U+1F385 U+1F3FB,Santa Claus: light skin tone
449,U+1F385 U+1F3FC,Santa Claus: medium-light skin tone
450,U+1F385 U+1F3FD,Santa Claus: medium skin tone
451,U+1F385 U+1F3FE,Santa Claus: medium-dark skin tone
452,U+1F385 U+1F3FF,Santa Claus: dark skin tone
453,U+1F936,Mrs. Claus
454,U+1F936 U+1F3FB,Mrs. Claus: light skin tone
455,U+1F936 U+1F3FC,Mrs. Claus: medium-light skin tone
456,U+1F936 U+1F3FD,Mrs. Claus: medium skin tone
457,U+1F936 U+1F3FE,Mrs. Claus: medium-dark skin tone
458,U+1F936 U+1F3FF,Mrs. Claus: dark skin tone
459,U+1F478,princess
460,U+1F478 U+1F3FB,princess: light skin tone
461,U+1F478 U+1F3FC,princess: medium-light skin tone
462,U+1F478 U+1F3FD,princess: medium skin tone
463,U+1F478 U+1F3FE,princess: medium-dark skin tone
464,U+1F478 U+1F3FF,princess: dark skin tone
465,U+1F934,prince
466,U+1F934 U+1F3FB,prince: light skin tone
467,U+1F934 U+1F3FC,prince: medium-light skin tone
468,U+1F934 U+1F3FD,prince: medium skin tone
469,U+1F934 U+1F3FE,prince: medium-dark skin tone
470,U+1F934 U+1F3FF,prince: dark skin tone
471,U+1F470,bride with veil
472,U+1F470 U+1F3FB,bride with veil: light skin tone
473,U+1F470 U+1F3FC,bride with veil: medium-light skin tone
474,U+1F470 U+1F3FD,bride with veil: medium skin tone
475,U+1F470 U+1F3FE,bride with veil: medium-dark skin tone
476,U+1F470 U+1F3FF,bride with veil: dark skin tone
477,U+1F935,man in tuxedo
478,U+1F935 U+1F3FB,man in tuxedo: light skin tone
479,U+1F935 U+1F3FC,man in tuxedo: medium-light skin tone
480,U+1F935 U+1F3FD,man in tuxedo: medium skin tone
481,U+1F935 U+1F3FE,man in tuxedo: medium-dark skin tone
482,U+1F935 U+1F3FF,man in tuxedo: dark skin tone
483,U+1F930,pregnant woman
484,U+1F930 U+1F3FB,pregnant woman: light skin tone
485,U+1F930 U+1F3FC,pregnant woman: medium-light skin tone
486,U+1F930 U+1F3FD,pregnant woman: medium skin tone
487,U+1F930 U+1F3FE,pregnant woman: medium-dark skin tone
488,U+1F930 U+1F3FF,pregnant woman: dark skin tone
489,U+1F472,man with Chinese cap
490,U+1F472 U+1F3FB,man with Chinese cap: light skin tone
491,U+1F472 U+1F3FC,man with Chinese cap: medium-light skin tone
492,U+1F472 U+1F3FD,man with Chinese cap: medium skin tone
493,U+1F472 U+1F3FE,man with Chinese cap: medium-dark skin tone
494,U+1F472 U+1F3FF,man with Chinese cap: dark skin tone
495,U+1F64D,person frowning
496,U+1F64D U+1F3FB,person frowning: light skin tone
497,U+1F64D U+1F3FC,person frowning: medium-light skin tone
498,U+1F64D U+1F3FD,person frowning: medium skin tone
499,U+1F64D U+1F3FE,person frowning: medium-dark skin tone
500,U+1F64D U+1F3FF,person frowning: dark skin tone
501,U+1F64D U+200D U+2642 U+FE0F,man frowning
502,U+1F64D U+1F3FB U+200D U+2642 U+FE0F,man frowning: light skin tone
503,U+1F64D U+1F3FC U+200D U+2642 U+FE0F,man frowning: medium-light skin tone
504,U+1F64D U+1F3FD U+200D U+2642 U+FE0F,man frowning: medium skin tone
505,U+1F64D U+1F3FE U+200D U+2642 U+FE0F,man frowning: medium-dark skin tone
506,U+1F64D U+1F3FF U+200D U+2642 U+FE0F,man frowning: dark skin tone
507,U+1F64D U+200D U+2640 U+FE0F,woman frowning
508,U+1F64D U+1F3FB U+200D U+2640 U+FE0F,woman frowning: light skin tone
509,U+1F64D U+1F3FC U+200D U+2640 U+FE0F,woman frowning: medium-light skin tone
510,U+1F64D U+1F3FD U+200D U+2640 U+FE0F,woman frowning: medium skin tone
511,U+1F64D U+1F3FE U+200D U+2640 U+FE0F,woman frowning: medium-dark skin tone
512,U+1F64D U+1F3FF U+200D U+2640 U+FE0F,woman frowning: dark skin tone
513,U+1F64E,person pouting
514,U+1F64E U+1F3FB,person pouting: light skin tone
515,U+1F64E U+1F3FC,person pouting: medium-light skin tone
516,U+1F64E U+1F3FD,person pouting: medium skin tone
517,U+1F64E U+1F3FE,person pouting: medium-dark skin tone
518,U+1F64E U+1F3FF,person pouting: dark skin tone
519,U+1F64E U+200D U+2642 U+FE0F,man pouting
520,U+1F64E U+1F3FB U+200D U+2642 U+FE0F,man pouting: light skin tone
521,U+1F64E U+1F3FC U+200D U+2642 U+FE0F,man pouting: medium-light skin tone
522,U+1F64E U+1F3FD U+200D U+2642 U+FE0F,man pouting: medium skin tone
523,U+1F64E U+1F3FE U+200D U+2642 U+FE0F,man pouting: medium-dark skin tone
524,U+1F64E U+1F3FF U+200D U+2642 U+FE0F,man pouting: dark skin tone
525,U+1F64E U+200D U+2640 U+FE0F,woman pouting
526,U+1F64E U+1F3FB U+200D U+2640 U+FE0F,woman pouting: light skin tone
527,U+1F64E U+1F3FC U+200D U+2640 U+FE0F,woman pouting: medium-light skin tone
528,U+1F64E U+1F3FD U+200D U+2640 U+FE0F,woman pouting: medium skin tone
529,U+1F64E U+1F3FE U+200D U+2640 U+FE0F,woman pouting: medium-dark skin tone
530,U+1F64E U+1F3FF U+200D U+2640 U+FE0F,woman pouting: dark skin tone
531,U+1F645,person gesturing NO
532,U+1F645 U+1F3FB,person gesturing NO: light skin tone
533,U+1F645 U+1F3FC,person gesturing NO: medium-light skin tone
534,U+1F645 U+1F3FD,person gesturing NO: medium skin tone
535,U+1F645 U+1F3FE,person gesturing NO: medium-dark skin tone
536,U+1F645 U+1F3FF,person gesturing NO: dark skin tone
537,U+1F645 U+200D U+2642 U+FE0F,man gesturing NO
538,U+1F645 U+1F3FB U+200D U+2642 U+FE0F,man gesturing NO: light skin tone
539,U+1F645 U+1F3FC U+200D U+2642 U+FE0F,man gesturing NO: medium-light skin tone
540,U+1F645 U+1F3FD U+200D U+2642 U+FE0F,man gesturing NO: medium skin tone
541,U+1F645 U+1F3FE U+200D U+2642 U+FE0F,man gesturing NO: medium-dark skin tone
542,U+1F645 U+1F3FF U+200D U+2642 U+FE0F,man gesturing NO: dark skin tone
543,U+1F645 U+200D U+2640 U+FE0F,woman gesturing NO
544,U+1F645 U+1F3FB U+200D U+2640 U+FE0F,woman gesturing NO: light skin tone
545,U+1F645 U+1F3FC U+200D U+2640 U+FE0F,woman gesturing NO: medium-light skin tone
546,U+1F645 U+1F3FD U+200D U+2640 U+FE0F,woman gesturing NO: medium skin tone
547,U+1F645 U+1F3FE U+200D U+2640 U+FE0F,woman gesturing NO: medium-dark skin tone
548,U+1F645 U+1F3FF U+200D U+2640 U+FE0F,woman gesturing NO: dark skin tone
549,U+1F646,person gesturing OK
550,U+1F646 U+1F3FB,person gesturing OK: light skin tone
551,U+1F646 U+1F3FC,person gesturing OK: medium-light skin tone
552,U+1F646 U+1F3FD,person gesturing OK: medium skin tone
553,U+1F646 U+1F3FE,person gesturing OK: medium-dark skin tone
554,U+1F646 U+1F3FF,person gesturing OK: dark skin tone
555,U+1F646 U+200D U+2642 U+FE0F,man gesturing OK
556,U+1F646 U+1F3FB U+200D U+2642 U+FE0F,man gesturing OK: light skin tone
557,U+1F646 U+1F3FC U+200D U+2642 U+FE0F,man gesturing OK: medium-light skin tone
558,U+1F646 U+1F3FD U+200D U+2642 U+FE0F,man gesturing OK: medium skin tone
559,U+1F646 U+1F3FE U+200D U+2642 U+FE0F,man gesturing OK: medium-dark skin tone
560,U+1F646 U+1F3FF U+200D U+2642 U+FE0F,man gesturing OK: dark skin tone
561,U+1F646 U+200D U+2640 U+FE0F,woman gesturing OK
562,U+1F646 U+1F3FB U+200D U+2640 U+FE0F,woman gesturing OK: light skin tone
563,U+1F646 U+1F3FC U+200D U+2640 U+FE0F,woman gesturing OK: medium-light skin tone
564,U+1F646 U+1F3FD U+200D U+2640 U+FE0F,woman gesturing OK: medium skin tone
565,U+1F646 U+1F3FE U+200D U+2640 U+FE0F,woman gesturing OK: medium-dark skin tone
566,U+1F646 U+1F3FF U+200D U+2640 U+FE0F,woman gesturing OK: dark skin tone
567,U+1F481,person tipping hand
568,U+1F481 U+1F3FB,person tipping hand: light skin tone
569,U+1F481 U+1F3FC,person tipping hand: medium-light skin tone
570,U+1F481 U+1F3FD,person tipping hand: medium skin tone
571,U+1F481 U+1F3FE,person tipping hand: medium-dark skin tone
572,U+1F481 U+1F3FF,person tipping hand: dark skin tone
573,U+1F481 U+200D U+2642 U+FE0F,man tipping hand
574,U+1F481 U+1F3FB U+200D U+2642 U+FE0F,man tipping hand: light skin tone
575,U+1F481 U+1F3FC U+200D U+2642 U+FE0F,man tipping hand: medium-light skin tone
576,U+1F481 U+1F3FD U+200D U+2642 U+FE0F,man tipping hand: medium skin tone
577,U+1F481 U+1F3FE U+200D U+2642 U+FE0F,man tipping hand: medium-dark skin tone
578,U+1F481 U+1F3FF U+200D U+2642 U+FE0F,man tipping hand: dark skin tone
579,U+1F481 U+200D U+2640 U+FE0F,woman tipping hand
580,U+1F481 U+1F3FB U+200D U+2640 U+FE0F,woman tipping hand: light skin tone
581,U+1F481 U+1F3FC U+200D U+2640 U+FE0F,woman tipping hand: medium-light skin tone
582,U+1F481 U+1F3FD U+200D U+2640 U+FE0F,woman tipping hand: medium skin tone
583,U+1F481 U+1F3FE U+200D U+2640 U+FE0F,woman tipping hand: medium-dark skin tone
584,U+1F481 U+1F3FF U+200D U+2640 U+FE0F,woman tipping hand: dark skin tone
585,U+1F64B,person raising hand
586,U+1F64B U+1F3FB,person raising hand: light skin tone
587,U+1F64B U+1F3FC,person raising hand: medium-light skin tone
588,U+1F64B U+1F3FD,person raising hand: medium skin tone
589,U+1F64B U+1F3FE,person raising hand: medium-dark skin tone
590,U+1F64B U+1F3FF,person raising hand: dark skin tone
591,U+1F64B U+200D U+2642 U+FE0F,man raising hand
592,U+1F64B U+1F3FB U+200D U+2642 U+FE0F,man raising hand: light skin tone
593,U+1F64B U+1F3FC U+200D U+2642 U+FE0F,man raising hand: medium-light skin tone
594,U+1F64B U+1F3FD U+200D U+2642 U+FE0F,man raising hand: medium skin tone
595,U+1F64B U+1F3FE U+200D U+2642 U+FE0F,man raising hand: medium-dark skin tone
596,U+1F64B U+1F3FF U+200D U+2642 U+FE0F,man raising hand: dark skin tone
597,U+1F64B U+200D U+2640 U+FE0F,woman raising hand
598,U+1F64B U+1F3FB U+200D U+2640 U+FE0F,woman raising hand: light skin tone
599,U+1F64B U+1F3FC U+200D U+2640 U+FE0F,woman raising hand: medium-light skin tone
600,U+1F64B U+1F3FD U+200D U+2640 U+FE0F,woman raising hand: medium skin tone
601,U+1F64B U+1F3FE U+200D U+2640 U+FE0F,woman raising hand: medium-dark skin tone
602,U+1F64B U+1F3FF U+200D U+2640 U+FE0F,woman raising hand: dark skin tone
603,U+1F647,person bowing
604,U+1F647 U+1F3FB,person bowing: light skin tone
605,U+1F647 U+1F3FC,person bowing: medium-light skin tone
606,U+1F647 U+1F3FD,person bowing: medium skin tone
607,U+1F647 U+1F3FE,person bowing: medium-dark skin tone
608,U+1F647 U+1F3FF,person bowing: dark skin tone
609,U+1F647 U+200D U+2642 U+FE0F,man bowing
610,U+1F647 U+1F3FB U+200D U+2642 U+FE0F,man bowing: light skin tone
611,U+1F647 U+1F3FC U+200D U+2642 U+FE0F,man bowing: medium-light skin tone
612,U+1F647 U+1F3FD U+200D U+2642 U+FE0F,man bowing: medium skin tone
613,U+1F647 U+1F3FE U+200D U+2642 U+FE0F,man bowing: medium-dark skin tone
614,U+1F647 U+1F3FF U+200D U+2642 U+FE0F,man bowing: dark skin tone
615,U+1F647 U+200D U+2640 U+FE0F,woman bowing
616,U+1F647 U+1F3FB U+200D U+2640 U+FE0F,woman bowing: light skin tone
617,U+1F647 U+1F3FC U+200D U+2640 U+FE0F,woman bowing: medium-light skin tone
618,U+1F647 U+1F3FD U+200D U+2640 U+FE0F,woman bowing: medium skin tone
619,U+1F647 U+1F3FE U+200D U+2640 U+FE0F,woman bowing: medium-dark skin tone
620,U+1F647 U+1F3FF U+200D U+2640 U+FE0F,woman bowing: dark skin tone
621,U+1F926,person facepalming
622,U+1F926 U+1F3FB,person facepalming: light skin tone
623,U+1F926 U+1F3FC,person facepalming: medium-light skin tone
624,U+1F926 U+1F3FD,person facepalming: medium skin tone
625,U+1F926 U+1F3FE,person facepalming: medium-dark skin tone
626,U+1F926 U+1F3FF,person facepalming: dark skin tone
627,U+1F926 U+200D U+2642 U+FE0F,man facepalming
628,U+1F926 U+1F3FB U+200D U+2642 U+FE0F,man facepalming: light skin tone
629,U+1F926 U+1F3FC U+200D U+2642 U+FE0F,man facepalming: medium-light skin tone
630,U+1F926 U+1F3FD U+200D U+2642 U+FE0F,man facepalming: medium skin tone
631,U+1F926 U+1F3FE U+200D U+2642 U+FE0F,man facepalming: medium-dark skin tone
632,U+1F926 U+1F3FF U+200D U+2642 U+FE0F,man facepalming: dark skin tone
633,U+1F926 U+200D U+2640 U+FE0F,woman facepalming
634,U+1F926 U+1F3FB U+200D U+2640 U+FE0F,woman facepalming: light skin tone
635,U+1F926 U+1F3FC U+200D U+2640 U+FE0F,woman facepalming: medium-light skin tone
636,U+1F926 U+1F3FD U+200D U+2640 U+FE0F,woman facepalming: medium skin tone
637,U+1F926 U+1F3FE U+200D U+2640 U+FE0F,woman facepalming: medium-dark skin tone
638,U+1F926 U+1F3FF U+200D U+2640 U+FE0F,woman facepalming: dark skin tone
639,U+1F937,person shrugging
640,U+1F937 U+1F3FB,person shrugging: light skin tone
641,U+1F937 U+1F3FC,person shrugging: medium-light skin tone
642,U+1F937 U+1F3FD,person shrugging: medium skin tone
643,U+1F937 U+1F3FE,person shrugging: medium-dark skin tone
644,U+1F937 U+1F3FF,person shrugging: dark skin tone
645,U+1F937 U+200D U+2642 U+FE0F,man shrugging
646,U+1F937 U+1F3FB U+200D U+2642 U+FE0F,man shrugging: light skin tone
647,U+1F937 U+1F3FC U+200D U+2642 U+FE0F,man shrugging: medium-light skin tone
648,U+1F937 U+1F3FD U+200D U+2642 U+FE0F,man shrugging: medium skin tone
649,U+1F937 U+1F3FE U+200D U+2642 U+FE0F,man shrugging: medium-dark skin tone
650,U+1F937 U+1F3FF U+200D U+2642 U+FE0F,man shrugging: dark skin tone
651,U+1F937 U+200D U+2640 U+FE0F,woman shrugging
652,U+1F937 U+1F3FB U+200D U+2640 U+FE0F,woman shrugging: light skin tone
653,U+1F937 U+1F3FC U+200D U+2640 U+FE0F,woman shrugging: medium-light skin tone
654,U+1F937 U+1F3FD U+200D U+2640 U+FE0F,woman shrugging: medium skin tone
655,U+1F937 U+1F3FE U+200D U+2640 U+FE0F,woman shrugging: medium-dark skin tone
656,U+1F937 U+1F3FF U+200D U+2640 U+FE0F,woman shrugging: dark skin tone
657,U+1F486,person getting massage
658,U+1F486 U+1F3FB,person getting massage: light skin tone
659,U+1F486 U+1F3FC,person getting massage: medium-light skin tone
660,U+1F486 U+1F3FD,person getting massage: medium skin tone
661,U+1F486 U+1F3FE,person getting massage: medium-dark skin tone
662,U+1F486 U+1F3FF,person getting massage: dark skin tone
663,U+1F486 U+200D U+2642 U+FE0F,man getting massage
664,U+1F486 U+1F3FB U+200D U+2642 U+FE0F,man getting massage: light skin tone
665,U+1F486 U+1F3FC U+200D U+2642 U+FE0F,man getting massage: medium-light skin tone
666,U+1F486 U+1F3FD U+200D U+2642 U+FE0F,man getting massage: medium skin tone
667,U+1F486 U+1F3FE U+200D U+2642 U+FE0F,man getting massage: medium-dark skin tone
668,U+1F486 U+1F3FF U+200D U+2642 U+FE0F,man getting massage: dark skin tone
669,U+1F486 U+200D U+2640 U+FE0F,woman getting massage
670,U+1F486 U+1F3FB U+200D U+2640 U+FE0F,woman getting massage: light skin tone
671,U+1F486 U+1F3FC U+200D U+2640 U+FE0F,woman getting massage: medium-light skin tone
672,U+1F486 U+1F3FD U+200D U+2640 U+FE0F,woman getting massage: medium skin tone
673,U+1F486 U+1F3FE U+200D U+2640 U+FE0F,woman getting massage: medium-dark skin tone
674,U+1F486 U+1F3FF U+200D U+2640 U+FE0F,woman getting massage: dark skin tone
675,U+1F487,person getting haircut
676,U+1F487 U+1F3FB,person getting haircut: light skin tone
677,U+1F487 U+1F3FC,person getting haircut: medium-light skin tone
678,U+1F487 U+1F3FD,person getting haircut: medium skin tone
679,U+1F487 U+1F3FE,person getting haircut: medium-dark skin tone
680,U+1F487 U+1F3FF,person getting haircut: dark skin tone
681,U+1F487 U+200D U+2642 U+FE0F,man getting haircut
682,U+1F487 U+1F3FB U+200D U+2642 U+FE0F,man getting haircut: light skin tone
683,U+1F487 U+1F3FC U+200D U+2642 U+FE0F,man getting haircut: medium-light skin tone
684,U+1F487 U+1F3FD U+200D U+2642 U+FE0F,man getting haircut: medium skin tone
685,U+1F487 U+1F3FE U+200D U+2642 U+FE0F,man getting haircut: medium-dark skin tone
686,U+1F487 U+1F3FF U+200D U+2642 U+FE0F,man getting haircut: dark skin tone
687,U+1F487 U+200D U+2640 U+FE0F,woman getting haircut
688,U+1F487 U+1F3FB U+200D U+2640 U+FE0F,woman getting haircut: light skin tone
689,U+1F487 U+1F3FC U+200D U+2640 U+FE0F,woman getting haircut: medium-light skin tone
690,U+1F487 U+1F3FD U+200D U+2640 U+FE0F,woman getting haircut: medium skin tone
691,U+1F487 U+1F3FE U+200D U+2640 U+FE0F,woman getting haircut: medium-dark skin tone
692,U+1F487 U+1F3FF U+200D U+2640 U+FE0F,woman getting haircut: dark skin tone
693,U+1F6B6,person walking
694,U+1F6B6 U+1F3FB,person walking: light skin tone
695,U+1F6B6 U+1F3FC,person walking: medium-light skin tone
696,U+1F6B6 U+1F3FD,person walking: medium skin tone
697,U+1F6B6 U+1F3FE,person walking: medium-dark skin tone
698,U+1F6B6 U+1F3FF,person walking: dark skin tone
699,U+1F6B6 U+200D U+2642 U+FE0F,man walking
700,U+1F6B6 U+1F3FB U+200D U+2642 U+FE0F,man walking: light skin tone
701,U+1F6B6 U+1F3FC U+200D U+2642 U+FE0F,man walking: medium-light skin tone
702,U+1F6B6 U+1F3FD U+200D U+2642 U+FE0F,man walking: medium skin tone
703,U+1F6B6 U+1F3FE U+200D U+2642 U+FE0F,man walking: medium-dark skin tone
704,U+1F6B6 U+1F3FF U+200D U+2642 U+FE0F,man walking: dark skin tone
705,U+1F6B6 U+200D U+2640 U+FE0F,woman walking
706,U+1F6B6 U+1F3FB U+200D U+2640 U+FE0F,woman walking: light skin tone
707,U+1F6B6 U+1F3FC U+200D U+2640 U+FE0F,woman walking: medium-light skin tone
708,U+1F6B6 U+1F3FD U+200D U+2640 U+FE0F,woman walking: medium skin tone
709,U+1F6B6 U+1F3FE U+200D U+2640 U+FE0F,woman walking: medium-dark skin tone
710,U+1F6B6 U+1F3FF U+200D U+2640 U+FE0F,woman walking: dark skin tone
711,U+1F3C3,person running
712,U+1F3C3 U+1F3FB,person running: light skin tone
713,U+1F3C3 U+1F3FC,person running: medium-light skin tone
714,U+1F3C3 U+1F3FD,person running: medium skin tone
715,U+1F3C3 U+1F3FE,person running: medium-dark skin tone
716,U+1F3C3 U+1F3FF,person running: dark skin tone
717,U+1F3C3 U+200D U+2642 U+FE0F,man running
718,U+1F3C3 U+1F3FB U+200D U+2642 U+FE0F,man running: light skin tone
719,U+1F3C3 U+1F3FC U+200D U+2642 U+FE0F,man running: medium-light skin tone
720,U+1F3C3 U+1F3FD U+200D U+2642 U+FE0F,man running: medium skin tone
721,U+1F3C3 U+1F3FE U+200D U+2642 U+FE0F,man running: medium-dark skin tone
722,U+1F3C3 U+1F3FF U+200D U+2642 U+FE0F,man running: dark skin tone
723,U+1F3C3 U+200D U+2640 U+FE0F,woman running
724,U+1F3C3 U+1F3FB U+200D U+2640 U+FE0F,woman running: light skin tone
725,U+1F3C3 U+1F3FC U+200D U+2640 U+FE0F,woman running: medium-light skin tone
726,U+1F3C3 U+1F3FD U+200D U+2640 U+FE0F,woman running: medium skin tone
727,U+1F3C3 U+1F3FE U+200D U+2640 U+FE0F,woman running: medium-dark skin tone
728,U+1F3C3 U+1F3FF U+200D U+2640 U+FE0F,woman running: dark skin tone
729,U+1F483,woman dancing
730,U+1F483 U+1F3FB,woman dancing: light skin tone
731,U+1F483 U+1F3FC,woman dancing: medium-light skin tone
732,U+1F483 U+1F3FD,woman dancing: medium skin tone
733,U+1F483 U+1F3FE,woman dancing: medium-dark skin tone
734,U+1F483 U+1F3FF,woman dancing: dark skin tone
735,U+1F57A,man dancing
736,U+1F57A U+1F3FB,man dancing: light skin tone
737,U+1F57A U+1F3FC,man dancing: medium-light skin tone
738,U+1F57A U+1F3FD,man dancing: medium skin tone
739,U+1F57A U+1F3FE,man dancing: medium-dark skin tone
740,U+1F57A U+1F3FF,man dancing: dark skin tone
741,U+1F46F,people with bunny ears partying
742,U+1F46F U+200D U+2642 U+FE0F,men with bunny ears partying
743,U+1F46F U+200D U+2640 U+FE0F,women with bunny ears partying
744,U+1F574,man in business suit levitating
745,U+1F574 U+1F3FB,man in business suit levitating: light skin tone
746,U+1F574 U+1F3FC,man in business suit levitating: medium-light skin tone
747,U+1F574 U+1F3FD,man in business suit levitating: medium skin tone
748,U+1F574 U+1F3FE,man in business suit levitating: medium-dark skin tone
749,U+1F574 U+1F3FF,man in business suit levitating: dark skin tone
750,U+1F5E3,speaking head
751,U+1F464,bust in silhouette
752,U+1F465,busts in silhouette
753,U+1F93A,person fencing
754,U+1F3C7,horse racing
755,U+1F3C7 U+1F3FB,horse racing: light skin tone
756,U+1F3C7 U+1F3FC,horse racing: medium-light skin tone
757,U+1F3C7 U+1F3FD,horse racing: medium skin tone
758,U+1F3C7 U+1F3FE,horse racing: medium-dark skin tone
759,U+1F3C7 U+1F3FF,horse racing: dark skin tone
760,U+26F7,skier
761,U+1F3C2,snowboarder
762,U+1F3C2 U+1F3FB,snowboarder: light skin tone
763,U+1F3C2 U+1F3FC,snowboarder: medium-light skin tone
764,U+1F3C2 U+1F3FD,snowboarder: medium skin tone
765,U+1F3C2 U+1F3FE,snowboarder: medium-dark skin tone
766,U+1F3C2 U+1F3FF,snowboarder: dark skin tone
767,U+1F3CC,person golfing
768,U+1F3CC U+1F3FB,person golfing: light skin tone
769,U+1F3CC U+1F3FC,person golfing: medium-light skin tone
770,U+1F3CC U+1F3FD,person golfing: medium skin tone
771,U+1F3CC U+1F3FE,person golfing: medium-dark skin tone
772,U+1F3CC U+1F3FF,person golfing: dark skin tone
773,U+1F3CC U+FE0F U+200D U+2642 U+FE0F,man golfing
774,U+1F3CC U+1F3FB U+200D U+2642 U+FE0F,man golfing: light skin tone
775,U+1F3CC U+1F3FC U+200D U+2642 U+FE0F,man golfing: medium-light skin tone
776,U+1F3CC U+1F3FD U+200D U+2642 U+FE0F,man golfing: medium skin tone
777,U+1F3CC U+1F3FE U+200D U+2642 U+FE0F,man golfing: medium-dark skin tone
778,U+1F3CC U+1F3FF U+200D U+2642 U+FE0F,man golfing: dark skin tone
779,U+1F3CC U+FE0F U+200D U+2640 U+FE0F,woman golfing
780,U+1F3CC U+1F3FB U+200D U+2640 U+FE0F,woman golfing: light skin tone
781,U+1F3CC U+1F3FC U+200D U+2640 U+FE0F,woman golfing: medium-light skin tone
782,U+1F3CC U+1F3FD U+200D U+2640 U+FE0F,woman golfing: medium skin tone
783,U+1F3CC U+1F3FE U+200D U+2640 U+FE0F,woman golfing: medium-dark skin tone
784,U+1F3CC U+1F3FF U+200D U+2640 U+FE0F,woman golfing: dark skin tone
785,U+1F3C4,person surfing
786,U+1F3C4 U+1F3FB,person surfing: light skin tone
787,U+1F3C4 U+1F3FC,person surfing: medium-light skin tone
788,U+1F3C4 U+1F3FD,person surfing: medium skin tone
789,U+1F3C4 U+1F3FE,person surfing: medium-dark skin tone
790,U+1F3C4 U+1F3FF,person surfing: dark skin tone
791,U+1F3C4 U+200D U+2642 U+FE0F,man surfing
792,U+1F3C4 U+1F3FB U+200D U+2642 U+FE0F,man surfing: light skin tone
793,U+1F3C4 U+1F3FC U+200D U+2642 U+FE0F,man surfing: medium-light skin tone
794,U+1F3C4 U+1F3FD U+200D U+2642 U+FE0F,man surfing: medium skin tone
795,U+1F3C4 U+1F3FE U+200D U+2642 U+FE0F,man surfing: medium-dark skin tone
796,U+1F3C4 U+1F3FF U+200D U+2642 U+FE0F,man surfing: dark skin tone
797,U+1F3C4 U+200D U+2640 U+FE0F,woman surfing
798,U+1F3C4 U+1F3FB U+200D U+2640 U+FE0F,woman surfing: light skin tone
799,U+1F3C4 U+1F3FC U+200D U+2640 U+FE0F,woman surfing: medium-light skin tone
800,U+1F3C4 U+1F3FD U+200D U+2640 U+FE0F,woman surfing: medium skin tone
801,U+1F3C4 U+1F3FE U+200D U+2640 U+FE0F,woman surfing: medium-dark skin tone
802,U+1F3C4 U+1F3FF U+200D U+2640 U+FE0F,woman surfing: dark skin tone
803,U+1F6A3,person rowing boat
804,U+1F6A3 U+1F3FB,person rowing boat: light skin tone
805,U+1F6A3 U+1F3FC,person rowing boat: medium-light skin tone
806,U+1F6A3 U+1F3FD,person rowing boat: medium skin tone
807,U+1F6A3 U+1F3FE,person rowing boat: medium-dark skin tone
808,U+1F6A3 U+1F3FF,person rowing boat: dark skin tone
809,U+1F6A3 U+200D U+2642 U+FE0F,man rowing boat
810,U+1F6A3 U+1F3FB U+200D U+2642 U+FE0F,man rowing boat: light skin tone
811,U+1F6A3 U+1F3FC U+200D U+2642 U+FE0F,man rowing boat: medium-light skin tone
812,U+1F6A3 U+1F3FD U+200D U+2642 U+FE0F,man rowing boat: medium skin tone
813,U+1F6A3 U+1F3FE U+200D U+2642 U+FE0F,man rowing boat: medium-dark skin tone
814,U+1F6A3 U+1F3FF U+200D U+2642 U+FE0F,man rowing boat: dark skin tone
815,U+1F6A3 U+200D U+2640 U+FE0F,woman rowing boat
816,U+1F6A3 U+1F3FB U+200D U+2640 U+FE0F,woman rowing boat: light skin tone
817,U+1F6A3 U+1F3FC U+200D U+2640 U+FE0F,woman rowing boat: medium-light skin tone
818,U+1F6A3 U+1F3FD U+200D U+2640 U+FE0F,woman rowing boat: medium skin tone
819,U+1F6A3 U+1F3FE U+200D U+2640 U+FE0F,woman rowing boat: medium-dark skin tone
820,U+1F6A3 U+1F3FF U+200D U+2640 U+FE0F,woman rowing boat: dark skin tone
821,U+1F3CA,person swimming
822,U+1F3CA U+1F3FB,person swimming: light skin tone
823,U+1F3CA U+1F3FC,person swimming: medium-light skin tone
824,U+1F3CA U+1F3FD,person swimming: medium skin tone
825,U+1F3CA U+1F3FE,person swimming: medium-dark skin tone
826,U+1F3CA U+1F3FF,person swimming: dark skin tone
827,U+1F3CA U+200D U+2642 U+FE0F,man swimming
828,U+1F3CA U+1F3FB U+200D U+2642 U+FE0F,man swimming: light skin tone
829,U+1F3CA U+1F3FC U+200D U+2642 U+FE0F,man swimming: medium-light skin tone
830,U+1F3CA U+1F3FD U+200D U+2642 U+FE0F,man swimming: medium skin tone
831,U+1F3CA U+1F3FE U+200D U+2642 U+FE0F,man swimming: medium-dark skin tone
832,U+1F3CA U+1F3FF U+200D U+2642 U+FE0F,man swimming: dark skin tone
833,U+1F3CA U+200D U+2640 U+FE0F,woman swimming
834,U+1F3CA U+1F3FB U+200D U+2640 U+FE0F,woman swimming: light skin tone
835,U+1F3CA U+1F3FC U+200D U+2640 U+FE0F,woman swimming: medium-light skin tone
836,U+1F3CA U+1F3FD U+200D U+2640 U+FE0F,woman swimming: medium skin tone
837,U+1F3CA U+1F3FE U+200D U+2640 U+FE0F,woman swimming: medium-dark skin tone
