_,Code,Name
1305,U+1F42E,cow face
1306,U+1F402,ox
1307,U+1F403,water buffalo
1308,U+1F404,cow
1309,U+1F437,pig face
1310,U+1F416,pig
1311,U+1F417,boar
1312,U+1F43D,pig nose
1313,U+1F40F,ram
1314,U+1F411,sheep
1315,U+1F410,goat
1316,U+1F42A,camel
1317,U+1F42B,two-hump camel
1318,U+1F418,elephant
1319,U+1F98F,rhinoceros
1320,U+1F42D,mouse face
1321,U+1F401,mouse
1322,U+1F400,rat
1323,U+1F439,hamster face
1324,U+1F430,rabbit face
1325,U+1F407,rabbit
1326,U+1F43F,chipmunk
1327,U+1F987,bat
1328,U+1F43B,bear face
1329,U+1F428,koala
1330,U+1F43C,panda face
1331,U+1F43E,paw prints
1332,U+1F983,turkey
1333,U+1F414,chicken
1334,U+1F413,rooster
1335,U+1F423,hatching chick
1336,U+1F424,baby chick
1337,U+1F425,front-facing baby chick
1338,U+1F426,bird
1339,U+1F427,penguin
1340,U+1F54A,dove
1341,U+1F985,eagle
1342,U+1F986,duck
1343,U+1F989,owl
1344,U+1F438,frog face
1345,U+1F40A,crocodile
1346,U+1F422,turtle
1347,U+1F98E,lizard
1348,U+1F40D,snake
1349,U+1F432,dragon face
1350,U+1F409,dragon
1351,U+1F433,spouting whale
1352,U+1F40B,whale
1353,U+1F42C,dolphin
1354,U+1F41F,fish
1355,U+1F420,tropical fish
1356,U+1F421,blowfish
1357,U+1F988,shark
1358,U+1F419,octopus
1359,U+1F41A,spiral shell
1360,U+1F980,crab
1361,U+1F990,shrimp
1362,U+1F991,squid
1363,U+1F98B,butterfly
1364,U+1F40C,snail
1365,U+1F41B,bug
1366,U+1F41C,ant
1367,U+1F41D,honeybee
1368,U+1F41E,lady beetle
1369,U+1F577,spider
1370,U+1F578,spider web
1371,U+1F982,scorpion
1372,U+1F490,bouquet
1373,U+1F338,cherry blossom
1374,U+1F4AE,white flower
1375,U+1F3F5,rosette
1376,U+1F339,rose
1377,U+1F940,wilted flower
1378,U+1F33A,hibiscus
1379,U+1F33B,sunflower
1380,U+1F33C,blossom
1381,U+1F337,tulip
1382,U+1F331,seedling
1383,U+1F332,evergreen tree
1384,U+1F333,deciduous tree
1385,U+1F334,palm tree
1386,U+1F335,cactus
1387,U+1F33E,sheaf of rice
1388,U+1F33F,herb
1389,U+2618,shamrock
1390,U+1F340,four leaf clover
1391,U+1F341,maple leaf
1392,U+1F342,fallen leaf
1393,U+1F343,leaf fluttering in wind
1394,U+1F347,grapes
1395,U+1F348,melon
1396,U+1F349,watermelon
1397,U+1F34A,tangerine
1398,U+1F34B,lemon
1399,U+1F34C,banana
1400,U+1F34D,pineapple
1401,U+1F34E,red apple
1402,U+1F34F,green apple
1403,U+1F350,pear
1404,U+1F351,peach
1405,U+1F352,cherries
1406,U+1F353,strawberry
1407,U+1F95D,kiwi fruit
1408,U+1F345,tomato
1409,U+1F951,avocado
1410,U+1F346,eggplant
1411,U+1F954,potato
1412,U+1F955,carrot
1413,U+1F33D,ear of corn
1414,U+1F336,hot pepper
1415,U+1F952,cucumber
1416,U+1F344,mushroom
1417,U+1F95C,peanuts
1418,U+1F330,chestnut
1419,U+1F35E,bread
1420,U+1F950,croissant
1421,U+1F956,baguette bread
1422,U+1F95E,pancakes
1423,U+1F9C0,cheese wedge
1424,U+1F356,meat on bone
1425,U+1F357,poultry leg
1426,U+1F953,bacon
1427,U+1F354,hamburger
1428,U+1F35F,french fries
1429,U+1F355,pizza
1430,U+1F32D,hot dog
1431,U+1F32E,taco
1432,U+1F32F,burrito
1433,U+1F959,stuffed flatbread
1434,U+1F95A,egg
1435,U+1F373,cooking
1436,U+1F958,shallow pan of food
1437,U+1F372,pot of food
1438,U+1F957,green salad
1439,U+1F37F,popcorn
1440,U+1F371,bento box
1441,U+1F358,rice cracker
1442,U+1F359,rice ball
1443,U+1F35A,cooked rice
1444,U+1F35B,curry rice
1445,U+1F35C,steaming bowl
1446,U+1F35D,spaghetti
1447,U+1F360,roasted sweet potato
1448,U+1F362,oden
1449,U+1F363,sushi
1450,U+1F364,fried shrimp
1451,U+1F365,fish cake with swirl
1452,U+1F361,dango
1453,U+1F366,soft ice cream
1454,U+1F367,shaved ice
1455,U+1F368,ice cream
1456,U+1F369,doughnut
1457,U+1F36A,cookie
1458,U+1F382,birthday cake
1459,U+1F370,shortcake
1460,U+1F36B,chocolate bar
1461,U+1F36C,candy
1462,U+1F36D,lollipop
1463,U+1F36E,custard
1464,U+1F36F,honey pot
1465,U+1F37C,baby bottle
1466,U+1F95B,glass of milk
1467,U+2615,hot beverage
1468,U+1F375,teacup without handle
1469,U+1F376,sake
1470,U+1F37E,bottle with popping cork
1471,U+1F377,wine glass
1472,U+1F378,cocktail glass
1473,U+1F379,tropical drink
1474,U+1F37A,beer mug
1475,U+1F37B,clinking beer mugs
1476,U+1F942,clinking glasses
1477,U+1F943,tumbler glass
1478,U+1F37D,fork and knife with plate
1479,U+1F374,fork and knife
1480,U+1F944,spoon
1481,U+1F52A,kitchen knife
1482,U+1F3FA,amphora
1483,U+1F30D,globe showing Europe-Africa
1484,U+1F30E,globe showing Americas
1485,U+1F30F,globe showing Asia-Australia
1486,U+1F310,globe with meridians
1487,U+1F5FA,world map
1488,U+1F5FE,map of Japan
1489,U+1F3D4,snow-capped mountain
1490,U+26F0,mountain
1491,U+1F30B,volcano
1492,U+1F5FB,mount fuji
1493,U+1F3D5,camping
1494,U+1F3D6,beach with umbrella
1495,U+1F3DC,desert
1496,U+1F3DD,desert island
1497,U+1F3DE,national park
1498,U+1F3DF,stadium
1499,U+1F3DB,classical building
1500,U+1F3D7,building construction
1501,U+1F3D8,house
1502,U+1F3D9,cityscape
1503,U+1F3DA,derelict house
1504,U+1F3E0,house
1505,U+1F3E1,house with garden
1506,U+1F3E2,office building
1507,U+1F3E3,Japanese post office
1508,U+1F3E4,post office
1509,U+1F3E5,hospital
1510,U+1F3E6,bank
1511,U+1F3E8,hotel
1512,U+1F3E9,love hotel
1513,U+1F3EA,convenience store
1514,U+1F3EB,school
1515,U+1F3EC,department store
1516,U+1F3ED,factory
1517,U+1F3EF,Japanese castle
1518,U+1F3F0,castle
1519,U+1F492,wedding
1520,U+1F5FC,Tokyo tower
1521,U+1F5FD,Statue of Liberty
1522,U+26EA,church
1523,U+1F54C,mosque
1524,U+1F54D,synagogue
1525,U+26E9,shinto shrine
1526,U+1F54B,kaaba
1527,U+26F2,fountain
1528,U+26FA,tent
1529,U+1F301,foggy
1530,U+1F303,night with stars
1531,U+1F304,sunrise over mountains
1532,U+1F305,sunrise
1533,U+1F306,cityscape at dusk
1534,U+1F307,sunset
1535,U+1F309,bridge at night
1536,U+2668,hot springs
1537,U+1F30C,milky way
1538,U+1F3A0,carousel horse
1539,U+1F3A1,ferris wheel
1540,U+1F3A2,roller coaster
1541,U+1F488,barber pole
1542,U+1F3AA,circus tent
1543,U+1F3AD,performing arts
1544,U+1F5BC,framed picture
1545,U+1F3A8,artist palette
1546,U+1F3B0,slot machine
1547,U+1F682,locomotive
1548,U+1F683,railway car
1549,U+1F684,high-speed train
1550,U+1F685,high-speed train with bullet nose
1551,U+1F686,train
1552,U+1F687,metro
1553,U+1F688,light rail
1554,U+1F689,station
1555,U+1F68A,tram
1556,U+1F69D,monorail
1557,U+1F69E,mountain railway
1558,U+1F68B,tram car
1559,U+1F68C,bus
1560,U+1F68D,oncoming bus
1561,U+1F68E,trolleybus
1562,U+1F690,minibus
1563,U+1F691,ambulance
1564,U+1F692,fire engine
1565,U+1F693,police car
1566,U+1F694,oncoming police car
1567,U+1F695,taxi
1568,U+1F696,oncoming taxi
1569,U+1F697,automobile
1570,U+1F698,oncoming automobile
1571,U+1F699,sport utility vehicle
1572,U+1F69A,delivery truck
1573,U+1F69B,articulated lorry
1574,U+1F69C,tractor
1575,U+1F6B2,bicycle
1576,U+1F6F4,kick scooter
1577,U+1F6F5,motor scooter
1578,U+1F68F,bus stop
1579,U+1F6E3,motorway
1580,U+1F6E4,railway track
1581,U+26FD,fuel pump
1582,U+1F6A8,police car light
1583,U+1F6A5,horizontal traffic light
1584,U+1F6A6,vertical traffic light
1585,U+1F6A7,construction
1586,U+1F6D1,stop sign
1587,U+2693,anchor
1588,U+26F5,sailboat
1589,U+1F6F6,canoe
1590,U+1F6A4,speedboat
1591,U+1F6F3,passenger ship
1592,U+26F4,ferry
1593,U+1F6E5,motor boat
1594,U+1F6A2,ship
1595,U+2708,airplane
1596,U+1F6E9,small airplane
1597,U+1F6EB,airplane departure
1598,U+1F6EC,airplane arrival
1599,U+1F4BA,seat
1600,U+1F681,helicopter
1601,U+1F69F,suspension railway
1602,U+1F6A0,mountain cableway
1603,U+1F6A1,aerial tramway
1604,U+1F680,rocket
1605,U+1F6F0,satellite
1606,U+1F6CE,bellhop bell
1607,U+1F6AA,door
1608,U+1F6CC,person in bed
1609,U+1F6CC U+1F3FB,person in bed: light skin tone
1610,U+1F6CC U+1F3FC,person in bed: medium-light skin tone
1611,U+1F6CC U+1F3FD,person in bed: medium skin tone
1612,U+1F6CC U+1F3FE,person in bed: medium-dark skin tone
1613,U+1F6CC U+1F3FF,person in bed: dark skin tone
1614,U+1F6CF,bed
1615,U+1F6CB,couch and lamp
1616,U+1F6BD,toilet
1617,U+1F6BF,shower
1618,U+1F6C0,person taking bath
1619,U+1F6C0 U+1F3FB,person taking bath: light skin tone
1620,U+1F6C0 U+1F3FC,person taking bath: medium-light skin tone
1621,U+1F6C0 U+1F3FD,person taking bath: medium skin tone
1622,U+1F6C0 U+1F3FE,person taking bath: medium-dark skin tone
1623,U+1F6C0 U+1F3FF,person taking bath: dark skin tone
1624,U+1F6C1,bathtub
1625,U+231B,hourglass
1626,U+23F3,hourglass with flowing sand
1627,U+231A,watch
1628,U+23F0,alarm clock
1629,U+23F1,stopwatch
1630,U+23F2,timer clock
1631,U+1F570,mantelpiece clock
1632,U+1F55B,twelve o’clock
1633,U+1F567,twelve-thirty
1634,U+1F550,one o’clock
1635,U+1F55C,one-thirty
1636,U+1F551,two o’clock
1637,U+1F55D,two-thirty
1638,U+1F552,three o’clock
1639,U+1F55E,three-thirty
1640,U+1F553,four o’clock
1641,U+1F55F,four-thirty
1642,U+1F554,five o’clock
1643,U+1F560,five-thirty
1644,U+1F555,six o’clock
1645,U+1F561,six-thirty
1646,U+1F556,seven o’clock
1647,U+1F562,seven-thirty
1648,U+1F557,eight o’clock
1649,U+1F563,eight-thirty
1650,U+1F558,nine o’clock
1651,U+1F564,nine-thirty
1652,U+1F559,ten o’clock
1653,U+1F565,ten-thirty
1654,U+1F55A,eleven o’clock
1655,U+1F566,eleven-thirty
1656,U+1F311,new moon
1657,U+1F312,waxing crescent moon
1658,U+1F313,first quarter moon
1659,U+1F314,waxing gibbous moon
1660,U+1F315,full moon
1661,U+1F316,waning gibbous moon
1662,U+1F317,last quarter moon
1663,U+1F318,waning crescent moon
1664,U+1F319,crescent moon
1665,U+1F31A,new moon face
1666,U+1F31B,first quarter moon with face
1667,U+1F31C,last quarter moon with face
1668,U+1F321,thermometer
1669,U+2600,sun
1670,U+1F31D,full moon with face
1671,U+1F31E,sun with face
1672,U+2B50,white medium star
1673,U+1F31F,glowing star
1674,U+1F320,shooting star
1675,U+2601,cloud
1676,U+26C5,sun behind cloud
1677,U+26C8,cloud with lightning and rain
1678,U+1F324,sun behind small cloud
1679,U+1F325,sun behind large cloud
1680,U+1F326,sun behind rain cloud
1681,U+1F327,cloud with rain
1682,U+1F328,cloud with snow
1683,U+1F329,cloud with lightning
1684,U+1F32A,tornado
1685,U+1F32B,fog
1686,U+1F32C,wind face
1687,U+1F300,cyclone
1688,U+1F308,rainbow
1689,U+1F302,closed umbrella
1690,U+2602,umbrella
1691,U+2614,umbrella with rain drops
1692,U+26F1,umbrella on ground
1693,U+26A1,high voltage
1694,U+2744,snowflake
1695,U+2603,snowman
1696,U+26C4,snowman without snow
1697,U+2604,comet
1698,U+1F525,fire
1699,U+1F4A7,droplet
1700,U+1F30A,water wave
1701,U+1F383,jack-o-lantern
1702,U+1F384,Christmas tree
1703,U+1F386,fireworks
1704,U+1F387,sparkler
1705,U+2728,sparkles
1706,U+1F388,balloon
1707,U+1F389,party popper
1708,U+1F38A,confetti ball
1709,U+1F38B,tanabata tree
1710,U+1F38D,pine decoration
1711,U+1F38E,Japanese dolls
1712,U+1F38F,carp streamer
1713,U+1F390,wind chime
1714,U+1F391,moon viewing ceremony
1715,U+1F380,ribbon
1716,U+1F381,wrapped gift
1717,U+1F397,reminder ribbon
1718,U+1F39F,admission tickets
1719,U+1F3AB,ticket
1720,U+1F396,military medal
1721,U+1F3C6,trophy
1722,U+1F3C5,sports medal
1723,U+1F947,1st place medal
1724,U+1F948,2nd place medal
1725,U+1F949,3rd place medal
1726,U+26BD,soccer ball
1727,U+26BE,baseball
1728,U+1F3C0,basketball
1729,U+1F3D0,volleyball
1730,U+1F3C8,american football
1731,U+1F3C9,rugby football
1732,U+1F3BE,tennis
1733,U+1F3B1,pool 8 ball
1734,U+1F3B3,bowling
1735,U+1F3CF,cricket
1736,U+1F3D1,field hockey
1737,U+1F3D2,ice hockey
1738,U+1F3D3,ping pong
1739,U+1F3F8,badminton
1740,U+1F94A,boxing glove
1741,U+1F94B,martial arts uniform
1742,U+1F945,goal net
1743,U+1F3AF,direct hit
1744,U+26F3,flag in hole
1745,U+26F8,ice skate
1746,U+1F3A3,fishing pole
1747,U+1F3BD,running shirt
1748,U+1F3BF,skis
1749,U+1F3AE,video game
1750,U+1F579,joystick
1751,U+1F3B2,game die
1752,U+2660,spade suit
1753,U+2665,heart suit
1754,U+2666,diamond suit
1755,U+2663,club suit
1756,U+1F0CF,joker
1757,U+1F004,mahjong red dragon
1758,U+1F3B4,flower playing cards
1759,U+1F507,muted speaker
1760,U+1F508,speaker low volume
1761,U+1F509,speaker medium volume
1762,U+1F50A,speaker high volume
1763,U+1F4E2,loudspeaker
1764,U+1F4E3,megaphone
1765,U+1F4EF,postal horn
1766,U+1F514,bell
1767,U+1F515,bell with slash
1768,U+1F3BC,musical score
1769,U+1F3B5,musical note
1770,U+1F3B6,musical notes
1771,U+1F399,studio microphone
1772,U+1F39A,level slider
1773,U+1F39B,control knobs
1774,U+1F3A4,microphone
1775,U+1F3A7,headphone
1776,U+1F4FB,radio
1777,U+1F3B7,saxophone
1778,U+1F3B8,guitar
1779,U+1F3B9,musical keyboard
1780,U+1F3BA,trumpet
1781,U+1F3BB,violin
1782,U+1F941,drum
1783,U+1F4F1,mobile phone
1784,U+1F4F2,mobile phone with arrow
1785,U+260E,telephone
1786,U+1F4DE,telephone receiver
1787,U+1F4DF,pager
1788,U+1F4E0,fax machine
1789,U+1F50B,battery
1790,U+1F50C,electric plug
1791,U+1F4BB,laptop computer
1792,U+1F5A5,desktop computer
1793,U+1F5A8,printer
1794,U+2328,keyboard
1795,U+1F5B1,computer mouse
1796,U+1F5B2,trackball
1797,U+1F4BD,computer disk
1798,U+1F4BE,floppy disk
1799,U+1F4BF,optical disk
1800,U+1F4C0,dvd
1801,U+1F3A5,movie camera
1802,U+1F39E,film frames
1803,U+1F4FD,film projector
1804,U+1F3AC,clapper board
1805,U+1F4FA,television
1806,U+1F4F7,camera
1807,U+1F4F8,camera with flash
1808,U+1F4F9,video camera
1809,U+1F4FC,videocassette
1810,U+1F50D,left-pointing magnifying glass
1811,U+1F50E,right-pointing magnifying glass
1812,U+1F52C,microscope
1813,U+1F52D,telescope
1814,U+1F4E1,satellite antenna
1815,U+1F56F,candle
1816,U+1F4A1,light bulb
1817,U+1F526,flashlight
1818,U+1F3EE,red paper lantern
1819,U+1F4D4,notebook with decorative cover
1820,U+1F4D5,closed book
1821,U+1F4D6,open book
1822,U+1F4D7,green book
1823,U+1F4D8,blue book
1824,U+1F4D9,orange book
1825,U+1F4DA,books
1826,U+1F4D3,notebook
1827,U+1F4D2,ledger
1828,U+1F4C3,page with curl
1829,U+1F4DC,scroll
1830,U+1F4C4,page facing up
1831,U+1F4F0,newspaper
1832,U+1F5DE,rolled-up newspaper
1833,U+1F4D1,bookmark tabs
1834,U+1F516,bookmark
1835,U+1F3F7,label
1836,U+1F4B0,money bag
1837,U+1F4B4,yen banknote
1838,U+1F4B5,dollar banknote
1839,U+1F4B6,euro banknote
1840,U+1F4B7,pound banknote
1841,U+1F4B8,money with wings
1842,U+1F4B3,credit card
1843,U+1F4B9,chart increasing with yen
1844,U+1F4B1,currency exchange
1845,U+1F4B2,heavy dollar sign
1846,U+2709,envelope
1847,U+1F4E7,e-mail
1848,U+1F4E8,incoming envelope
1849,U+1F4E9,envelope with arrow
1850,U+1F4E4,outbox tray
1851,U+1F4E5,inbox tray
1852,U+1F4E6,package
1853,U+1F4EB,closed mailbox with raised flag
1854,U+1F4EA,closed mailbox with lowered flag
1855,U+1F4EC,open mailbox with raised flag
1856,U+1F4ED,open mailbox with lowered flag
1857,U+1F4EE,postbox
1858,U+1F5F3,ballot box with ballot
1859,U+270F,pencil
1860,U+2712,black nib
1861,U+1F58B,fountain pen
1862,U+1F58A,pen
1863,U+1F58C,paintbrush
1864,U+1F58D,crayon
1865,U+1F4DD,memo
1866,U+1F4BC,briefcase
1867,U+1F4C1,file folder
1868,U+1F4C2,open file folder
1869,U+1F5C2,card index dividers
1870,U+1F4C5,calendar
1871,U+1F4C6,tear-off calendar
1872,U+1F5D2,spiral notepad
1873,U+1F5D3,spiral calendar
1874,U+1F4C7,card index
1875,U+1F4C8,chart increasing
1876,U+1F4C9,chart decreasing
1877,U+1F4CA,bar chart
1878,U+1F4CB,clipboard
1879,U+1F4CC,pushpin
1880,U+1F4CD,round pushpin
1881,U+1F4CE,paperclip
1882,U+1F587,linked paperclips
1883,U+1F4CF,straight ruler
1884,U+1F4D0,triangular ruler
1885,U+2702,scissors
1886,U+1F5C3,card file box
1887,U+1F5C4,file cabinet
1888,U+1F5D1,wastebasket
1889,U+1F512,locked
1890,U+1F513,unlocked
1891,U+1F50F,locked with pen
1892,U+1F510,locked with key
1893,U+1F511,key
1894,U+1F5DD,old key
1895,U+1F528,hammer
1896,U+26CF,pick
1897,U+2692,hammer and pick
1898,U+1F6E0,hammer and wrench
1899,U+1F5E1,dagger
1900,U+2694,crossed swords
1901,U+1F52B,pistol
1902,U+1F3F9,bow and arrow
1903,U+1F6E1,shield
1904,U+1F527,wrench
1905,U+1F529,nut and bolt
1906,U+2699,gear
1907,U+1F5DC,clamp
1908,U+2697,alembic
1909,U+2696,balance scale
1910,U+1F517,link
1911,U+26D3,chains
1912,U+1F489,syringe
1913,U+1F48A,pill
1914,U+1F6AC,cigarette
1915,U+26B0,coffin
1916,U+26B1,funeral urn
1917,U+1F5FF,moai
1918,U+1F6E2,oil drum
1919,U+1F52E,crystal ball
1920,U+1F6D2,shopping cart
1921,U+1F3E7,ATM sign
1922,U+1F6AE,litter in bin sign
1923,U+1F6B0,potable water
1924,U+267F,wheelchair symbol
1925,U+1F6B9,men’s room
1926,U+1F6BA,women’s room
1927,U+1F6BB,restroom
1928,U+1F6BC,baby symbol
1929,U+1F6BE,water closet
1930,U+1F6C2,passport control
1931,U+1F6C3,customs
1932,U+1F6C4,baggage claim
1933,U+1F6C5,left luggage
1934,U+26A0,warning
1935,U+1F6B8,children crossing
1936,U+26D4,no entry
1937,U+1F6AB,prohibited
1938,U+1F6B3,no bicycles
1939,U+1F6AD,no smoking
1940,U+1F6AF,no littering
1941,U+1F6B1,non-potable water
1942,U+1F6B7,no pedestrians
1943,U+1F4F5,no mobile phones
1944,U+1F51E,no one under eighteen
1945,U+2622,radioactive
1946,U+2623,biohazard
1947,U+2B06,up arrow
1948,U+2197,up-right arrow
1949,U+27A1,right arrow
1950,U+2198,down-right arrow
1951,U+2B07,down arrow
1952,U+2199,down-left arrow
1953,U+2B05,left arrow
1954,U+2196,up-left arrow
1955,U+2195,up-down arrow
1956,U+2194,left-right arrow
1957,U+21A9,right arrow curving left
1958,U+21AA,left arrow curving right
1959,U+2934,right arrow curving up
1960,U+2935,right arrow curving down
1961,U+1F503,clockwise vertical arrows
1962,U+1F504,anticlockwise arrows button
1963,U+1F519,BACK arrow
1964,U+1F51A,END arrow
1965,U+1F51B,ON! arrow
1966,U+1F51C,SOON arrow
1967,U+1F51D,TOP arrow
1968,U+1F6D0,place of worship
1969,U+269B,atom symbol
1970,U+1F549,om
1971,U+2721,star of David
1972,U+2638,wheel of dharma
1973,U+262F,yin yang
1974,U+271D,latin cross
1975,U+2626,orthodox cross
1976,U+262A,star and crescent
1977,U+262E,peace symbol
1978,U+1F54E,menorah
1979,U+1F52F,dotted six-pointed star
1980,U+2648,Aries
1981,U+2649,Taurus
1982,U+264A,Gemini
1983,U+264B,Cancer
1984,U+264C,Leo
1985,U+264D,Virgo
1986,U+264E,Libra
1987,U+264F,Scorpius
1988,U+2650,Sagittarius
1989,U+2651,Capricorn
1990,U+2652,Aquarius
1991,U+2653,Pisces
1992,U+26CE,Ophiuchus
1993,U+1F500,shuffle tracks button
1994,U+1F501,repeat button
1995,U+1F502,repeat single button
1996,U+25B6,play button
1997,U+23E9,fast-forward button
1998,U+23ED,next track button
1999,U+23EF,play or pause button
2000,U+25C0,reverse button
2001,U+23EA,fast reverse button
2002,U+23EE,last track button
2003,U+1F53C,up button
2004,U+23EB,fast up button
2005,U+1F53D,down button
2006,U+23EC,fast down button
2007,U+23F8,pause button
2008,U+23F9,stop button
2009,U+23FA,record button
2010,U+23CF,eject button
2011,U+1F3A6,cinema
2012,U+1F505,dim button
2013,U+1F506,bright button
2014,U+1F4F6,antenna bars
2015,U+1F4F3,vibration mode
2016,U+1F4F4,mobile phone off
2017,U+267B,recycling symbol
2018,U+1F4DB,name badge
2019,U+269C,fleur-de-lis
2020,U+1F530,Japanese symbol for beginner
2021,U+1F531,trident emblem
2022,U+2B55,heavy large circle
2023,U+2705,white heavy check mark
2024,U+2611,ballot box with check
2025,U+2714,heavy check mark
2026,U+2716,heavy multiplication x
2027,U+274C,cross mark
2028,U+274E,cross mark button
2029,U+2795,heavy plus sign
2030,U+2640,female sign
2031,U+2642,male sign
2032,U+2695,medical symbol
2033,U+2796,heavy minus sign
2034,U+2797,heavy division sign
2035,U+27B0,curly loop
2036,U+27BF,double curly loop
2037,U+303D,part alternation mark
2038,U+2733,eight-spoked asterisk
2039,U+2734,eight-pointed star
2040,U+2747,sparkle
2041,U+203C,double exclamation mark
2042,U+2049,exclamation question mark
2043,U+2753,question mark
2044,U+2754,white question mark
2045,U+2755,white exclamation mark
2046,U+2757,exclamation mark
2047,U+3030,wavy dash
2048,U+00A9,copyright
2049,U+00AE,registered
2050,U+2122,trade mark
2051,U+0023 U+FE0F U+20E3,keycap: #
2052,U+002A U+FE0F U+20E3,keycap: *
2053,U+0030 U+FE0F U+20E3,keycap: 0
2054,U+0031 U+FE0F U+20E3,keycap: 1
2055,U+0032 U+FE0F U+20E3,keycap: 2
2056,U+0033 U+FE0F U+20E3,keycap: 3
2057,U+0034 U+FE0F U+20E3,keycap: 4
2058,U+0035 U+FE0F U+20E3,keycap: 5
2059,U+0036 U+FE0F U+20E3,keycap: 6
2060,U+0037 U+FE0F U+20E3,keycap: 7
2061,U+0038 U+FE0F U+20E3,keycap: 8
2062,U+0039 U+FE0F U+20E3,keycap: 9
2063,U+1F51F,keycap 10
2064,U+1F4AF,hundred points
2065,U+1F520,input latin uppercase
2066,U+1F521,input latin lowercase
2067,U+1F522,input numbers
2068,U+1F523,input symbols
2069,U+1F524,input latin letters
2070,U+1F170,A button (blood type)
2071,U+1F18E,AB button (blood type)
2072,U+1F171,B button (blood type)
2073,U+1F191,CL button
2074,U+1F192,COOL button
2075,U+1F193,FREE button
2076,U+2139,information
2077,U+1F194,ID button
2078,U+24C2,circled M
2079,U+1F195,NEW button
2080,U+1F196,NG button
2081,U+1F17E,O button (blood type)
2082,U+1F197,OK button
2083,U+1F17F,P button
2084,U+1F198,SOS button
2085,U+1F199,UP! button
2086,U+1F19A,VS button
2087,U+1F201,Japanese “here” button
2088,U+1F202,Japanese “service charge” button
2089,U+1F237,Japanese “monthly amount” button
2090,U+1F236,Japanese “not free of charge” button
2091,U+1F22F,Japanese “reserved” button
2092,U+1F250,Japanese “bargain” button
2093,U+1F239,Japanese “discount” button
2094,U+1F21A,Japanese “free of charge” button
2095,U+1F232,Japanese “prohibited” button
2096,U+1F251,Japanese “acceptable” button
2097,U+1F238,Japanese “application” button
2098,U+1F234,Japanese “passing grade” button
2099,U+1F233,Japanese “vacancy” button
2100,U+3297,Japanese “congratulations” button
2101,U+3299,Japanese “secret” button
2102,U+1F23A,Japanese “open for business” button
2103,U+1F235,Japanese “no vacancy” button
2104,U+25AA,black small square
2105,U+25AB,white small square
2106,U+25FB,white medium square
2107,U+25FC,black medium square
2108,U+25FD,white medium-small square
2109,U+25FE,black medium-small square
2110,U+2B1B,black large square
2111,U+2B1C,white large square
2112,U+1F536,large orange diamond
2113,U+1F537,large blue diamond
2114,U+1F538,small orange diamond
2115,U+1F539,small blue diamond
2116,U+1F53A,red triangle pointed up
2117,U+1F53B,red triangle pointed down
2118,U+1F4A0,diamond with a dot
2119,U+1F518,radio button
2120,U+1F532,black square button
2121,U+1F533,white square button
2122,U+26AA,white circle
2123,U+26AB,black circle
2124,U+1F534,red circle
2125,U+1F535,blue circle
2126,U+1F3C1,chequered flag
2127,U+1F6A9,triangular flag
2128,U+1F38C,crossed flags
2129,U+1F3F4,black flag
2130,U+1F3F3,white flag
2131,U+1F3F3 U+FE0F U+200D U+1F308,rainbow flag
2132,U+1F1E6 U+1F1E8,Ascension Island
2133,U+1F1E6 U+1F1E9,Andorra
2134,U+1F1E6 U+1F1EA,United Arab Emirates
2135,U+1F1E6 U+1F1EB,Afghanistan
2136,U+1F1E6 U+1F1EC,Antigua & Barbuda
2137,U+1F1E6 U+1F1EE,Anguilla
2138,U+1F1E6 U+1F1F1,Albania
2139,U+1F1E6 U+1F1F2,Armenia
2140,U+1F1E6 U+1F1F4,Angola
2141,U+1F1E6 U+1F1F6,Antarctica
2142,U+1F1E6 U+1F1F7,Argentina
2143,U+1F1E6 U+1F1F8,American Samoa
2144,U+1F1E6 U+1F1F9,Austria
2145,U+1F1E6 U+1F1FA,Australia
2146,U+1F1E6 U+1F1FC,Aruba
2147,U+1F1E6 U+1F1FD,Åland Islands
2148,U+1F1E6 U+1F1FF,Azerbaijan
2149,U+1F1E7 U+1F1E6,Bosnia & Herzegovina
2150,U+1F1E7 U+1F1E7,Barbados
2151,U+1F1E7 U+1F1E9,Bangladesh
2152,U+1F1E7 U+1F1EA,Belgium
2153,U+1F1E7 U+1F1EB,Burkina Faso
2154,U+1F1E7 U+1F1EC,Bulgaria
2155,U+1F1E7 U+1F1ED,Bahrain
2156,U+1F1E7 U+1F1EE,Burundi
2157,U+1F1E7 U+1F1EF,Benin
2158,U+1F1E7 U+1F1F1,St. Barthélemy
2159,U+1F1E7 U+1F1F2,Bermuda
2160,U+1F1E7 U+1F1F3,Brunei
2161,U+1F1E7 U+1F1F4,Bolivia
2162,U+1F1E7 U+1F1F6,Caribbean Netherlands
2163,U+1F1E7 U+1F1F7,Brazil
2164,U+1F1E7 U+1F1F8,Bahamas
2165,U+1F1E7 U+1F1F9,Bhutan
2166,U+1F1E7 U+1F1FB,Bouvet Island
2167,U+1F1E7 U+1F1FC,Botswana
2168,U+1F1E7 U+1F1FE,Belarus
2169,U+1F1E7 U+1F1FF,Belize
2170,U+1F1E8 U+1F1E6,Canada
2171,U+1F1E8 U+1F1E8,Cocos (Keeling) Islands
2172,U+1F1E8 U+1F1E9,Congo - Kinshasa
2173,U+1F1E8 U+1F1EB,Central African Republic
2174,U+1F1E8 U+1F1EC,Congo - Brazzaville
