Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 08/05  06:00:00,871.504304615,102.087533008,423.442929759,0.0,65.1572554096,176.889270242,444.39904001,398.684753577,28.3233498048,17.3909366286
 08/05  07:00:00,974.198687084,102.829771045,406.89152088,0.0,109.682768182,220.96816451,542.404907726,491.21565212,42.4850247072,8.70423089853
 08/05  08:00:00,979.6739519,102.907002039,401.926186886,0.0,109.682768182,220.96816451,506.889286439,432.770120885,56.6466996096,17.4724659451
 08/05  09:00:00,1072.24322819,104.104639888,384.674722326,0.0,131.945524568,266.955817592,464.467764389,395.671315165,42.4850247072,26.3114245162
 08/05  10:00:00,1072.89115511,104.204371447,376.90034742,0.0,131.945524568,274.45309292,468.33858721,371.109224225,70.808374512,26.4209884731
 08/05  11:00:00,1077.12542375,104.281255085,380.341372366,0.0,131.945524568,274.45309292,459.582945205,362.352514429,70.808374512,26.4220562642
 08/05  12:00:00,1035.8311495,104.370737262,370.34838379,0.0,131.945524568,274.45309292,453.859269992,356.637529093,70.808374512,26.4133663864
 08/05  13:00:00,1020.94082145,104.485838063,361.966845417,0.0,131.945524568,266.955817592,431.217215713,348.157955855,56.6466996096,26.4125602484
 08/05  14:00:00,1025.97859723,104.578102737,367.323577484,0.0,131.945524568,266.955817592,404.013321737,335.116178442,42.4850247072,26.4121185882
 08/05  15:00:00,955.765639842,102.087533008,376.992444251,0.0,109.682768182,212.545889182,348.106159429,265.043188035,56.6466996096,26.4162717841
 08/05  16:00:00,966.503447531,102.087533008,380.584684179,0.0,109.682768182,220.04316451,376.556407621,265.173432912,84.9700494144,26.4129252945
 08/05  17:00:00,930.504105315,102.087533008,387.444460418,0.0,109.682768182,220.04316451,389.741870951,278.477775892,84.9700494144,26.2940456446
 08/05  18:00:00,905.170224007,102.087533008,402.153358003,0.0,100.150657288,199.110933808,427.874585857,334.199009336,84.9700494144,8.70552710704
 08/05  19:00:00,904.090322334,102.087533008,408.404869173,0.0,100.150657288,191.61365848,441.572933823,367.535118462,56.6466996096,17.3911157516
 08/05  20:00:00,811.101612892,102.087533008,411.935061057,0.0,55.6251445156,124.558693486,495.056222359,429.703970838,56.6466996096,8.70555191125
 08/05  21:00:00,812.75772329,102.087533008,414.164009792,0.0,55.6251445156,124.558693486,502.991192146,443.115005621,42.4850247072,17.3911618183
 08/05  22:00:00,802.46383986,102.087533008,413.914599802,0.0,46.0930336215,124.558693486,499.148857171,462.119938423,28.3233498048,8.70556894303
 08/05  23:00:00,806.454250331,102.087533008,417.015704197,0.0,46.0930336215,124.558693486,503.184542091,471.631663344,14.1616749024,17.3912038446
 08/05  24:00:00,783.515478522,102.087533008,405.590801304,0.0,46.0930336215,113.312780494,486.200134466,471.829866107,5.66466996096,8.70559839713
 08/06  01:00:00,783.51812091,102.087533008,417.670222505,0.0,34.9616554283,113.312780494,503.762288436,480.706376266,5.66466996096,17.3912422088
 08/06  02:00:00,797.465440323,102.087533008,432.981222684,0.0,34.9616554283,113.312780494,505.907673114,491.53739509,5.66466996096,8.70560806291
 08/06  03:00:00,798.701082182,102.087533008,434.481915145,0.0,34.9616554283,113.312780494,519.859893704,496.803946825,5.66466996096,17.3912769175
 08/06  04:00:00,815.326582347,102.087533008,441.541550168,0.0,44.4937663224,113.312780494,504.181063988,489.81076501,5.66466996096,8.70562901631
 08/06  05:00:00,820.52723609,102.087533008,448.15618968,0.0,44.4937663224,113.312780494,526.960782247,495.40778852,14.1616749024,17.3913188253
 08/06  06:00:00,878.192522385,102.087533008,443.945732334,0.0,54.0258772165,176.889270242,462.006628352,424.977627735,28.3233498048,8.70565081222
 08/06  07:00:00,854.813234021,102.087533008,414.622938648,0.0,54.0258772165,184.38654557,444.731299767,384.854913952,42.4850247072,17.3913611084
 08/06  08:00:00,915.819842499,102.087533008,394.291482604,0.0,65.1572554096,220.04316451,419.162871468,345.057500168,56.6466996096,17.4586716898
 08/06  09:00:00,896.401922767,102.087533008,381.059832093,0.0,65.1572554096,212.545889182,384.246312727,324.227971473,42.4850247072,17.5333165465
 08/06  10:00:00,894.361205463,102.087533008,370.272870448,0.0,65.1572554096,220.04316451,402.140427049,304.940134649,70.808374512,26.391917888
 08/06  11:00:00,886.956035671,102.087533008,361.158079097,0.0,65.1572554096,220.04316451,383.544643238,286.340605022,70.808374512,26.395663704
 08/06  12:00:00,883.669407485,102.087533008,359.556582226,0.0,65.1572554096,220.04316451,375.412543469,278.209904498,70.808374512,26.3942644588
 08/06  13:00:00,876.660574432,102.087533008,360.186413656,0.0,65.1572554096,212.545889182,363.936986376,280.897377728,56.6466996096,26.3929090393
 08/06  14:00:00,879.356981255,102.087533008,362.768047124,0.0,65.1572554096,212.545889182,341.75428342,272.877698846,42.4850247072,26.3915598675
 08/06  15:00:00,881.821469854,102.087533008,365.492152293,0.0,65.1572554096,212.545889182,346.508380152,263.466382365,56.6466996096,26.3952981774
 08/06  16:00:00,859.820339431,102.087533008,368.58588875,0.0,65.1572554096,220.04316451,380.067099674,268.703122792,84.9700494144,26.3939274673
 08/06  17:00:00,827.129973505,102.087533008,383.534769257,0.0,54.0258772165,184.38654557,403.588402668,301.085161787,84.9700494144,17.5331914664
 08/06  18:00:00,804.470056941,102.087533008,391.935093731,0.0,44.4937663224,163.454314868,457.652132817,355.291588436,84.9700494144,17.3904949662
 08/06  19:00:00,808.865792965,102.087533008,404.091861868,0.0,44.4937663224,155.95703954,442.136217053,376.784280384,56.6466996096,8.70523705935
 08/06  20:00:00,786.77739714,102.087533008,397.573669453,0.0,44.4937663224,124.558693486,508.196055936,434.158778073,56.6466996096,17.3905782536
 08/06  21:00:00,786.487876994,102.087533008,397.549483543,0.0,44.4937663224,124.558693486,498.622978997,447.43268961,42.4850247072,8.70526467967
 08/06  22:00:00,783.104251786,102.087533008,404.821035754,0.0,34.9616554283,124.558693486,516.051340325,470.337378842,28.3233498048,17.3906116776
 08/06  23:00:00,786.277669895,102.087533008,407.103026887,0.0,34.9616554283,124.558693486,502.818210115,479.951248931,14.1616749024,8.70528628135
 08/06  24:00:00,786.50701171,102.087533008,420.865439692,0.0,34.9616554283,113.312780494,514.120898045,491.065559321,5.66466996096,17.3906687629
 08/07  01:00:00,802.870877269,102.087533008,426.711806272,0.0,46.0930336215,113.312780494,513.616887939,499.246911123,5.66466996096,8.70530685414
 08/07  02:00:00,802.435564541,102.087533008,426.230273298,0.0,46.0930336215,113.312780494,526.653742303,503.598382912,5.66466996096,17.3906894304
 08/07  03:00:00,811.771805389,102.087533008,436.359609785,0.0,46.0930336215,113.312780494,524.838868401,510.468872871,5.66466996096,8.7053255687
 08/07  04:00:00,911.605541812,102.087533008,446.762874717,0.0,100.150657288,148.969399434,516.158317108,493.102917221,5.66466996096,17.3907299257
 08/07  05:00:00,912.872514028,102.087533008,447.714864977,0.0,100.150657288,149.894399434,827.403705384,804.536675132,14.1616749024,8.70535534986
 08/07  06:00:00,1128.82754079,102.375385774,445.768283072,0.0,176.471037341,302.612436532,597.88524308,552.171104089,28.3233498048,17.3907891864
 08/07  07:00:00,1225.30049868,103.088345475,419.841935206,0.0,243.2593065,310.10971186,534.212519261,474.184508775,42.4850247072,17.5429857789
 08/07  08:00:00,1247.03313277,103.634005987,398.058158798,0.0,243.2593065,310.10971186,509.832087007,426.761918594,56.6466996096,26.4234688041
 08/07  09:00:00,1267.38238821,104.059562596,383.528317992,0.0,243.2593065,302.612436532,473.869872684,396.038312906,42.4850247072,35.3465350715
 08/07  10:00:00,1262.05321985,104.371067154,369.024704433,0.0,243.2593065,310.10971186,472.08030884,365.742896577,70.808374512,35.5290377512
 08/07  11:00:00,1257.07634855,104.803285369,361.541606147,0.0,243.2593065,310.10971186,454.733249114,348.328055506,70.808374512,35.596819096
 08/07  12:00:00,1211.97514535,105.605276603,357.46780896,0.0,243.2593065,310.10971186,443.148216181,336.91607409,70.808374512,35.4237675791
 08/07  13:00:00,1239.66439518,106.90011465,351.280792577,0.0,243.2593065,302.612436532,416.780018111,324.536366371,56.6466996096,35.5969521298
 08/07  14:00:00,1233.68841038,108.220045573,344.54407941,0.0,243.2593065,302.612436532,381.792190112,303.768259061,42.4850247072,35.5389063438
 08/07  15:00:00,1229.54544486,110.093261622,339.186465845,0.0,243.2593065,302.612436532,374.695795933,282.574160371,56.6466996096,35.4749359527
 08/07  16:00:00,1246.34819916,112.029847294,346.64582373,0.0,243.2593065,310.10971186,401.97401783,290.519740254,84.9700494144,26.4842281613
 08/07  17:00:00,1259.85941168,113.114898292,358.248560087,0.0,243.2593065,310.10971186,409.712100943,307.250326629,84.9700494144,17.4917248996
 08/07  18:00:00,1006.18707248,102.087533008,382.595691137,0.0,166.938926447,199.110933808,409.592525738,307.184789813,84.9700494144,17.4376865108
 08/07  19:00:00,1022.62556103,102.087533008,408.039348743,0.0,166.938926447,191.61365848,424.392631229,350.311667129,56.6466996096,17.43426449
 08/07  20:00:00,912.915658086,102.087533008,417.954170403,0.0,100.150657288,124.558693486,495.724559586,421.639874234,56.6466996096,17.4379857415
 08/07  21:00:00,874.728758508,102.087533008,419.385252913,0.0,100.150657288,124.558693486,489.990353797,438.797911833,42.4850247072,8.70741725701
 08/07  22:00:00,812.899920193,102.087533008,425.504509451,0.0,46.0930336215,124.558693486,508.529701487,462.816355498,28.3233498048,17.3899961839
 08/07  23:00:00,829.909535278,102.087533008,442.920705026,0.0,46.0930336215,124.558693486,497.318267178,474.451624521,14.1616749024,8.70496775537
 08/07  24:00:00,814.33765424,102.087533008,439.935045025,0.0,46.0930336215,113.312780494,503.423032594,480.368192386,5.66466996096,17.3901702472
 08/08  01:00:00,815.907743278,102.087533008,441.735947321,0.0,46.0930336215,113.312780494,499.994444216,485.62479012,5.66466996096,8.70498413509
 08/08  02:00:00,820.311792958,102.087533008,446.414200572,0.0,46.0930336215,113.312780494,514.549475762,491.494731726,5.66466996096,17.3900740749
 08/08  03:00:00,820.013234956,102.087533008,446.122390905,0.0,46.0930336215,113.312780494,509.689379349,495.319699445,5.66466996096,8.7050099435
 08/08  04:00:00,913.419131706,102.087533008,446.503877736,0.0,100.150657288,148.969399434,501.006296772,477.951507856,5.66466996096,17.3901189557
 08/08  05:00:00,909.156688737,102.278505432,441.150707974,0.0,100.150657288,149.894399434,675.283921858,652.417203113,14.1616749024,8.7050438424
 08/08  06:00:00,1129.97964958,103.70839147,444.540751719,0.0,176.471037341,302.612436532,541.647166006,495.933451296,28.3233498048,17.3903649052
 08/08  07:00:00,1240.76424401,105.20947158,434.728399646,0.0,243.2593065,310.10971186,508.038082988,448.014458981,42.4850247072,17.5385992999
 08/08  08:00:00,1257.41593625,106.4351724,407.094713512,0.0,243.2593065,310.10971186,488.169169275,405.097455098,56.6466996096,26.4250145672
 08/08  09:00:00,1270.2526475,107.682694865,383.513649068,0.0,243.2593065,302.612436532,445.806943999,367.966152196,42.4850247072,35.3557670957
 08/08  10:00:00,1260.73026976,108.872056798,363.311040265,0.0,243.2593065,310.10971186,442.358237253,336.011565566,70.808374512,35.5382971753
 08/08  11:00:00,1251.99127763,110.279428776,351.2784716,0.0,243.2593065,310.10971186,417.972723951,311.556798533,70.808374512,35.6075509061
 08/08  12:00:00,1194.32853058,111.651344224,335.70389411,0.0,243.2593065,310.10971186,390.154107028,283.913055572,70.808374512,35.4326769439
 08/08  13:00:00,1225.4190601,113.368022124,333.352865795,0.0,243.2593065,302.612436532,354.197631144,261.943774455,56.6466996096,35.6071570793
 08/08  14:00:00,1227.91029651,115.883262136,332.730992295,0.0,243.2593065,302.612436532,315.492568622,237.458571825,42.4850247072,35.5489720897
 08/08  15:00:00,1227.77113729,118.046432766,330.277747472,0.0,243.2593065,302.612436532,320.104757678,227.974043545,56.6466996096,35.4840145231
 08/08  16:00:00,1232.89665417,119.601334897,328.155418001,0.0,243.2593065,310.10971186,360.819565311,240.549654917,84.9700494144,35.2998609802
 08/08  17:00:00,1231.85675239,120.26585302,326.774491927,0.0,243.2593065,310.10971186,362.868854155,260.409052742,84.9700494144,17.4897519993
 08/08  18:00:00,976.164799341,102.087533008,352.790653212,0.0,166.938926447,199.110933808,402.740943832,300.337254506,84.9700494144,17.4336399115
 08/08  19:00:00,997.330645785,102.087533008,382.026038415,0.0,166.938926447,191.61365848,405.503522587,340.127867076,56.6466996096,8.72895590213
 08/08  20:00:00,892.402592606,102.087533008,396.526881833,0.0,100.150657288,124.558693486,479.489241354,405.406511236,56.6466996096,17.4360305082
 08/08  21:00:00,861.653028126,102.087533008,405.654334053,0.0,100.150657288,124.558693486,484.58465227,424.7047628,42.4850247072,17.394864762
 08/08  22:00:00,804.936110182,102.087533008,416.728651767,0.0,46.0930336215,124.558693486,488.034367973,451.004740727,28.3233498048,8.70627744064
 08/08  23:00:00,808.964308703,102.087533008,420.061699021,0.0,46.0930336215,124.558693486,493.101187106,461.54959505,14.1616749024,17.389917153
 08/08  24:00:00,816.898657342,102.087533008,442.201072759,0.0,46.0930336215,113.312780494,487.520373515,473.149396996,5.66466996096,8.70630655721
 08/09  01:00:00,810.707254438,102.087533008,436.137294932,0.0,46.0930336215,113.312780494,500.873376421,477.818745803,5.66466996096,17.389960657
 08/09  02:00:00,816.286477314,102.087533008,441.824382015,0.0,46.0930336215,113.312780494,496.098646102,481.72765514,5.66466996096,8.70632100115
 08/09  03:00:00,814.567900794,102.087533008,440.148405241,0.0,46.0930336215,113.312780494,507.935409152,484.880744333,5.66466996096,17.3899948583
 08/09  04:00:00,908.860285193,102.087533008,444.393974954,0.0,100.150657288,148.969399434,484.690296092,470.319284288,5.66466996096,8.70634184372
 08/09  05:00:00,907.523275359,102.561127568,441.442573735,0.0,100.150657288,149.894399434,646.094026729,614.540175985,14.1616749024,17.3921758411
 08/09  06:00:00,1112.73534593,104.682652548,426.084698728,0.0,176.471037341,302.612436532,504.773956771,467.744240407,28.3233498048,8.70636655935
 08/09  07:00:00,1188.42789073,107.916983046,374.575545194,0.0,243.2593065,310.10971186,462.653820456,393.866001994,42.4850247072,26.3027937547
 08/09  08:00:00,1199.83326771,109.212449457,342.140908761,0.0,243.2593065,310.10971186,418.333310556,335.262797768,56.6466996096,26.4238131783
 08/09  09:00:00,1224.12381489,110.367380797,332.924227293,0.0,243.2593065,302.612436532,345.998832727,276.998656228,42.4850247072,26.5151517922
 08/09  10:00:00,1239.01417657,112.429947935,337.632029898,0.0,243.2593065,310.10971186,342.08356099,235.727701967,70.808374512,35.5474845107
 08/09  11:00:00,1248.96454401,115.121583802,341.968367917,0.0,243.2593065,310.10971186,310.982102989,195.664549166,70.808374512,44.5091793113
 08/09  12:00:00,1216.53951609,118.126317132,346.798267797,0.0,243.2593065,310.10971186,273.307389829,175.920585173,70.808374512,26.5784301441
 08/09  13:00:00,1252.9509243,120.687413184,347.043816438,0.0,243.2593065,302.612436532,271.539188211,170.384116606,56.6466996096,44.5083719956
 08/09  14:00:00,1256.17097898,124.625145512,346.26624752,0.0,243.2593065,302.612436532,226.003459769,147.991431241,42.4850247072,35.5270038211
 08/09  15:00:00,1261.69030461,130.856010474,345.549838273,0.0,243.2593065,302.612436532,202.362387506,110.251765602,56.6466996096,35.4639222943
 08/09  16:00:00,1268.0131991,132.340817152,343.85718845,0.0,243.2593065,310.10971186,231.572341867,120.118607493,84.9700494144,26.4836849595
 08/09  17:00:00,1264.96789552,130.648381773,342.627529062,0.0,243.2593065,310.10971186,257.364398218,154.899949606,84.9700494144,17.4943991983
 08/09  18:00:00,953.404100952,102.087533008,331.472373357,0.0,166.938926447,199.110933808,317.484545784,215.076661078,84.9700494144,17.4378352921
 08/09  19:00:00,969.202277072,102.087533008,352.524635619,0.0,166.938926447,191.61365848,361.047610664,286.965780231,56.6466996096,17.435130824
 08/09  20:00:00,885.822307679,102.087533008,387.916009479,0.0,100.150657288,124.558693486,445.07046273,379.697116687,56.6466996096,8.7266464332
 08/09  21:00:00,866.507619988,102.087533008,409.716471388,0.0,100.150657288,124.558693486,471.638034506,411.756578275,42.4850247072,17.3964315237
 08/09  22:00:00,810.984163217,102.087533008,422.868386073,0.0,46.0930336215,124.558693486,484.055371446,443.691128664,28.3233498048,12.0408929769
 08/09  23:00:00,818.243007012,102.087533008,429.750648542,0.0,46.0930336215,124.558693486,485.369750493,457.154339719,14.1616749024,14.0537358723
 08/09  24:00:00,813.329494205,102.087533008,437.872086023,0.0,46.0930336215,113.312780494,485.540075153,465.855728576,5.66466996096,14.0196766166
 08/10  01:00:00,820.895510914,102.087533008,446.248060662,0.0,46.0930336215,113.312780494,491.226504172,473.487406877,5.66466996096,12.0744273344
 08/10  02:00:00,821.209094804,102.087533008,447.671261332,0.0,46.0930336215,113.312780494,502.98775713,481.172188715,5.66466996096,16.1508984545
 08/10  03:00:00,817.878119322,102.087533008,445.185213931,0.0,46.0930336215,113.312780494,503.290036872,487.681917234,5.66466996096,9.94344967733
 08/10  04:00:00,908.01391079,102.087533008,444.510576141,0.0,100.150657288,148.969399434,493.575067465,470.520427904,5.66466996096,17.3899696001
 08/10  05:00:00,911.246405816,102.8077718,444.970575258,0.0,100.150657288,149.894399434,626.203749834,603.337111409,14.1616749024,8.70496352253
 08/10  06:00:00,1132.51105837,105.224057236,446.526550074,0.0,176.471037341,302.612436532,514.831374338,469.117992133,28.3233498048,17.3900324001
 08/10  07:00:00,1227.87488368,108.692753783,416.724205179,0.0,243.2593065,310.10971186,472.839829042,412.81269517,42.4850247072,17.5421091641
 08/10  08:00:00,1241.01620923,110.352272265,384.27977346,0.0,243.2593065,310.10971186,451.250542357,368.181495449,56.6466996096,26.4223472985
 08/10  09:00:00,1268.62698304,111.702800018,376.438900304,0.0,243.2593065,302.612436532,418.452313451,340.62211583,42.4850247072,35.3451729141
 08/10  10:00:00,1259.08306413,113.092070314,356.349262931,0.0,243.2593065,310.10971186,420.712636765,314.376791589,70.808374512,35.5274706635
 08/10  11:00:00,1239.2725005,114.797576303,335.059433047,0.0,243.2593065,310.10971186,382.124791938,275.721417375,70.808374512,35.5950000514
 08/10  12:00:00,1195.49499112,116.243039886,332.020074558,0.0,243.2593065,310.10971186,362.291999483,256.061375236,70.808374512,35.422249735
 08/10  13:00:00,1235.86489439,119.193525677,334.841220303,0.0,243.2593065,302.612436532,323.153750628,230.911841488,56.6466996096,35.5952095302
 08/10  14:00:00,1241.79652795,122.149150487,337.420315788,0.0,243.2593065,302.612436532,276.640378851,198.618168143,42.4850247072,35.5371860008
 08/10  15:00:00,1248.9066677,126.382133363,339.466435443,0.0,243.2593065,302.612436532,264.1140143,171.993938733,56.6466996096,35.4733759575
 08/10  16:00:00,1252.34580691,127.444955419,336.006189962,0.0,243.2593065,310.10971186,297.70915043,186.256156475,84.9700494144,26.4829445409
 08/10  17:00:00,1245.1383971,127.010387709,330.81711179,0.0,243.2593065,310.10971186,322.024184471,219.563152781,84.9700494144,17.4909822753
 08/10  18:00:00,970.070156544,102.087533008,346.72507305,0.0,166.938926447,199.110933808,367.538084754,265.130648397,84.9700494144,17.437386942
 08/10  19:00:00,995.091695779,102.087533008,377.631481865,0.0,166.938926447,191.61365848,386.505111844,312.424867806,56.6466996096,17.4335444283
 08/10  20:00:00,895.41596698,102.087533008,398.049271673,0.0,100.150657288,124.558693486,463.186030722,389.102159192,56.6466996096,17.4371719205
 08/10  21:00:00,864.679587407,102.087533008,407.839934934,0.0,100.150657288,124.558693486,464.995415263,413.803320536,42.4850247072,8.70707002027
 08/10  22:00:00,801.00425589,102.087533008,412.155625688,0.0,46.0930336215,124.558693486,485.331726457,439.616548122,28.3233498048,17.391828531
 08/10  23:00:00,802.735545453,102.087533008,412.992979574,0.0,46.0930336215,124.558693486,473.622157951,450.75587177,14.1616749024,8.70461127834
 08/10  24:00:00,814.447758986,102.087533008,439.450876421,0.0,46.0930336215,113.312780494,488.318204708,465.261513746,5.66466996096,17.3920210009
 08/11  01:00:00,805.840320082,102.087533008,430.929854896,0.0,46.0930336215,113.312780494,485.025440402,470.656147109,5.66466996096,8.70462333179
 08/11  02:00:00,816.908791868,102.087533008,442.445950975,0.0,46.0930336215,113.312780494,499.947639107,476.891053824,5.66466996096,17.3919153216
 08/11  03:00:00,813.105238873,102.087533008,438.410073385,0.0,46.0930336215,113.312780494,495.902798349,481.53347615,5.66466996096,8.70465223813
 08/11  04:00:00,907.150480819,102.087533008,439.111698478,0.0,100.150657288,148.969399434,487.547835527,464.491202334,5.66466996096,17.3919632323
 08/11  05:00:00,915.825991633,102.909076914,447.370541832,0.0,100.150657288,149.894399434,619.117762219,596.251403679,14.1616749024,8.70468363731
 08/11  06:00:00,1130.37754348,105.575667636,442.628398625,0.0,176.471037341,302.612436532,506.433046631,460.716617891,28.3233498048,17.393078935
 08/11  07:00:00,1229.0586503,109.564781102,417.198836402,0.0,243.2593065,310.10971186,462.877199947,402.849750264,42.4850247072,17.5424249759
 08/11  08:00:00,1260.75503514,111.097459604,405.22569163,0.0,243.2593065,310.10971186,459.569445777,376.498820857,56.6466996096,26.4239253095
 08/11  09:00:00,1270.49954039,112.490281554,378.403108858,0.0,243.2593065,302.612436532,422.698888721,344.859701427,42.4850247072,35.3541625867
 08/11  10:00:00,1265.47918379,113.808437878,363.061286411,0.0,243.2593065,310.10971186,427.119465204,320.774299576,70.808374512,35.5367911163
 08/11  11:00:00,1255.51482949,115.250802577,349.587832512,0.0,243.2593065,310.10971186,407.22790901,300.813728704,70.808374512,35.6058057944
 08/11  12:00:00,1196.02718051,116.713706203,332.43809289,0.0,243.2593065,310.10971186,377.871854252,271.632246182,70.808374512,35.4312335579
 08/11  13:00:00,1231.76441458,118.546796381,332.901719766,0.0,243.2593065,302.612436532,335.73036621,243.478159618,56.6466996096,35.6055069824
 08/11  14:00:00,1238.09882581,122.125312817,334.153306807,0.0,243.2593065,302.612436532,286.48133468,208.448964931,42.4850247072,35.547345042
 08/11  15:00:00,1241.16812856,124.699975381,334.8842555,0.0,243.2593065,302.612436532,291.888689058,199.759436617,56.6466996096,35.4825528309
 08/11  16:00:00,1250.79925853,127.327725317,334.961748573,0.0,243.2593065,310.10971186,304.640339812,193.102167454,84.9700494144,26.5681229436
 08/11  17:00:00,1251.83884659,128.962501248,334.334467883,0.0,243.2593065,310.10971186,312.370234879,201.260313767,84.9700494144,26.1398716979
 08/11  18:00:00,962.644675343,102.087533008,340.075023616,0.0,166.938926447,199.110933808,332.447485061,238.750597068,84.9700494144,8.72683857865
 08/11  19:00:00,991.299307276,102.087533008,374.883279502,0.0,166.938926447,191.61365848,370.779933693,296.695243844,56.6466996096,17.4379902394
 08/11  20:00:00,897.654445314,102.087533008,401.271285566,0.0,100.150657288,124.558693486,458.132335516,384.049056758,56.6466996096,17.4365791485
 08/11  21:00:00,862.17924433,102.087533008,405.78348621,0.0,100.150657288,124.558693486,469.635153887,409.75431252,42.4850247072,17.3958166593
 08/11  22:00:00,796.037967702,102.087533008,406.878177797,0.0,46.0930336215,124.558693486,472.419729278,435.390419563,28.3233498048,8.70595991059
 08/11  23:00:00,798.18811686,102.087533008,408.222948181,0.0,46.0930336215,124.558693486,476.541225882,444.990214596,14.1616749024,17.3893363837
 08/11  24:00:00,803.387399924,102.087533008,427.585799632,0.0,46.0930336215,113.312780494,471.70260137,457.331939593,5.66466996096,8.70599181603
 08/12  01:00:00,794.993824233,102.087533008,419.002997341,0.0,46.0930336215,113.312780494,485.596848241,462.542787211,5.66466996096,17.3893910691
 08/12  02:00:00,793.482649388,102.087533008,416.781616692,0.0,46.0930336215,113.312780494,480.998740178,466.62805583,5.66466996096,8.70601438674
 08/12  03:00:00,805.80808178,102.087533008,430.057919827,0.0,46.0930336215,113.312780494,496.846535707,473.792430359,5.66466996096,17.3894353876
 08/12  04:00:00,825.653368987,102.087533008,440.666639443,0.0,55.6251445156,113.312780494,483.596867113,469.226158579,5.66466996096,8.70603857303
 08/12  05:00:00,827.47126723,102.087533008,442.853929222,0.0,55.6251445156,113.312780494,504.529226668,472.978071922,14.1616749024,17.3894798435
 08/12  06:00:00,875.973489192,102.087533008,428.857839517,0.0,65.1572554096,176.889270242,442.113975164,405.084562647,28.3233498048,8.70606271151
 08/12  07:00:00,977.321417184,102.659452867,410.653784034,0.0,109.682768182,220.96816451,564.29541509,504.418360086,42.4850247072,17.392030297
 08/12  08:00:00,969.201779921,102.843263914,390.733421247,0.0,109.682768182,220.96816451,506.871048914,432.7531371,56.6466996096,17.4712122042
 08/12  09:00:00,1061.8470834,104.069333565,373.197644729,0.0,131.945524568,266.955817592,446.240066643,386.207350817,42.4850247072,17.547691119
 08/12  10:00:00,1060.58841672,104.293194345,363.394421837,0.0,131.945524568,274.45309292,449.23412216,352.006891617,70.808374512,26.4188560317
 08/12  11:00:00,1059.19966785,104.492615723,360.577476979,0.0,131.945524568,274.45309292,436.189920804,338.961939522,70.808374512,26.4196067707
 08/12  12:00:00,1021.96504977,104.589123936,355.775256855,0.0,131.945524568,274.45309292,423.05865295,325.835220681,70.808374512,26.4150577578
 08/12  13:00:00,1009.92528168,104.700927582,351.863238422,0.0,131.945524568,266.955817592,397.539167046,314.476905235,56.6466996096,26.4155622008
 08/12  14:00:00,1007.47220983,105.19293686,349.254703611,0.0,131.945524568,266.955817592,363.785859597,294.885703589,42.4850247072,26.4151313008
 08/12  15:00:00,933.902951833,102.087533008,354.702993196,0.0,109.682768182,212.545889182,309.057068803,225.994248645,56.6466996096,26.4161205481
 08/12  16:00:00,948.067127845,102.087533008,361.33444505,0.0,109.682768182,220.04316451,344.327795749,232.027653141,84.9700494144,27.3300931938
 08/12  17:00:00,912.242803105,102.087533008,367.553447067,0.0,109.682768182,220.04316451,358.183902214,247.827122084,84.9700494144,25.3867307156
 08/12  18:00:00,891.442548871,102.087533008,387.224421069,0.0,100.150657288,199.110933808,400.618335292,306.942584371,84.9700494144,8.70570150655
 08/12  19:00:00,898.138333276,102.087533008,402.09384621,0.0,100.150657288,191.61365848,420.345768718,346.307615639,56.6466996096,17.3914534694
 08/12  20:00:00,811.74269825,102.087533008,412.934977112,0.0,55.6251445156,124.558693486,483.748960503,418.396532747,56.6466996096,8.70572814637
 08/12  21:00:00,808.484662042,102.087533008,409.948114578,0.0,55.6251445156,124.558693486,494.2269139,434.350391442,42.4850247072,17.3914977516
 08/12  22:00:00,800.270157446,102.087533008,411.774047913,0.0,46.0930336215,124.558693486,491.785665791,454.705608418,28.3233498048,8.75670756868
 08/12  23:00:00,803.981632769,102.087533008,414.572267998,0.0,46.0930336215,124.558693486,496.182447988,464.680262699,14.1616749024,17.3405103863
 08/12  24:00:00,801.144490529,102.087533008,425.129783206,0.0,46.0930336215,113.312780494,488.684152867,472.184155291,5.66466996096,10.8353276157
 08/13  01:00:00,782.422721396,102.087533008,417.293952677,0.0,34.9616554283,113.312780494,497.758862657,476.834141493,5.66466996096,15.260051203
 08/13  02:00:00,779.033648178,102.087533008,413.282615722,0.0,34.9616554283,113.312780494,497.343924549,478.522272371,5.66466996096,13.1569822177
 08/13  03:00:00,779.887992719,102.087533008,414.146055643,0.0,34.9616554283,113.312780494,499.886104188,481.284135753,5.66466996096,12.9372984732
 08/13  04:00:00,795.378744401,102.087533008,419.937484471,0.0,44.4937663224,113.312780494,495.749643714,474.539043734,5.66466996096,15.5459300196
 08/13  05:00:00,796.333242062,102.087533008,421.251361778,0.0,44.4937663224,113.312780494,502.525683244,477.815705899,14.1616749024,10.5483024427
