Date/Time,Electricity:Facility [kW](Hourly),Fans:Electricity [kW](Hourly),Cooling:Electricity [kW](Hourly),Heating:Electricity [kW](Hourly),InteriorLights:Electricity [kW](Hourly),InteriorEquipment:Electricity [kW](Hourly),Gas:Facility [kW](Hourly),Heating:Gas [kW](Hourly),InteriorEquipment:Gas [kW](Hourly),Water Heater:WaterSystems:Gas [kW](Hourly)
 01/01  01:00:00,778.007969062,102.087533008,409.661493908,0.0,34.9616554283,113.312780494,645.486393693,631.103360027,5.66466996096,8.71836370542
 01/01  02:00:00,776.241750053,102.087533008,412.574796603,0.0,34.9616554283,113.312780494,658.620280535,635.539107428,5.66466996096,17.4165031461
 01/01  03:00:00,779.357337671,102.087533008,412.809061363,0.0,34.9616554283,113.312780494,667.231361929,644.151709532,5.66466996096,17.4149824364
 01/01  04:00:00,778.737196133,102.087533008,410.759535024,0.0,34.9616554283,113.312780494,667.086263483,652.702863416,5.66466996096,8.71873010612
 01/01  05:00:00,787.835835013,102.087533008,406.741771365,0.0,44.4937663224,113.312780494,675.246367046,652.1646264,5.66466996096,17.4170706842
 01/01  06:00:00,786.181353863,102.087533008,401.129227505,0.0,44.4937663224,113.312780494,688.518150283,656.941022477,14.1616749024,17.4154529027
 01/01  07:00:00,853.508881122,102.087533008,400.777287864,0.0,54.0258772165,176.889270242,623.801710739,586.759374477,28.3233498048,8.71898645647
 01/01  08:00:00,859.135138491,102.087533008,401.762730475,0.0,54.0258772165,184.38654557,630.849182587,570.949549751,42.4850247072,17.4146081286
 01/01  09:00:00,928.7459153,102.087533008,402.643021574,0.0,65.1572554096,220.04316451,579.013941952,504.87154965,56.6466996096,17.4956926927
 01/01  10:00:00,918.674958022,102.087533008,412.147399533,0.0,65.1572554096,212.545889182,532.843152907,464.008079303,42.4850247072,26.3500488966
 01/01  11:00:00,933.686398459,102.087533008,420.566459809,0.0,65.1572554096,220.04316451,544.853637143,447.574476843,70.808374512,26.4707857879
 01/01  12:00:00,939.749652634,102.087533008,425.347477781,0.0,65.1572554096,220.04316451,543.138479071,445.859524387,70.808374512,26.4705801722
 01/01  13:00:00,942.399316863,102.087533008,428.719278125,0.0,65.1572554096,220.04316451,545.441180113,439.340013346,70.808374512,35.292792255
 01/01  14:00:00,939.027382587,102.087533008,432.151392567,0.0,65.1572554096,212.545889182,503.487369198,420.367770198,56.6466996096,26.4728993904
 01/01  15:00:00,944.336200103,102.087533008,432.725571058,0.0,65.1572554096,212.545889182,458.277047784,389.318840204,42.4850247072,26.4731828724
 01/01  16:00:00,956.800764558,102.087533008,426.883487575,0.0,65.1572554096,212.545889182,482.367066696,390.429368187,56.6466996096,35.2909988994
 01/01  17:00:00,920.947656025,102.087533008,430.478336726,0.0,65.1572554096,220.04316451,556.613233357,445.168080931,84.9700494144,26.4751030114
 01/01  18:00:00,880.490003544,102.087533008,429.610972626,0.0,54.0258772165,184.38654557,600.392422869,489.073813782,84.9700494144,26.3485596729
 01/01  19:00:00,865.248458905,102.087533008,425.642107461,0.0,44.4937663224,163.454314868,626.77361216,533.084576733,84.9700494144,8.71898601289
 01/01  20:00:00,859.644883782,102.087533008,420.640102469,0.0,44.4937663224,155.95703954,617.217767045,543.156458857,56.6466996096,17.414608579
 01/01  21:00:00,824.910022402,102.087533008,417.828241322,0.0,44.4937663224,124.558693486,660.796133785,586.733512407,56.6466996096,17.4159217687
 01/01  22:00:00,826.641002683,102.087533008,413.955525746,0.0,44.4937663224,124.558693486,647.05728876,595.853019341,42.4850247072,8.7192447115
 01/01  23:00:00,808.70025603,102.087533008,412.234040262,0.0,34.9616554283,124.558693486,661.788447948,616.0500333,28.3233498048,17.4150648429
 01/01  24:00:00,801.40817135,102.087533008,410.196036556,0.0,34.9616554283,124.558693486,659.020497598,627.442412912,14.1616749024,17.4164097832
 01/02  01:00:00,789.000674141,102.087533008,411.516238761,0.0,46.0930336215,113.312780494,640.930899812,626.546667601,5.66466996096,8.71956224929
 01/02  02:00:00,802.397652711,102.087533008,413.158182288,0.0,46.0930336215,113.312780494,655.91652085,632.836186058,5.66466996096,17.4156648311
 01/02  03:00:00,803.691737537,102.087533008,405.445069057,0.0,46.0930336215,113.312780494,663.625996981,640.544259362,5.66466996096,17.4170676585
 01/02  04:00:00,804.334909155,102.087533008,398.872600204,0.0,46.0930336215,113.312780494,664.62621774,650.244654954,5.66466996096,8.71689282512
 01/02  05:00:00,884.631536766,102.087533008,395.081370475,0.0,100.150657288,148.969399434,638.713451694,615.632459322,5.66466996096,17.4163224112
 01/02  06:00:00,880.814701403,102.087533008,400.028370787,0.0,100.150657288,149.894399434,1186.74524049,1155.16594754,14.1616749024,17.4176180504
 01/02  07:00:00,1117.44402754,102.087533008,405.290335568,0.0,176.471037341,302.612436532,790.283726089,753.243239391,28.3233498048,8.7171368929
 01/02  08:00:00,1227.4320525,102.087533008,407.100571268,0.0,243.2593065,310.10971186,745.079933477,676.227304287,42.4850247072,26.3676044824
 01/02  09:00:00,1271.2373627,102.087533008,410.358601524,0.0,243.2593065,310.10971186,698.064712063,606.084884257,56.6466996096,35.3331281966
 01/02  10:00:00,1314.4011954,102.087533008,416.043919166,0.0,243.2593065,302.612436532,623.591222631,546.829409269,42.4850247072,34.2767886552
 01/02  11:00:00,1333.06337016,102.087533008,419.645860066,0.0,243.2593065,310.10971186,609.277220598,501.589170456,70.808374512,36.8796756297
 01/02  12:00:00,1334.06882113,102.155678901,418.861826605,0.0,243.2593065,310.10971186,584.320729113,468.803339233,70.808374512,44.709015368
 01/02  13:00:00,1284.42152628,102.271054605,422.349434316,0.0,243.2593065,310.10971186,555.534565221,449.16402649,70.808374512,35.562164219
 01/02  14:00:00,1313.55093065,102.415382962,425.286453444,0.0,243.2593065,302.612436532,533.632594532,432.279274844,56.6466996096,44.7066200785
 01/02  15:00:00,1310.68926401,102.789842798,433.421671718,0.0,243.2593065,302.612436532,494.614503723,416.438591488,42.4850247072,35.6908875281
 01/02  16:00:00,1311.5217631,103.081093233,434.719550606,0.0,243.2593065,302.612436532,518.145102821,416.968215895,56.6466996096,44.5301873156
 01/02  17:00:00,1319.70749663,103.125248532,433.319714867,0.0,243.2593065,310.10971186,571.306466552,459.757299569,84.9700494144,26.5791175687
 01/02  18:00:00,1329.13087308,103.513110304,431.734141254,0.0,243.2593065,310.10971186,588.999452055,477.746227377,84.9700494144,26.2831752635
 01/02  19:00:00,1065.30311789,102.087533008,429.17132618,0.0,166.938926447,199.110933808,546.457215476,444.019671314,84.9700494144,17.4674947479
 01/02  20:00:00,1073.7906097,102.087533008,425.69344728,0.0,166.938926447,191.61365848,523.25683686,449.142290921,56.6466996096,17.4678463299
 01/02  21:00:00,923.863202048,102.087533008,423.300848924,0.0,100.150657288,124.558693486,570.881978262,496.767046936,56.6466996096,17.4682317161
 01/02  22:00:00,872.906084101,102.087533008,423.455583292,0.0,100.150657288,124.558693486,567.246520815,507.34028107,42.4850247072,17.4212150378
 01/02  23:00:00,805.602710639,102.087533008,423.476121589,0.0,46.0930336215,124.558693486,562.835841408,525.793481831,28.3233498048,8.71900977245
 01/02  24:00:00,814.418656775,102.087533008,421.622510065,0.0,46.0930336215,124.558693486,563.919851259,532.344141907,14.1616749024,17.4140344501
 01/03  01:00:00,796.455771683,102.087533008,419.783459839,0.0,46.0930336215,113.312780494,559.180477374,536.099707224,5.66466996096,17.4161001888
 01/03  02:00:00,801.241220064,102.087533008,421.204333983,0.0,46.0930336215,113.312780494,554.824991596,540.440964443,5.66466996096,8.71935719225
 01/03  03:00:00,817.274788956,102.087533008,421.297941046,0.0,46.0930336215,113.312780494,559.815145725,536.735155172,5.66466996096,17.4153205922
 01/03  04:00:00,835.616429716,102.087533008,421.093742558,0.0,46.0930336215,113.312780494,555.890281013,532.808910525,5.66466996096,17.4167005273
 01/03  05:00:00,924.555460341,102.087533008,423.619866584,0.0,100.150657288,148.969399434,527.196229104,512.811894562,5.66466996096,8.7196645811
 01/03  06:00:00,919.000436939,102.087533008,424.351788378,0.0,100.150657288,149.894399434,864.637993686,833.06088977,14.1616749024,17.4154290133
 01/03  07:00:00,1139.19085818,102.321455381,423.022207668,0.0,176.471037341,302.612436532,635.381147208,589.640518737,28.3233498048,17.4172786662
 01/03  08:00:00,1253.68490936,102.682292103,420.767735764,0.0,243.2593065,310.10971186,609.07452556,541.822168964,42.4850247072,24.7673318886
 01/03  09:00:00,1297.39581679,103.032791141,418.780786264,0.0,243.2593065,310.10971186,578.586646318,493.820831769,56.6466996096,28.1191149392
 01/03  10:00:00,1337.99015523,103.378647726,419.33575686,0.0,243.2593065,302.612436532,530.535247839,452.576507734,42.4850247072,35.4737153985
 01/03  11:00:00,1331.61710559,103.782009206,422.107508834,0.0,243.2593065,310.10971186,533.861256488,427.358341185,70.808374512,35.6945407916
 01/03  12:00:00,1333.49065184,104.519743057,415.40303987,0.0,243.2593065,310.10971186,530.532533557,415.021254991,70.808374512,44.7029040545
 01/03  13:00:00,1289.22917401,105.77822534,397.34757908,0.0,243.2593065,310.10971186,502.373234882,395.991837907,70.808374512,35.573022463
 01/03  14:00:00,1326.01660444,106.857479953,390.026287818,0.0,243.2593065,302.612436532,475.303282335,373.947640822,56.6466996096,44.7089419034
 01/03  15:00:00,1328.47320283,107.617990489,386.369189418,0.0,243.2593065,302.612436532,452.335819258,365.226065102,42.4850247072,44.6247294489
 01/03  16:00:00,1326.54544675,108.125496094,405.702137962,0.0,243.2593065,302.612436532,470.327613367,378.068901051,56.6466996096,35.6120127068
 01/03  17:00:00,1350.65025356,108.349812338,416.981322092,0.0,243.2593065,310.10971186,533.258153464,412.869687054,84.9700494144,35.4184169958
 01/03  18:00:00,1371.85147941,108.932458576,421.919483007,0.0,243.2593065,310.10971186,529.240320603,426.737916524,84.9700494144,17.5323546645
 01/03  19:00:00,1101.31915353,102.087533008,421.310342991,0.0,166.938926447,199.110933808,527.307961343,424.870114176,84.9700494144,17.4677977525
 01/03  20:00:00,1071.97700997,102.087533008,419.591331987,0.0,166.938926447,191.61365848,510.319059346,436.207108757,56.6466996096,17.4652509793
 01/03  21:00:00,938.41772609,102.087533008,418.158434617,0.0,100.150657288,124.558693486,557.013632281,482.899337843,56.6466996096,17.467594828
 01/03  22:00:00,874.878599211,102.087533008,417.70790417,0.0,100.150657288,124.558693486,552.408420141,492.500605055,42.4850247072,17.4227903781
 01/03  23:00:00,803.950683026,102.087533008,422.580360527,0.0,46.0930336215,124.558693486,559.156133381,513.417173172,28.3233498048,17.4156104041
 01/03  24:00:00,806.374577842,102.087533008,424.015517699,0.0,46.0930336215,124.558693486,545.719002218,522.838254532,14.1616749024,8.71907278327
 01/04  01:00:00,793.219668672,102.087533008,422.801142757,0.0,46.0930336215,113.312780494,549.732343124,526.651776148,5.66466996096,17.4158970155
 01/04  02:00:00,792.084822644,102.087533008,420.335050442,0.0,46.0930336215,113.312780494,553.890219105,530.809266576,5.66466996096,17.4162825684
 01/04  03:00:00,789.561773883,102.087533008,419.683178079,0.0,46.0930336215,113.312780494,549.536895749,535.152770785,5.66466996096,8.71945500282
 01/04  04:00:00,792.328272521,102.087533008,417.851536241,0.0,46.0930336215,113.312780494,565.217307443,542.137119104,5.66466996096,17.4155183778
 01/04  05:00:00,885.448449732,102.087533008,409.048870324,0.0,100.150657288,148.969399434,552.753002918,529.671414211,5.66466996096,17.4169187461
 01/04  06:00:00,876.635436457,102.253258085,403.540585692,0.0,100.150657288,149.894399434,806.430010535,783.548542411,14.1616749024,8.71979322198
 01/04  07:00:00,1103.62542235,103.068440225,404.740799373,0.0,176.471037341,302.612436532,627.563752941,581.823130799,28.3233498048,17.4172723369
 01/04  08:00:00,1222.25131301,104.268547194,404.43929334,0.0,243.2593065,310.10971186,606.167945131,537.312894248,42.4850247072,26.3700261758
 01/04  09:00:00,1256.63805976,105.336441366,409.061843383,0.0,243.2593065,310.10971186,584.110182713,500.957633643,56.6466996096,26.5058494605
 01/04  10:00:00,1295.67003084,106.104563767,414.945832913,0.0,243.2593065,302.612436532,565.418843623,487.450173899,42.4850247072,35.4836450176
 01/04  11:00:00,1307.70587981,106.979176515,417.312968576,0.0,243.2593065,310.10971186,576.744036162,461.31534917,70.808374512,44.6203124802
 01/04  12:00:00,1312.04467554,107.99035823,418.921962675,0.0,243.2593065,310.10971186,537.234933105,430.660070986,70.808374512,35.7664876063
 01/04  13:00:00,1272.02927898,108.65841393,421.746782931,0.0,243.2593065,310.10971186,532.108568036,416.847089472,70.808374512,44.4531040513
 01/04  14:00:00,1307.36617531,109.450245532,424.271643201,0.0,243.2593065,302.612436532,486.697711286,394.286768737,56.6466996096,35.7642429394
 01/04  15:00:00,1306.27223366,109.530912947,425.57775717,0.0,243.2593065,302.612436532,489.673330245,402.576213245,42.4850247072,44.6120922933
 01/04  16:00:00,1309.42779659,110.044651073,428.034271178,0.0,243.2593065,302.612436532,503.995397906,411.724363092,56.6466996096,35.6243352047
 01/04  17:00:00,1322.67320157,110.331062045,430.617875072,0.0,243.2593065,310.10971186,557.720267993,437.321162527,84.9700494144,35.4290560519
 01/04  18:00:00,1333.64000759,110.765020808,429.821518712,0.0,243.2593065,310.10971186,548.920500057,446.421377862,84.9700494144,17.5290727802
 01/04  19:00:00,1056.90374243,102.087533008,427.574303649,0.0,166.938926447,199.110933808,547.330113349,444.88942813,84.9700494144,17.4706358043
 01/04  20:00:00,1047.88258936,102.087533008,425.501431066,0.0,166.938926447,191.61365848,529.544501503,451.713544365,56.6466996096,21.1842575281
 01/04  21:00:00,912.573684841,102.087533008,424.14237385,0.0,100.150657288,124.558693486,573.211744798,494.092466632,56.6466996096,22.4725785572
 01/04  22:00:00,872.684978626,102.087533008,423.743561082,0.0,100.150657288,124.558693486,552.335438056,501.128452691,42.4850247072,8.72196065773
 01/04  23:00:00,807.706491282,102.087533008,420.926233527,0.0,46.0930336215,124.558693486,569.90661588,524.168338111,28.3233498048,17.4149279641
 01/04  24:00:00,802.573259763,102.087533008,417.677578267,0.0,46.0930336215,124.558693486,561.897289213,530.319264616,14.1616749024,17.4163496952
 01/05  01:00:00,789.538917734,102.087533008,419.300934896,0.0,46.0930336215,113.312780494,549.642105567,535.257897673,5.66466996096,8.71953793319
 01/05  02:00:00,790.1920982,102.087533008,418.480850363,0.0,46.0930336215,113.312780494,562.408203602,539.327833477,5.66466996096,17.4157001641
 01/05  03:00:00,795.703719773,102.087533008,414.059784719,0.0,46.0930336215,113.312780494,571.037118661,547.955321613,5.66466996096,17.4171270871
 01/05  04:00:00,794.631654275,102.087533008,401.935470739,0.0,46.0930336215,113.312780494,571.650887959,557.26713622,5.66466996096,8.71908177729
 01/05  05:00:00,875.57706916,102.087533008,397.004147826,0.0,100.150657288,148.969399434,562.613640017,539.532649399,5.66466996096,17.4163206569
 01/05  06:00:00,876.949948749,102.563413165,394.978249086,0.0,100.150657288,149.894399434,829.761699919,798.182223748,14.1616749024,17.4178012691
 01/05  07:00:00,1099.79054496,103.67840709,397.896033586,0.0,176.471037341,302.612436532,629.240649058,592.200034569,28.3233498048,8.7172646844
 01/05  08:00:00,1217.50400121,105.74224981,405.303789615,0.0,243.2593065,310.10971186,615.716413979,546.861184422,42.4850247072,26.3702048494
 01/05  09:00:00,1254.78507282,106.957057149,410.831920432,0.0,243.2593065,310.10971186,598.323681781,506.342204623,56.6466996096,35.334777549
 01/05  10:00:00,1292.18386589,107.828592092,414.211795421,0.0,243.2593065,302.612436532,560.58085406,482.676948834,42.4850247072,35.418880519
 01/05  11:00:00,1303.21377557,108.914336247,415.905689711,0.0,243.2593065,310.10971186,548.771004046,442.228371589,70.808374512,35.7342579443
 01/05  12:00:00,1310.1841741,109.757401812,417.363130085,0.0,243.2593065,310.10971186,537.19495177,421.673750926,70.808374512,44.7128263312
 01/05  13:00:00,1272.22689068,110.714648617,418.417830558,0.0,243.2593065,310.10971186,514.38049281,408.006977085,70.808374512,35.5651412136
 01/05  14:00:00,1305.49501389,111.714182014,421.209146091,0.0,243.2593065,302.612436532,482.144233424,380.786638345,56.6466996096,44.7108954691
 01/05  15:00:00,1311.08685414,112.15772122,426.95390603,0.0,243.2593065,302.612436532,440.746752143,362.566982581,42.4850247072,35.6947448552
 01/05  16:00:00,1313.94040517,112.128217607,430.44696312,0.0,243.2593065,302.612436532,471.524621075,370.350126228,56.6466996096,44.5277952374
 01/05  17:00:00,1323.28528149,111.80076037,429.575289795,0.0,243.2593065,310.10971186,524.590653615,413.04226977,84.9700494144,26.5783344311
 01/05  18:00:00,1333.36435535,112.089650435,428.270667274,0.0,243.2593065,310.10971186,545.596599842,434.34128826,84.9700494144,26.2852621679
 01/05  19:00:00,1054.58846075,102.087533008,425.399802979,0.0,166.938926447,199.110933808,541.940403504,439.501401968,84.9700494144,17.4689521213
 01/05  20:00:00,1048.89899022,102.087533008,422.230275795,0.0,166.938926447,191.61365848,521.176432798,447.060391729,56.6466996096,17.4693414591
 01/05  21:00:00,916.744392598,102.087533008,418.284255473,0.0,100.150657288,124.558693486,564.565885505,490.449412972,56.6466996096,17.4697729225
 01/05  22:00:00,869.918696016,102.087533008,416.170450111,0.0,100.150657288,124.558693486,558.2278081,498.320144181,42.4850247072,17.4226392117
 01/05  23:00:00,803.348568421,102.087533008,417.495054921,0.0,46.0930336215,124.558693486,556.948324289,519.905173633,28.3233498048,8.71980085188
 01/05  24:00:00,803.936197425,102.087533008,416.304733347,0.0,46.0930336215,124.558693486,560.277013581,528.699192661,14.1616749024,17.4161460172
 01/06  01:00:00,792.249255143,102.087533008,414.517770694,0.0,46.0930336215,113.312780494,557.086345086,534.003977723,5.66466996096,17.4176974029
 01/06  02:00:00,792.003042209,102.087533008,412.557590799,0.0,46.0930336215,113.312780494,554.228467063,539.846568344,5.66466996096,8.71722875794
 01/06  03:00:00,790.492905587,102.087533008,411.100956783,0.0,46.0930336215,113.312780494,568.007138633,544.925535141,5.66466996096,17.4169335312
 01/06  04:00:00,790.007891275,102.087533008,410.560679951,0.0,46.0930336215,113.312780494,572.838578347,549.755487487,5.66466996096,17.4184208986
 01/06  05:00:00,879.910551072,102.087533008,409.892049623,0.0,100.150657288,148.969399434,547.322443578,532.940225945,5.66466996096,8.71754767162
 01/06  06:00:00,884.493141021,102.667019678,407.938413932,0.0,100.150657288,149.894399434,815.435901617,783.855916406,14.1616749024,17.4183103088
 01/06  07:00:00,1112.45907165,104.120107248,405.237524114,0.0,176.471037341,302.612436532,630.079174224,584.33750969,28.3233498048,17.4183147292
 01/06  08:00:00,1226.6530613,106.395275399,402.88986765,0.0,243.2593065,310.10971186,608.429290572,539.575199951,42.4850247072,26.3690659139
 01/06  09:00:00,1260.0583188,107.93162105,401.631378078,0.0,243.2593065,310.10971186,573.885039106,490.724483499,56.6466996096,26.5138559971
 01/06  10:00:00,1295.06607369,108.817771952,402.494424372,0.0,243.2593065,302.612436532,540.303337867,462.339505189,42.4850247072,35.4788079705
 01/06  11:00:00,1308.37376776,109.288743163,403.740199819,0.0,243.2593065,310.10971186,558.08022116,450.941684012,70.808374512,36.330162636
 01/06  12:00:00,1313.27067568,109.748062254,404.34566169,0.0,243.2593065,310.10971186,562.616692756,447.729590772,70.808374512,44.078727472
 01/06  13:00:00,1272.48233953,110.77703499,404.962046017,0.0,243.2593065,310.10971186,524.960842346,418.572827828,70.808374512,35.5796400065
 01/06  14:00:00,1309.16646476,111.415545184,406.409299635,0.0,243.2593065,302.612436532,497.919797157,396.565377655,56.6466996096,44.707719892
 01/06  15:00:00,1305.61214067,111.933868762,409.090858656,0.0,243.2593065,302.612436532,468.594123742,381.484664527,42.4850247072,44.6244345072
 01/06  16:00:00,1306.76942734,112.06664758,411.858347477,0.0,243.2593065,302.612436532,476.201919955,383.936063632,56.6466996096,35.6191567134
 01/06  17:00:00,1313.18031665,111.886700627,412.71463537,0.0,243.2593065,310.10971186,545.871088786,425.475943115,84.9700494144,35.4250962562
 01/06  18:00:00,1326.54186355,112.211513655,414.00236107,0.0,243.2593065,310.10971186,544.55477183,442.053591852,84.9700494144,17.5311305635
 01/06  19:00:00,1051.94669046,102.087533008,415.413813419,0.0,166.938926447,199.110933808,546.984901378,444.545110064,84.9700494144,17.4697418991
 01/06  20:00:00,1047.11616051,102.087533008,415.009291057,0.0,166.938926447,191.61365848,526.156071584,452.041095326,56.6466996096,17.4682766489
 01/06  21:00:00,912.154300304,102.087533008,412.320122766,0.0,100.150657288,124.558693486,569.436870889,495.321272142,56.6466996096,17.4688991366
 01/06  22:00:00,870.410967063,102.087533008,409.622400928,0.0,100.150657288,124.558693486,563.050221249,503.142452609,42.4850247072,17.4227439322
 01/06  23:00:00,798.262161951,102.087533008,414.610846694,0.0,46.0930336215,124.558693486,564.335725364,518.593699456,28.3233498048,17.4186761039
 01/06  24:00:00,806.987982932,102.087533008,424.570364026,0.0,46.0930336215,124.558693486,549.884742429,527.005406436,14.1616749024,8.71766109046
 01/07  01:00:00,796.100738196,102.087533008,426.179653892,0.0,46.0930336215,113.312780494,555.331591582,532.248866657,5.66466996096,17.4180549646
 01/07  02:00:00,797.445319549,102.087533008,427.643241191,0.0,46.0930336215,113.312780494,558.165249045,535.084051695,5.66466996096,17.4165273898
 01/07  03:00:00,793.777324452,102.087533008,423.868286621,0.0,46.0930336215,113.312780494,558.409738791,544.027006917,5.66466996096,8.71806191332
 01/07  04:00:00,789.757333809,102.087533008,416.418625444,0.0,46.0930336215,113.312780494,573.513091844,550.429682559,5.66466996096,17.4187393247
 01/07  05:00:00,795.227456995,102.087533008,414.563895467,0.0,55.6251445156,113.312780494,566.072884115,542.990957675,5.66466996096,17.4172564797
 01/07  06:00:00,796.518889962,102.087533008,416.834047099,0.0,55.6251445156,113.312780494,574.536789051,542.959349474,14.1616749024,17.4157646744
 01/07  07:00:00,872.842035238,102.087533008,420.057915359,0.0,65.1572554096,176.889270242,519.745347434,482.702843789,28.3233498048,8.71915384057
 01/07  08:00:00,988.717146339,102.445207451,421.662083584,0.0,109.682768182,220.96816451,790.892432959,730.987446267,42.4850247072,17.4199619848
 01/07  09:00:00,992.67513185,102.444117463,423.330650756,0.0,109.682768182,220.96816451,688.981263534,614.824915785,56.6466996096,17.5096481396
 01/07  10:00:00,1102.43134003,102.893820282,425.100752736,0.0,131.945524568,266.955817592,646.014256474,577.147064569,42.4850247072,26.3821671976
 01/07  11:00:00,1109.38958456,102.935301717,424.821607997,0.0,131.945524568,274.45309292,660.213519656,557.37134948,70.808374512,32.0337956636
 01/07  12:00:00,1107.38006956,102.987288531,421.789389203,0.0,131.945524568,274.45309292,663.446076033,562.836152003,70.808374512,29.8015495172
 01/07  13:00:00,1075.12754414,103.089933035,421.475016244,0.0,131.945524568,274.45309292,639.528321836,542.221396599,70.808374512,26.4985507251
 01/07  14:00:00,1069.18388306,103.172278895,422.806788097,0.0,131.945524568,266.955817592,606.323078133,514.351776793,56.6466996096,35.3246017296
 01/07  15:00:00,1071.70472493,103.222413059,425.084498541,0.0,131.945524568,266.955817592,573.440646448,504.457215374,42.4850247072,26.4984063667
 01/07  16:00:00,996.368569364,102.087533008,427.794599394,0.0,109.682768182,212.545889182,473.566522207,390.418867411,56.6466996096,26.5009551868
 01/07  17:00:00,1002.20225947,102.087533008,426.408710264,0.0,109.682768182,220.04316451,546.457772218,426.159915613,84.9700494144,35.3278071904
 01/07  18:00:00,972.847510712,102.087533008,424.098686969,0.0,109.682768182,220.04316451,554.963807374,443.633255644,84.9700494144,26.3605023159
 01/07  19:00:00,931.415135525,102.087533008,421.631945464,0.0,100.150657288,199.110933808,577.201774581,483.511798785,84.9700494144,8.71992638173
 01/07  20:00:00,921.487520149,102.087533008,418.745994636,0.0,100.150657288,191.61365848,563.736535513,489.673424264,56.6466996096,17.4164116399
 01/07  21:00:00,807.541440723,102.087533008,416.461813552,0.0,55.6251445156,124.558693486,609.42311359,535.358511835,56.6466996096,17.4179021452
 01/07  22:00:00,805.753086917,102.087533008,414.889378808,0.0,55.6251445156,124.558693486,591.187051013,539.98470675,42.4850247072,8.71731955623
 01/07  23:00:00,796.828228591,102.087533008,413.81117902,0.0,46.0930336215,124.558693486,601.631271459,555.890801081,28.3233498048,17.417120573
 01/07  24:00:00,797.928911757,102.087533008,411.71708572,0.0,46.0930336215,124.558693486,592.925153453,561.344857069,14.1616749024,17.4186214819
 01/08  01:00:00,773.177765784,102.087533008,409.485316977,0.0,34.9616554283,113.312780494,581.167029523,566.784665984,5.66466996096,8.71769357828
 01/08  02:00:00,774.082161598,102.087533008,407.604545823,0.0,34.9616554283,113.312780494,597.400640584,574.317996959,5.66466996096,17.417973664
 01/08  03:00:00,773.209615942,102.087533008,405.186790632,0.0,34.9616554283,113.312780494,602.773489989,579.692281988,5.66466996096,17.4165380401
 01/08  04:00:00,772.198682032,102.087533008,404.222679258,0.0,34.9616554283,113.312780494,599.178800515,584.796061873,5.66466996096,8.718068681
 01/08  05:00:00,781.399995848,102.087533008,402.85772048,0.0,44.4937663224,113.312780494,604.944174264,581.860748512,5.66466996096,17.4187557911
 01/08  06:00:00,780.98224791,102.087533008,400.574947776,0.0,44.4937663224,113.312780494,618.862269685,587.283304828,14.1616749024,17.417289955
 01/08  07:00:00,849.680356485,102.087533008,395.498875505,0.0,54.0258772165,176.889270242,573.476240607,527.737075715,28.3233498048,17.4158150874
 01/08  08:00:00,846.216294799,102.087533008,390.432005496,0.0,54.0258772165,184.38654557,569.121627643,517.917422128,42.4850247072,8.71918080786
 01/08  09:00:00,918.118364513,102.087533008,391.507166318,0.0,65.1572554096,220.04316451,542.676334284,468.532542867,56.6466996096,17.4970918071
 01/08  10:00:00,923.947871414,102.087533008,398.596788641,0.0,65.1572554096,212.545889182,500.05113357,431.212014263,42.4850247072,26.3540945995
 01/08  11:00:00,949.985178681,102.087533008,404.656262723,0.0,65.1572554096,220.04316451,507.259877891,409.977450904,70.808374512,26.4740524754
 01/08  12:00:00,941.531178146,102.087533008,410.692511036,0.0,65.1572554096,220.04316451,505.317604011,399.21127647,70.808374512,35.2979530288
 01/08  13:00:00,960.350928394,102.087533008,418.065311809,0.0,65.1572554096,220.04316451,484.89967249,387.614184644,70.808374512,26.4771133341
 01/08  14:00:00,954.899981663,102.087533008,421.388714822,0.0,65.1572554096,212.545889182,456.306767932,373.188410239,56.6466996096,26.4716580831
 01/08  15:00:00,968.785660434,102.087533008,421.378082281,0.0,65.1572554096,212.545889182,433.22311195,355.444035673,42.4850247072,35.29405157
 01/08  16:00:00,976.423799447,102.087533008,415.468666899,0.0,65.1572554096,212.545889182,447.1700826,364.043515772,56.6466996096,26.4798672186
 01/08  17:00:00,921.274883522,102.087533008,424.117415477,0.0,65.1572554096,220.04316451,526.678506719,415.227508056,84.9700494144,26.4809492489
 01/08  18:00:00,896.921773827,102.087533008,423.411213857,0.0,54.0258772165,184.38654557,560.957955968,449.633828756,84.9700494144,26.3540777971
 01/08  19:00:00,865.807541296,102.087533008,420.302862148,0.0,44.4937663224,163.454314868,596.241579439,493.853885131,84.9700494144,17.4176448931
 01/08  20:00:00,841.444726289,102.087533008,419.17229725,0.0,44.4937663224,155.95703954,575.963293673,510.599955195,56.6466996096,8.71663886798
 01/08  21:00:00,809.330731355,102.087533008,418.095586836,0.0,44.4937663224,124.558693486,624.96749564,550.903916207,56.6466996096,17.4168798241
 01/08  22:00:00,807.668761452,102.087533008,417.676882399,0.0,44.4937663224,124.558693486,617.716557716,557.813140811,42.4850247072,17.4183921971
 01/08  23:00:00,811.044172171,102.087533008,417.429815536,0.0,34.9616554283,124.558693486,613.735049379,576.694143485,28.3233498048,8.71755608952
 01/08  24:00:00,814.520393718,102.087533008,414.663055325,0.0,34.9616554283,124.558693486,615.472167457,583.892847017,14.1616749024,17.4176455376
